run_date,starting_equity,realized_pnl_this_run,cash_flow_adjustment,ending_equity,deployed_capital,cash_available,open_positions,nifty500_close
2026-09-02,1000000.0,3094.3500000000004,0.0,1003094.35,1100875.39,-97781.03999999992,20,23528.55
2026-09-09,1003094.35,0.0,0.0,1003094.35,1100875.39,-97781.03999999992,20,23106.1
2026-09-09,1003094.35,0.0,0.0,1003094.35,1100875.39,-97781.03999999992,20,23106.1
2026-09-09,1003094.35,0.0,0.0,1003094.35,1100875.39,-97781.03999999992,20,23106.1
2026-09-16,1003094.35,0.0,0.0,1003094.35,1100875.39,-97781.03999999992,20,22866.5
