Date,Equity,Nifty,Net_Return,Holdings,Cash_Wt,Regime_Score
2020-04-10,2002242.3679656426,2046427.8755383552,0.00112118398282135,0,1.0,0.0423961038961039
2020-04-17,2004487.250038332,2013921.6437214867,0.00112118398282135,0,1.0,0.06741749664166183
2020-04-24,2006734.6490368447,2153527.779457513,0.00112118398282135,0,1.0,0.045571428571428575
2020-05-01,2008984.5677831175,2029657.4012483791,0.00112118398282135,0,1.0,0.29071576266020877
2020-05-08,2011237.0091022511,2016770.474289976,0.00112118398282135,0,1.0,0.09876686305660812
2020-05-15,2013491.9758225142,1993106.367539457,0.00112118398282135,0,1.0,0.10170921628168406
2020-05-22,2015749.4707753456,2102329.456504942,0.00112118398282135,0,1.0,0.08992782053506335
2020-05-29,2018009.4967953595,2230513.3942069304,0.00112118398282135,0,1.0,0.29465613463109525
2020-06-05,2018683.185338962,2202844.7992044776,0.00033383814331508174,13,0.35,0.4397222222222222
2020-06-12,2071981.4259912444,2258477.622570263,0.026402479120730828,13,0.35040483336351946,0.41699861834172697
2020-06-19,2074592.9196051683,2300296.305254883,0.0012603846642468797,13,0.35316358375501167,0.4428877551020408
2020-06-26,2074706.8345524517,2337183.285964806,5.4909542111722306e-05,14,0.3046516916798365,0.4578023255813953
2020-07-03,2110485.1811110247,2368816.055579072,0.017245013108703265,14,0.3008785337320762,0.46083333333333326
2020-07-10,2109692.0011579217,2390679.4864042243,-0.00037582825039569195,14,0.29999999999999993,0.46997058823529414
2020-07-17,2143014.8248870983,2441918.122996916,0.015795113083278047,14,0.3014104745876899,0.46631564245810053
2020-07-24,2174702.4839860294,2428426.4914367106,0.014786486183361055,15,0.25599143458282103,0.5122149046759531
2020-07-31,2243106.1920152204,2472207.104607177,0.031454283302152206,16,0.21965599151527027,0.5599831874307115
2020-08-07,2238268.178571227,2476440.036819791,-0.0021568365604870575,17,0.2002874142108999,0.6121762569866557
2020-08-14,2278480.3265217985,2532650.6890272987,0.01796574169956743,18,0.16510229955188693,0.6555891392811145
2020-08-21,2306334.528429202,2591105.4672014937,0.01222490340740582,19,0.16200505944645793,0.7110310673341533
2020-08-28,2376644.0751707875,2520395.342430778,0.030485406984507277,19,0.19807546410735877,0.7441741573033708
2020-09-04,2402282.85736972,2538791.800205599,0.010787808938993289,18,0.19199701777002398,0.6661876133293332
2020-09-11,2551158.1736505157,2569188.2848561807,0.06197243418862021,18,0.23459681863430148,0.6672337584478467
2020-09-18,2441314.6425841427,2460771.4686930985,-0.043056338960431886,18,0.23510795905817716,0.6858663011936222
2020-09-25,2565047.5629827017,2542903.7914978527,0.05068290593939472,16,0.26294750208900197,0.5269440541601997
2020-10-02,2563636.008377701,2620426.9214488715,-0.0005503034818423335,17,0.20463751477128644,0.6354621339734241
2020-10-09,2556287.204833069,2587127.85470964,-0.002866554971383203,19,0.14840320001003982,0.7162920746364265
2020-10-16,2635256.5077306214,2628543.4009930585,0.030892187211299476,17,0.18145067925346736,0.6439757245352796
2020-10-23,2623483.281078095,2575141.26571392,-0.004467582801897743,18,0.17779543182961444,0.6819740961852775
2020-10-30,2662777.0094642797,2696579.387635805,0.014977693461815178,16,0.25641422931431046,0.5854742354328416
2020-11-06,2727488.0982387955,2791638.951039083,0.024302105863357775,19,0.16979908452861736,0.7321570247933884
2020-11-13,2760756.587166528,2838228.081137918,0.012197482712835777,19,0.22645230105200198,0.735735294117647
2020-11-20,2876086.0469334135,2880826.1608648603,0.04177458465661141,19,0.2710194799865867,0.7455397111913357
2020-11-27,2993392.325660905,2950649.385552934,0.04078677647790396,20,0.24432183270637575,0.7531917808219178
2020-12-04,3013487.8881353973,3002398.6615871466,0.006713307274232978,20,0.29429067842580514,0.7598398058252427
2020-12-11,2995684.413321998,3051742.5570941917,-0.0059079297725053055,20,0.28569341034787255,0.7661074766355139
2020-12-18,2993985.108201257,3043747.018470365,-0.0005672510472678738,20,0.27991000939851174,0.7699220183486238
2020-12-25,3095280.1202787785,3110828.9156302693,0.033832837645066845,20,0.23792642747507375,0.765120253164557
