TYPE,REASON,TICKER,NAME,ENTRY_DATE,EXIT_DATE,HOLDING_DAYS,ENTRY_PRICE,EXIT_PRICE,SHARES,GROSS_PNL,COSTS,NET_PNL,REGIME
BUY,BULL_REBALANCE,NV20,NV20,2020-08-03,,,5.78,,34602.0761,,20.0,,BULL
BUY,BULL_REBALANCE,JUNIORBEES,JUNIORBEES,2020-08-03,,,279.7,,715.0518,,20.0,,BULL
BUY,BULL_REBALANCE,EBBETF0430,EBBETF0430,2020-08-03,,,1109.54,,180.2549,,20.0,,BULL
BUY,BULL_REBALANCE,MIDCAPIETF,MIDCAPIETF,2020-08-03,,,5.907,,33858.1344,,20.0,,BULL
BUY,BULL_REBALANCE,GOLDBETA,GOLDBETA,2020-08-03,,,49.019,,4080.0506,,20.0,,BULL
SELL,BULL_REBALANCE,NV20,NV20,2020-08-03,2020-09-01,29.0,5.78,5.834,34602.0761,1868.51,20.0,1848.51,BULL
SELL,BULL_REBALANCE,JUNIORBEES,JUNIORBEES,2020-08-03,2020-09-01,29.0,279.7,283.04,715.0518,2388.27,20.0,2368.27,BULL
SELL,BULL_REBALANCE,EBBETF0430,EBBETF0430,2020-08-03,2020-09-01,29.0,1109.54,1095.0,180.2549,-2620.91,20.0,-2640.91,BULL
SELL,BULL_REBALANCE,MIDCAPIETF,MIDCAPIETF,2020-08-03,2020-09-01,29.0,5.907,6.445,33858.1344,18215.68,20.0,18195.68,BULL
SELL,BULL_REBALANCE,GOLDBETA,GOLDBETA,2020-08-03,2020-09-01,29.0,49.019,47.3335,4080.0506,-6876.93,20.0,-6896.93,BULL
BUY,BULL_REBALANCE,MIDCAPIETF,MIDCAPIETF,2020-09-01,,,6.445,,31428.2239,,20.0,,BULL
BUY,BULL_REBALANCE,MIDSELIETF,MIDSELIETF,2020-09-01,,,6.376,,31768.3349,,20.0,,BULL
BUY,BULL_REBALANCE,SBIETFQLTY,SBIETFQLTY,2020-09-01,,,103.5,,1957.0522,,20.0,,BULL
BUY,BULL_REBALANCE,LOWVOLIETF,LOWVOLIETF,2020-09-01,,,9.436,,21466.183,,20.0,,BULL
BUY,BULL_REBALANCE,HDFCSENSEX,HDFCSENSEX,2020-09-01,,,41.2927,,4905.3441,,20.0,,BULL
SELL,BULL_REBALANCE,MIDCAPIETF,MIDCAPIETF,2020-09-01,2020-10-01,30.0,6.445,6.53,31428.2239,2671.4,20.0,2651.4,BULL
SELL,BULL_REBALANCE,MIDSELIETF,MIDSELIETF,2020-09-01,2020-10-01,30.0,6.376,6.544,31768.3349,5337.08,20.0,5317.08,BULL
SELL,BULL_REBALANCE,SBIETFQLTY,SBIETFQLTY,2020-09-01,2020-10-01,30.0,103.5,106.96,1957.0522,6771.4,20.0,6751.4,BULL
SELL,BULL_REBALANCE,LOWVOLIETF,LOWVOLIETF,2020-09-01,2020-10-01,30.0,9.436,9.658,21466.183,4765.49,20.0,4745.49,BULL
SELL,BULL_REBALANCE,HDFCSENSEX,HDFCSENSEX,2020-09-01,2020-10-01,30.0,41.2927,40.9777,4905.3441,-1545.18,20.0,-1565.18,BULL
BUY,BULL_REBALANCE,NV20IETF,NV20IETF,2020-10-01,,,5.836,,35317.8404,,20.0,,BULL
BUY,BULL_REBALANCE,LOWVOLIETF,LOWVOLIETF,2020-10-01,,,9.658,,21341.3664,,20.0,,BULL
BUY,BULL_REBALANCE,SBIETFQLTY,SBIETFQLTY,2020-10-01,,,106.96,,1927.028,,20.0,,BULL
BUY,BULL_REBALANCE,MIDCAPIETF,MIDCAPIETF,2020-10-01,,,6.53,,31564.3058,,20.0,,BULL
BUY,BULL_REBALANCE,HDFCSENSEX,HDFCSENSEX,2020-10-01,,,40.9777,,5029.9289,,20.0,,BULL
SELL,BULL_REBALANCE,NV20IETF,NV20IETF,2020-10-01,2020-11-02,32.0,5.836,5.964,35317.8404,4520.68,20.0,4500.68,BULL
SELL,BULL_REBALANCE,LOWVOLIETF,LOWVOLIETF,2020-10-01,2020-11-02,32.0,9.658,9.931,21341.3664,5826.19,20.0,5806.19,BULL
SELL,BULL_REBALANCE,SBIETFQLTY,SBIETFQLTY,2020-10-01,2020-11-02,32.0,106.96,106.5,1927.028,-886.43,20.0,-906.43,BULL
SELL,BULL_REBALANCE,MIDCAPIETF,MIDCAPIETF,2020-10-01,2020-11-02,32.0,6.53,6.55,31564.3058,631.29,20.0,611.29,BULL
SELL,BULL_REBALANCE,HDFCSENSEX,HDFCSENSEX,2020-10-01,2020-11-02,32.0,40.9777,42.6364,5029.9289,8343.14,20.0,8323.14,BULL
BUY,BULL_REBALANCE,MIDSELIETF,MIDSELIETF,2020-11-02,,,6.531,,32117.8791,,20.0,,BULL
BUY,BULL_REBALANCE,HDFCSENSEX,HDFCSENSEX,2020-11-02,,,42.6364,,4919.7838,,20.0,,BULL
BUY,BULL_REBALANCE,MIDCAPIETF,MIDCAPIETF,2020-11-02,,,6.55,,32024.7127,,20.0,,BULL
BUY,BULL_REBALANCE,SBIETFQLTY,SBIETFQLTY,2020-11-02,,,106.5,,1969.595,,20.0,,BULL
BUY,BULL_REBALANCE,LOWVOLIETF,LOWVOLIETF,2020-11-02,,,9.931,,21121.9281,,20.0,,BULL
