date,regime_score,dyn_n,n_held,exits,entries,exits_52h,exits_adtv,exits_reldd,exits_rank,exits_data
2025-07-28,0.5507013889531621,19,20,2,0,0,0,0,2,0
2025-08-04,0.5444005132486001,19,19,2,1,2,0,0,0,0
2025-08-11,0.5089961725904794,18,18,2,1,0,0,0,2,0
2025-08-18,0.5447325989942918,19,19,0,1,0,0,0,0,0
2025-08-25,0.5560293982483873,19,19,3,3,1,0,0,2,0
2025-09-01,0.5131474471437728,18,18,2,1,1,0,0,1,0
2025-09-08,0.5436171196577338,19,19,2,3,0,0,0,2,0
2025-09-15,0.609493172093248,21,21,2,4,1,0,0,1,0
2025-09-22,0.6196540473484734,21,21,1,1,0,0,0,1,0
2025-09-29,0.5038896413069383,18,18,3,0,2,0,0,1,0
2025-10-06,0.5660652536060999,20,20,1,3,1,0,0,0,0
2025-10-13,0.5639754152685185,20,20,1,1,0,0,0,1,0
2025-10-20,0.5728625200546613,20,20,1,1,0,0,1,0,0
2025-10-27,0.5954225042836104,20,20,3,3,1,0,0,2,0
2025-11-03,0.609769144711645,21,21,2,3,0,0,2,0,0
2025-11-10,0.5480172535314256,19,19,2,0,0,0,2,0,0
2025-11-17,0.5702041747077706,20,20,1,2,0,0,1,0,0
2025-11-24,0.5036471516250249,18,19,1,0,1,0,0,0,0
2025-12-01,0.5190911292341291,18,18,3,2,1,0,2,0,0
2025-12-08,0.4478352635661955,16,16,6,4,2,0,0,4,0
2025-12-15,0.4876826623864341,18,18,0,2,0,0,0,0,0
2025-12-22,0.5054004276250194,18,18,0,0,0,0,0,0,0
2025-12-29,0.497144171494406,18,18,1,1,0,0,0,1,0
2026-01-05,0.5554886175208046,19,19,3,4,1,0,1,1,0
2026-01-12,0.4549080937111216,17,17,2,0,2,0,0,0,0
2026-01-19,0.44374783674858176,16,16,4,3,1,0,1,2,0
2026-01-23,0.37914432529043784,15,14,2,0,2,0,0,0,0
2026-02-02,0.4096008203506257,15,15,1,2,1,0,0,0,0
2026-02-09,0.5291584688229698,19,19,1,5,1,0,0,0,0
2026-02-16,0.48441276440512104,17,18,1,0,0,0,1,0,0
2026-02-23,0.4976812202075622,18,18,1,1,1,0,0,0,0
2026-03-02,0.4328685666741505,16,16,2,0,1,0,0,1,0
2026-03-09,0.38316849528014957,15,15,1,0,0,0,0,1,0
2026-03-16,0.36322909174131957,14,13,2,0,1,0,0,1,0
2026-03-23,0.3256422743842459,13,12,1,0,1,0,0,0,0
2026-03-30,0.3372081657730116,13,10,2,0,2,0,0,0,0
2026-04-06,0.38583499461515547,15,10,0,0,0,0,0,0,0
2026-04-13,0.5208228428276334,18,18,1,9,0,0,0,1,0
2026-04-20,0.6115006174006875,21,21,0,3,0,0,0,0,0
2026-04-27,0.6200535658972688,21,21,1,1,0,0,0,1,0
2026-05-04,0.6157280596918504,21,21,3,3,2,0,0,1,0
2026-05-11,0.6180124371400922,21,21,0,0,0,0,0,0,0
2026-05-18,0.525970296326545,19,19,2,0,2,0,0,0,0
2026-05-25,0.5893086318376847,20,20,0,1,0,0,0,0,0
2026-06-01,0.5370372671910232,19,19,1,0,1,0,0,0,0
2026-06-08,0.5026753798033959,18,18,1,0,1,0,0,0,0
2026-06-15,0.5992226583013184,20,20,0,2,0,0,0,0,0
2026-06-22,0.6418032359353648,22,22,0,2,0,0,0,0,0
2026-06-29,0.5913122016608906,20,20,2,0,1,0,0,1,0
2026-07-06,0.6315701553322555,21,21,2,3,1,0,0,1,0
2026-07-13,0.6316535306093652,21,21,1,1,0,0,0,1,0
2026-07-20,0.6174788264684378,21,21,3,3,1,0,0,2,0
2026-07-27,0.5949105485667148,20,20,2,1,1,0,1,0,0
2026-08-03,0.6339851899456613,21,21,3,4,1,0,0,2,0
2026-08-10,0.6271755171311214,21,21,1,1,0,0,1,0,0
2026-08-17,0.596913520152171,20,21,0,0,0,0,0,0,0
2026-08-24,0.5940618604213228,20,21,0,0,0,0,0,0,0
