,Z Equal Weight,Z Weighted v1 (PRIMARY),Z Weighted v2 (Trend+Vol),Sharpe Composite,NIFTY500 Buy & Hold
2023-02-28,-0.12280119122387037,-0.12280119122387037,-0.11403938111375664,-0.08577522343315433,-0.027903317599009103
2023-03-31,-0.011012858120673288,-0.011012858120673288,-0.0030986418992450743,-0.012907167070367683,0.0026930693069306955
2023-04-28,0.08604616281690877,0.0774711871056706,0.09245341807286818,0.07289502775529245,0.045453140401913616
2023-05-31,0.12340797577043976,0.12340797577043977,0.12340797577043976,0.11500935583496794,0.03593076010788754
2023-06-30,0.12768439954396898,0.127684399543969,0.12535744255059256,0.07976959727209128,0.04208950679926926
2023-07-31,0.1850946783256386,0.184953315401011,0.19882515053417485,0.15534819003189138,0.038283627510651286
2023-08-31,0.1166865119977786,0.11809722026889131,0.11809722026889133,0.10590986795225502,-0.007896125212497829
2023-09-29,0.031129219018001687,0.031129219018001687,0.022824319100145457,0.03728080594506149,0.02176160904734603
2023-10-31,0.08324968681657323,0.1258009239758312,0.12686998112552814,0.05950016213289282,-0.028422562252061523
2023-11-30,0.13898952520041646,0.14616984264717897,0.1418289914655766,0.1336094117486265,0.07064120801614204
2023-12-29,0.07997788429707445,0.07997788429707445,0.07997788429707445,0.07678022138252946,0.08012030275823534
2024-01-31,0.16095468278884661,0.1822348343019321,0.14624067331707763,0.16120339352195337,0.019195384255101144
2024-02-29,0.06632363183346598,0.08009067344277951,0.06632363183346598,0.08830643181854758,0.014541387024608499
2024-03-28,-0.018445803598563414,-0.0175278287123742,-0.012513043836433918,0.024467204211800105,0.00821799846192528
2024-04-30,0.17497162616410394,0.16610656091910253,0.1668611488470669,0.12083575971264988,0.036635127362670605
2024-05-31,-0.009867153634254939,-0.011568919797986988,-0.022302547293074793,-0.020573281840055753,0.005053054693006542
2024-06-28,0.10517319725350611,0.1087461825886478,0.1171085691487456,0.12862462151378837,0.0690129031952349
2024-07-31,0.03423995663211586,0.03423995663211586,0.043739928757580177,0.03469077069253645,0.04304578518331348
2024-08-30,-0.03307898001464039,-0.04365671995120312,-0.025807977132384547,0.08275454611905511,0.008658864127016441
2024-09-30,0.0934886714726831,0.09857907360812952,0.10750714019790313,0.03632580805811386,0.021515048736967968
2024-10-31,-0.0056983827548343574,-0.0056983827548343574,-0.013556842771434036,-0.0399371798906874,-0.06417146486727276
2024-11-29,0.05586150085521928,0.05586150085521928,0.05586150085521928,0.04088205580091649,-0.0001035728216101095
2024-12-31,0.05981312237156548,0.05981312237156548,0.06802946595654022,0.06266296621098448,-0.013734737955657383
2025-01-31,-0.1292005313144846,-0.1292005313144846,-0.12229259445665801,-0.14181595220185866,-0.03550774511293653
2025-02-28,-0.14093012899002658,-0.14093012899002658,-0.14093012899002658,-0.12034543532400122,-0.07877335977646904
2025-03-28,0.12899279562379626,0.12899279562379626,0.14286582988745775,0.0773994228643653,0.07336941486552417
2025-04-30,-0.056158315772998055,-0.04650038276288959,-0.056158315772998055,-0.04328317775207767,0.032357758247010926
2025-05-30,0.11176211333226034,0.09739802082169682,0.11176211333226034,0.02435269189090859,0.03503850422491106
2025-06-30,-0.0048082363802103125,-0.0048082363802103125,0.0012011439750556018,0.04151884224975162,0.03575352108043384
2025-07-31,-0.06692321425490154,-0.07857965610487408,-0.07278240572068538,-0.048805933069915465,-0.02973468489067288
2025-08-29,0.00978645996623943,0.00978645996623943,0.00978645996623943,0.0185067291165864,-0.01972511395399068
2025-09-30,-0.00871478776275152,-0.009589213182378143,-0.012557599572255019,0.0013556860697467644,0.012070988004692085
2025-10-31,0.036753909543723436,0.0337231104910193,0.0386752120004792,-0.0023595627360832815,0.042944299532420516
2025-11-28,-0.0005562244555933959,-0.0005562244555933959,-0.007947349353480643,-0.011739609739777562,0.009396720426479543
2025-12-31,0.042262109490987895,0.03912753995713932,0.03265479941985435,0.04951731132322577,-0.002575919643006408
2026-01-30,-0.065259922770356,-0.06909031442974027,-0.05301539108240896,-0.01983457566488404,-0.03317966365820402
2026-02-27,0.046174757260374164,0.023738788288055444,0.04532410866485537,0.013339824290279318,0.003784744036915866
2026-03-30,-0.09628604786474866,-0.09628604786474866,-0.09540854894573861,-0.1261560319753896,-0.11390413457159687
2026-04-30,0.20836768505114303,0.22384478801377053,0.201342312978453,0.22058664483762352,0.10500266708235806
2026-05-29,0.09092384879648084,0.08809261852052111,0.07614154128126888,0.08947708442497167,-0.0011704517150092908
2026-06-30,0.0591950684499886,0.0591950684499886,0.0591950684499886,0.03665297668543227,0.014946815553692039
2026-07-31,-0.03610472440802592,-0.0372317487953197,-0.03156922668958261,-0.02852179009882822,0.0202233900759492
2026-08-27,0.09332408968825996,0.09684860514625246,0.09684860514625247,0.10977851407574679,0.0009079012987676105
