TICKER,RANK,S_12M,S_9M,S_6M,S_3M,Z_12M,Z_9M,Z_6M,Z_3M,COMPOSITE,1M%,3M%,12M%
SILVERBEES,15.0,1.650600458238454,1.7939142287702117,1.887929857876959,1.5136220002368792,1.832185001960074,2.217429921745309,1.8848335710736897,1.3291093888896168,1.8158894709171722,3.278621255642178,47.09251358775055,164.35248398277494
INDIANB,16.0,1.9196031149531614,1.4348462174919505,1.777262152722928,1.612493365890121,2.1250079612726696,1.9044399542303692,1.8098075880898574,1.3808056285118884,1.8050152830261963,1.695290858725751,15.60649955913842,87.15334420880913
ANANDRATHI,17.0,2.0868571844159485,1.8884831095761423,0.23061111641149123,1.9124753401332066,2.3070724515468655,2.299863082042717,0.7612721172339167,1.5376552878684868,1.7264657346729964,5.112336876093093,8.967921896792186,84.56813819577734
JBCHEPHARM,18.0,1.1461091669332213,0.9866407976032212,1.7664074905742704,2.8670043390253492,1.2830207867378303,1.5137512952445933,1.8024487863822867,2.0367437704347964,1.6589911596998765,12.92824135550008,18.182323513062816,40.077744103307424
HINDALCO,19.0,0.9776349131616868,1.7964812161582897,1.6193735375408966,1.7518966009679353,1.099628064302072,2.21966749589274,1.7027686959442165,1.453694507886503,1.618939691006383,-0.5340938553279773,17.98499200393653,41.59592529711376
FORCEMOT,20.0,1.9668500634698063,1.2699530494530022,0.7090924078718722,1.5888719081663076,2.176438647690784,1.760706996442741,1.0856533735473448,1.3684548277451591,1.5978134613565074,-3.112562049997769,26.607059373539045,199.26719940326132
ABSLAMC,21.0,1.3916470020671199,0.861431736457075,0.9630149561520479,3.1017365811548636,1.5503011042826844,1.404609910465712,1.2577974399663985,2.159476719009201,1.5930462934309988,23.215810662437477,37.8181073889609,70.83897158322054
LAURUSLABS,22.0,1.781005817699035,2.048999682261368,0.9523159504398284,0.2527392232826687,1.9741378128870242,2.4397810788910204,1.2505441638693504,0.6698396625906268,1.5835756795595053,5.631659056316596,1.9189347953789015,81.34308858113405
FEDERALBNK,23.0,1.4604986669528965,1.1830025302343876,2.429560781408641,0.382702565326054,1.625249614128944,1.684914557877248,2.2520264427054473,0.7377927653721681,1.5749958450209518,-6.00034885749171,3.296913935211787,52.57644394110985
UNIONBANK,24.0,1.2433980175610426,0.5118650073527725,2.11426365059103,2.156201646627657,1.3889246075286164,1.0999019561225694,2.0382741367490826,1.6650909054463572,1.5480479014616564,0.5222802533614734,20.268563451439192,59.12049252418643
GLENMARK,25.0,1.3925100059841515,1.3929189941873494,0.5436362321657808,2.226242013545291,1.5512405275730334,1.8678931167290769,0.9734841349621801,1.7017124648582567,1.5235825610306366,15.10838735818476,17.240134124322925,61.7407394228374
ATHERENERG,26.0,,2.1171279242656573,1.228408116291784,0.14268400934177186,,2.49916664257814,1.4377178845889376,0.6122957956279435,1.5163934409316735,-3.3124440465532645,8.224774531719724,
BEL,27.0,1.6687619072652176,0.5181858301395332,1.2518189650868883,2.0596828465258987,1.8519546552206436,1.105411648037628,1.4535890182759865,1.6146247367518316,1.5063950145715226,3.8417562314200904,16.6003338040827,62.13803691934161
POWERINDIA,28.0,1.4719581331649314,0.8024569407034595,1.0755576132595752,2.18840994153084,1.6377238210729652,1.3532031606931185,1.3340945265044495,1.6819314509383587,1.501738239802223,10.856914397405703,27.97435897435898,107.3793991772967
CUMMINSIND,29.0,1.6543226134580933,1.5039657235046737,1.0011826276982578,0.24460122142634555,1.8362367556481112,1.9646895762018621,1.2836728032620668,0.6655845975247062,1.4375459331591864,4.589497459062675,3.384608515103471,63.32598536284277
BANKINDIA,30.0,1.4181959476219375,0.7286772716648443,1.7030234864231544,0.9843524874709038,1.5792009705477064,1.2888913994380515,1.7594782810278113,1.0523736183666,1.4199860673450422,-8.3783623300279,8.938153064106213,63.93965150871228
NAVINFLUOR,31.0,1.1380726235105951,1.1646151272336738,1.41415482344571,1.0864099546240564,1.274272603889386,1.668886751202435,1.5636428712039303,1.105735754535481,1.4031344952078082,-4.2891785389512,10.653583318731386,53.02042695485718
MRPL,32.0,1.0220673659802306,0.7042037607012743,1.5880961945157932,1.5921430900668536,1.1479950302002637,1.2675584954731587,1.6815645569199655,1.370165209737573,1.3668208230827403,-3.7734877734877825,21.605620974562466,56.64124696220565
LUPIN,33.0,0.4656082989243212,0.7259296289156341,1.6835015760813903,2.5059649367031356,0.5422612700149552,1.286496352851316,1.7462436114277275,1.8479694035368017,1.3557426594577002,6.7279679533867265,14.270396724826973,19.108943585054217
AUBANK,34.0,1.869381213583165,0.7686154439887047,1.8192957239888499,-0.796595879029303,2.070338888628289,1.3237044344777118,1.8383037966102878,0.12118051810755562,1.3383819094559612,-8.64418581517955,-5.519263412375908,82.63895793974345
DATAPATTNS,35.0,1.4341678290720248,0.13865464055279525,1.1883556322488014,1.9075756302725027,1.59658716906754,0.7745844761133565,1.4105647328895632,1.5350934078604073,1.3292074464827168,20.608890948629277,28.952584235401744,103.42733449582107
TITAN,36.0,1.2788366449525164,0.6850944086788302,0.9419650089882261,1.5708131697292858,1.4275013408348358,1.2509013851740702,1.2435268542022377,1.3590125704915232,1.3202355376756667,-2.7596411292216683,7.568199532346065,37.54464063252663
APLAPOLLO,37.0,1.2451549072220935,-0.022939606412486085,1.470760402417404,2.027750344397459,1.3908370705355533,0.6337270994614735,1.6020180159564967,1.5979283932669028,1.3061276448051067,-9.769086189922128,15.826056985294112,46.875
CANBK,38.0,1.6988789880490491,0.6881334348345945,1.747211414507646,-0.6182315279673826,1.88473861664572,1.2535504228713676,1.789435012632064,0.21444074741304286,1.2855411998905488,-5.759480835530328,-4.637800123127434,68.16646562123039
MAHABANK,39.0,0.9276816428705946,0.6236731881954939,1.2149823519188203,1.7269616269753407,1.0452514101358164,1.1973621524939708,1.4286160317223857,1.440656917255691,1.277971627901966,1.1619133846386243,17.552165526915676,47.56768655073742
VTL,40.0,0.7555978811845695,0.23567567435731018,1.5052893084358592,2.3232889563538315,0.8579295562851801,0.8591551124968027,1.625426517215155,1.7524547801574557,1.2737414915386482,7.681688196430336,24.629080118694358,49.07849829351536
ASTRAL,41.0,0.8975498335154968,0.3860606410539751,1.0639659363344052,2.2931025794147257,1.012451415918063,0.9902416597878342,1.3262360735390477,1.7366714220005022,1.2664001428113618,17.14630710404508,22.255670680481643,41.02398449487201
EICHERMOT,42.0,1.4124029154873992,1.5160724917363568,0.5270759762866823,-0.02888562362708983,1.5728949628905868,1.9752427217802044,0.9622572872195269,0.522588277184532,1.2582458122687126,0.8060593426447049,1.8320932191492334,44.62888191017398
NTPC,43.0,0.3873285477178502,0.6067141016073552,1.155190648537736,2.728587942411903,0.45704981269153266,1.1825793709774322,1.3880808881210984,1.9643708729866516,1.2480202361941788,4.973749654600712,18.774425511958714,14.462187405845128
JINDALSTEL,44.0,0.7391570303960558,0.7958359419043808,0.7718837302011184,2.092507995317899,0.8400328609874262,1.3474318133885708,1.1282220766215565,1.6317878126977976,1.2368686409238379,-0.3442196289144439,18.368568009573206,33.41575812071484
J&KBANK,45.0,0.6897368341139185,0.4612842848598949,1.1301945088193017,2.246899358553694,0.786236484766159,1.0558120951695718,1.371135023466486,1.712513438936633,1.2314242605847125,18.849507202426086,23.132056946489943,37.76776886740634
INDUSTOWER,46.0,0.8736042897412962,0.31322670680921577,1.816636302595691,1.1207816152996295,0.9863854837970017,0.9267542702203286,1.8365008704186558,1.123707445274857,1.2183370174277108,-3.814534692535343,8.857461853368065,34.1743119266055
TATASTEEL,47.0,0.6804438885098844,0.8082881115001542,0.8490151884019171,1.930936774683384,0.7761206447750685,1.3582860360841462,1.1805125209064264,1.5473081002674178,1.2155568255082647,-3.594059405940586,21.204954254061125,29.069459172852618
ABCAPITAL,48.0,2.0511299219924495,1.266674131839686,0.8075131996679582,-1.7531493335530173,2.268181524450625,1.757848851787575,1.152376693058407,-0.3789664786478009,1.1998601476622017,-8.245962028903364,-11.05617360252712,99.64239472223937
SAILIFE,49.0,0.7915600101124195,0.994328977770439,0.7331825832387954,1.3833289401577737,0.8970761474171866,1.5204528759624638,1.101985049392983,1.2609838885441322,1.1951244903291913,13.467241089912152,15.050774380212161,44.79508781950594
CCL,50.0,1.4045075952186068,0.5080123384893392,0.5626730384954881,1.0809328657188442,1.5643005085678534,1.0965436878710506,0.9863899335035996,1.1028719840332168,1.1875265284939303,2.1255754726221987,6.900440889982562,82.78401122019633
RBLBANK,51.0,1.7425719183250445,1.1131379419607033,0.27672091828581435,-0.3302844865491144,1.9323005749576223,1.6240154676564842,0.7925317625477497,0.3649977782918298,1.1784613958634216,-3.391205581697221,-2.1045708648470995,90.44268167860798
MFSL,52.0,1.933128466457399,0.5091617300238206,0.48356413239638035,0.002725587687871394,2.13973098855271,1.0975455816843107,0.9327588996387479,0.5391166293933994,1.1772880248172921,-1.5799680584074882,2.0462475604707597,63.935204978385826
EMCURE,53.0,1.278335322142053,0.4854201055547642,0.581728021719295,1.2714527432632794,1.426955625670816,1.0768506435725353,0.999308054875293,1.2024878958522724,1.1764005549927292,0.9316167432231293,10.199901108992005,68.16858898350758
SAIL,54.0,0.9557445909071737,0.3433562282003544,0.8976218707783993,1.770036900485394,1.0757993444628062,0.9530173669742891,1.2134648995592847,1.4631794104614637,1.1763652553644608,-2.8412678368480826,19.148277197057674,45.320615733308145
TVSMOTOR,55.0,1.72248504650112,1.2745243374900757,0.0008849490520569842,-0.3143515088388015,1.910435001871285,1.7646916657791476,0.6055317275758765,0.3733285526082017,1.1634967369586278,-4.353600552500858,-0.3790289113293599,59.97156692878405
AJANTPHARM,56.0,0.4335560591984751,0.6580327263053268,1.0987778542156674,1.9660912220247246,0.5073707904793833,1.227312441517325,1.3498364396527118,1.5656890816722893,1.1625521883304275,6.509661413746093,16.294685437411772,20.09061361174036
LTF,57.0,1.9169761222523352,1.2939902287926164,0.7033238903925207,-1.750093230874847,2.122148347222224,1.781659561818514,1.0817426690320084,-0.377368553755016,1.1520455060794328,-10.173488293751065,-13.228115847705835,92.3326601269475
GRAPHITE,58.0,0.8208353810559738,0.44487689094339766,0.934257045640037,1.6315002968909282,0.9289438652284538,1.041510209377385,1.238301323174949,1.3907436611567272,1.1498747647343788,1.828024478267709,19.998150887573974,47.0041907350776
OIL,59.0,0.706553599567885,0.3464771542855077,1.1072810177373085,1.7526460048383206,0.804542382136975,0.9557377946462814,1.35560106810322,1.4540863439029403,1.1424918971973541,-1.4998469543924142,20.104503607862668,28.548601864181087
BANDHANBNK,60.0,0.5858953104149398,-0.009866925720540222,0.4610605875800907,3.3877940421254533,0.673199748845322,0.6451222050587094,0.9175028629466259,2.3090457570251064,1.136217643468941,12.587153699018948,29.41134751773049,30.48483981693364
NETWEB,61.0,1.326642718740183,1.0540861886724822,0.09979999458788885,0.493324597033152,1.4795406633106256,1.5725416360623425,0.6725901211052917,0.7956330007208862,1.1300763552997866,3.3443656422379897,4.821280133000827,124.51551051153871
ASTERDM,62.0,1.3397459116432928,0.5314011787574229,0.235694377218327,1.1580500965887983,1.4938041496612517,1.1169311134444375,0.7647182593425403,1.1431937781109993,1.1296618251398072,19.90210645922559,10.060975609756095,58.005067956692
BANKBARODA,63.0,1.114101167604078,0.61176201466877,1.3616662893353302,-0.044128415054288654,1.248178465105388,1.1869795015807847,1.5280588328294957,0.5146183761628712,1.119458793919635,-0.4473503097040643,-0.189753320683117,40.76488906189179
HINDZINC,64.0,0.6802206425506998,0.37401390781659494,1.2484399497709926,1.3084619798988188,0.7758776302888125,0.9797408451059415,1.4512982511073746,1.2218386790917621,1.1071888513984727,-6.596725480845656,19.56455387119749,36.65116279069769
ABB,65.0,0.5244404435907428,-0.08052493002391355,1.2585107090544354,2.348218463897279,0.6063030267556664,0.5835315153371319,1.4581256142805985,1.7654895125809076,1.103362417238576,7.987275384747661,22.728161031854597,22.69099647361068
MOTHERSON,66.0,0.951900521876462,0.4072117151950783,1.408085220775534,0.39632279214286376,1.0716148814425444,1.0086784845686407,1.5595280492148282,0.7449142863967784,1.0961839254056978,-2.4274575998713854,3.974304068522483,49.54350978210924
GMDCLTD,67.0,1.4026425429525495,0.6301414668403259,0.10804782027674328,0.671496832146509,1.5622703051100535,1.20300037773079,0.6781816460124391,0.8887927795870922,1.0830612771100938,-12.98732552542916,10.357106521517956,116.82724983008836
COALINDIA,68.0,0.45375508446692453,0.39174781364743605,0.813130091049318,2.0740742020606953,0.5293584482466824,0.9951990158022072,1.1561846042879151,1.6221494529252218,1.0757228803155068,3.4862172805188774,17.76723342559641,18.094105207507273
GPIL,69.0,0.8989668111538722,0.9243177213119367,0.0596688352651123,0.9935999700972193,1.0139938675444382,1.4594259390136155,0.6453836323443525,1.0572087905582077,1.0440030573651535,-1.5748031496062964,10.043800685198834,46.820575131632225
PTCIL,70.0,0.9690894301809204,0.7150332458600351,1.6900773888680647,-0.9450604919801313,1.0903258750756015,1.2769982676098564,1.7507016131324817,0.04355377394533237,1.040394882440818,-2.3356871265616475,-4.907975460122705,48.264815143131614
M&MFIN,71.0,0.7322012917910835,0.8056621702565905,1.3098499642850452,-0.13004487900754438,0.8324611886947135,1.355997073440013,1.4929305113729645,0.4696957832697676,1.0377711391943647,-9.451141318286727,-0.09903791737406742,33.7246276410188
ONGC,72.0,0.5203172621544456,0.4228973295128803,0.9201801992049834,1.410274600710652,0.6018147358045485,1.0223512144180735,1.2287580762120487,1.2750727940176079,1.0319992051130695,1.556639159789941,12.887758505670455,20.103801623563843
AUROPHARMA,73.0,0.3439648279543047,0.325008532271231,1.388873496462426,1.1280815177874735,0.4098462166265678,0.9370241718901967,1.5465036669038448,1.1275242986756113,1.0052245885240552,8.399102766470046,12.13475421106911,19.18702900205527
CRAFTSMAN,74.0,1.0101617364962623,0.8611513183304436,0.15503062051343028,0.42238028191263344,1.1350351520319517,1.4043654774959453,0.7100331311967063,0.7585387996842483,1.0019931401022129,-6.5386578208726736,3.526003391746757,54.70797562855725
CHENNPETRO,75.0,0.9587627475312094,0.7859976705836828,0.9149676937227874,-0.41070876816369944,1.079084760172497,1.3388560558040776,1.2252243140628647,0.3229468477081647,0.991527994436901,-1.616753472222221,-1.3491459036013453,59.02832587915463
NATCOPHARM,76.0,0.5593807532324203,0.43646304066064984,0.7725809416758884,1.1606289485089412,0.6443373160579662,1.034176081457446,1.128694743658154,1.1445421659473891,0.9879375767802389,20.16911069063387,13.81608422939069,30.133828520202343
JKTYRE,77.0,1.153898312100471,0.4484814726115564,1.0581032519617881,-0.5004445898701598,1.291499664107463,1.044652226665992,1.3222615295890552,0.2760272516149098,0.9836101679943551,-21.786453179814703,-2.4677509814918674,62.28070175438598
POLYCAB,78.0,1.1844953414478627,0.7064587349756043,-0.05109708974782598,0.42540905055179734,1.324806073750769,1.2695240961468501,0.5702910622613047,0.7601224326025978,0.9811859161903803,-4.603235747303547,3.273561301084227,48.49793128260478
TIMKEN,79.0,0.67237456224198,-0.11272363147249234,1.070123936096392,1.396213101926212,0.7673367761460957,0.5554647697517001,1.3304108233878338,1.2677205479369973,0.9802332293056567,3.747984545648153,12.495464291604819,32.31807864667198
CUB,80.0,1.2967434172558547,0.5624064534602531,0.9054673585414718,-0.8728972421980686,1.4469937656370242,1.1439575809024651,1.2187836637876825,0.08128531156502168,0.9727550804730484,-14.76625840952217,-6.56202723146746,65.71639388247921
NYKAA,81.0,1.314311742270021,0.8872226475227166,0.011664816077756305,-0.2955235647126338,1.466117773494945,1.4270911568119933,0.6128398227325658,0.3831729995288071,0.9723054381420779,-9.414813215288287,-0.4941688080648321,52.95333009236751
USHAMART,82.0,0.6823320403348474,1.0818521957410854,0.41008064100432384,0.011129495160648437,0.7781759932677919,1.5967445206899207,0.8829415553005818,0.5435107268310718,0.9503431990223414,-2.756490907011311,-2.287093437535914,38.921568627450995
BSE,83.0,1.515063800374146,-0.2835372186514091,0.855088493403581,-0.036535492414753644,1.684646513917344,0.40657114118279886,1.1846298528514256,0.5185884391392785,0.9486089867727118,-4.947907942782481,4.477502025185953,116.80446237895485
RRKABEL,84.0,1.2242628713256654,-0.20294164296283237,0.8941829760968455,0.36180200578355265,1.3680950357468589,0.4768241456952694,1.2111335378173713,0.7268646232633788,0.9457293356307195,-2.9762310154600624,2.8666329698895154,62.83934388752357
APARINDS,85.0,0.9971175795365788,0.247149911026698,0.620786164721902,0.38388017837659455,1.120835929283295,0.8691568972551428,1.0257871037379678,0.7384084963883307,0.938547106666184,-3.239289446186,5.424944498206874,68.93032080342239
SYRMA,86.0,1.2362483773209192,0.9839454608758554,-0.6070708302806124,0.1941816774478007,1.381141863526375,1.511401842416042,0.1933746317758838,0.639222052515447,0.931285097558437,-13.145674482600466,0.02640961309916534,83.08157099697885
SCHNEIDER,87.0,0.8022050550508933,0.2740407029877094,-0.06918953135036625,1.4945688252651987,0.9086638157286016,0.8925968803167514,0.5580254856514085,1.3191471769550156,0.9196083396629443,18.17117585848076,21.53033241923619,49.44892252015134
NAM-INDIA,88.0,1.160690895421497,0.1121120492517362,0.20368425455682457,0.37287956542533623,1.2988937336446635,0.7514480102402024,0.7430173402282455,0.732656676138223,0.8815039400628337,-6.800021742675444,4.714791743007196,63.450905624404186
IOC,89.0,0.8016852820481579,0.46145081690039313,0.859853196633994,-0.37836636712622435,0.9080980165997357,1.0559572566885838,1.1878600322699873,0.3398575124182773,0.872943204494146,-8.81584922797457,-1.4600331268020295,27.818890745603554
SUNDARMFIN,90.0,0.21441522420185258,-0.015074326402832149,0.9673981145847286,1.494336988423719,0.2688249389490038,0.6405830533682384,1.2607689551842123,1.3190259579060903,0.8723007263518863,-2.320675105485237,12.740323536884901,15.064615118641145
SCI,91.0,0.8878466456606374,0.19629653872998323,0.44953029828768665,0.4095418857388766,1.0018890065458785,0.8248293747712775,0.9096860270680239,0.7518260694556412,0.8720576194602053,-9.500471253534393,5.683719292066569,61.44327123545632
ADANIENSOL,92.0,0.4909737486700022,0.24484168247767213,1.233573571796682,0.1293707214356125,0.5698728414006706,0.8671448762566563,1.4412197497109696,0.6053347617916061,0.8708930572899756,-3.9225181598062986,1.7853478350092322,26.65985699693565
HEROMOTOCO,93.0,1.4507527476482567,1.1522381365724024,0.03169629082516614,-1.851937214245307,1.6146406894184604,1.6580980599703388,0.6264199460526299,-0.43061906702162744,0.8671349071049504,-3.1529575262746468,-7.098816863856028,57.970049445333856
KEI,94.0,0.8336236356385257,0.4169299367515209,0.2145695944151954,0.38748963901685146,0.9428645253328527,1.0171495979892589,0.7503969395598723,0.7402957520253196,0.8626767037268258,-6.046835250375082,6.088877976921192,41.488891435681666
INDUSINDBK,95.0,0.6532648219010662,0.0623813076060498,0.9229552154705424,0.3886357207515506,0.7465348599618392,0.7080990548243021,1.2306393687068184,0.7408949964637096,0.8565420699891674,-5.46933936846643,3.8846449931900118,30.460325723209625
JSWSTEEL,96.0,0.3530034209072065,0.6599395955668693,0.4983578188460629,0.5302546674122913,0.41968518092831314,1.2289746083756332,0.9427881205961828,0.814942390805403,0.851597575176383,-5.3172690763052195,6.409099115363781,17.738713543747497
MARICO,97.0,0.9350095707588245,0.25886746322427145,0.058358976661047696,0.5416708918947667,1.0532282292351776,0.8793707736420063,0.6444956277615973,0.820911519202977,0.8495015374604395,0.8942173941842713,4.257357973990428,25.614382318984006
DELHIVERY,98.0,1.5308582213751172,0.33960809176181306,-0.9649179846105762,0.44020203778175276,1.7018395377878794,0.949750216837566,-0.04922400595862904,0.7678571473758422,0.8425557240106647,-3.6426512968299685,0.6380929448591255,72.87806088682991
GRANULES,99.0,0.4608622918754161,0.21466531539533246,0.702842979693229,0.7017038530208174,0.5370950019715406,0.840840945368474,1.0814166407847292,0.9045869317066245,0.840984879957842,3.0228471001757518,4.594522258899092,24.551152661213237
IDEA,100.0,0.476611627091268,0.7464634881803833,0.9858821273749234,-0.6003706973177109,0.5542389476910167,1.304395167956986,1.2732999932782971,0.22377952588563463,0.8389284087029836,-16.148531951640756,-9.59031657355679,39.71223021582735
BIOCON,101.0,0.4710527113231137,0.6803040744226287,0.4049985318141123,0.2591605103594009,0.548187787506652,1.246725779115773,0.879496193918089,0.6731971199617162,0.8369017201255575,5.722690199224512,3.049654633129162,22.38043646494352
CANFINHOME,102.0,1.1511522462124488,0.25552000824949456,0.7896092177691365,-0.9475190301950386,1.2885104328871528,0.8764528868046819,1.14023888068203,0.04226829376774376,0.8368676235354022,-8.866554409597981,-4.5101174394883365,43.905276277523896
APOLLOHOSP,103.0,0.8248368387586203,0.33628238885122874,-0.6051064461462516,1.2998100917623236,0.9332996537562075,0.9468512906919522,0.19470636491730142,1.217314921587916,0.8230430577383443,6.559423103591744,8.362713298547453,25.85064653231024
THELEELA,104.0,,-0.19198671412726706,0.16589573809174069,1.3043234699470707,,0.48637326372493117,0.7173990210505988,1.2196748028194846,0.8078156958650049,-1.4679313459801224,11.315218777905356,
SBILIFE,105.0,1.3222097910876418,0.2526424476635417,0.4110322480011986,-1.205792765691877,1.474715197980696,0.873944594319608,0.8835866870511269,-0.09277364512091939,0.7848682085576278,-4.21936758893281,-3.3695543814176165,39.91555699902565
AIAENG,106.0,0.4170908690823841,0.06907395914611213,1.1080558900910549,0.061159745797303454,0.48944760059597764,0.7139328599038909,1.3561263844992355,0.5696697245164651,0.7822941423788924,-8.040978773584905,-1.4662525007897331,19.017488076311608
AXISBANK,107.0,0.672388599097013,-0.01596616797588721,1.212955002783876,-0.47109510934919163,0.7673520559707652,0.6398056589576774,1.4272416121345854,0.2913730270856607,0.7814430885371721,-6.38139257492173,-1.5753585704208928,24.31201742229261
SOLARINDS,108.0,1.08705877392182,-0.8270042159316041,0.046973545645976576,1.521856867624338,1.2187414556659861,-0.06715448315957857,0.6367769969974424,1.3334151014172735,0.7804447677302808,8.409888714616475,15.30823006037496,43.7534353753287
IPCALAB,109.0,0.26251398084205724,0.2594190219361642,0.6395288306723598,0.6237786323896458,0.3211828614715996,0.8798515525972338,1.0384934929660945,0.8638426691817613,0.7758426440541724,5.640495867768602,5.7133011716058,18.055876241052893
ADANIPOWER,110.0,0.5942386103678142,0.5388724724059036,0.39291653766717977,-0.21820704435334115,0.6822818516485831,1.1234436399933994,0.8713053356544531,0.42359899482932994,0.7751574555314413,-8.271123736539609,-2.0803949224259655,35.59570312499998
PNB,111.0,0.8680142051067927,-0.01277926814620664,0.5733107980074484,-0.27956686965875405,0.9803003947295759,0.6425835941756161,0.993601688396498,0.39151617478116424,0.7520004630207135,-6.156837329876863,-1.6888738012390658,32.84403669724772
TORNTPOWER,112.0,0.07625852053075502,-0.15329815221216633,0.6714498254653347,1.458833944030806,0.11843439890036246,0.5200970468430633,1.0601339887984733,1.3004627077868078,0.7497820355821767,0.8267937219730959,14.297061159650525,11.446716232961585
NMDC,113.0,0.48380953314723935,0.20876906585545882,0.22706541796634136,0.5411515065321749,0.562074231468154,0.8357013425802021,0.7588683490267296,0.820639951494941,0.7443209686425066,-5.6114596898307,6.548175865294681,24.968652037617556
FORTIS,114.0,1.0804490204031874,0.4792471084763734,-0.8074965169672457,0.09108200071885997,1.2115464055899359,1.0714698073678361,0.05749818852674394,0.5853149828806371,0.7314573460912883,-1.1331762593963735,2.0084505411819276,45.54463622099265
SUNPHARMA,115.0,0.09029022417202044,0.2382079155492868,1.1634644768580713,-0.021793255502471017,0.13370861602004797,0.8613623993157962,1.3936900412331887,0.5262966184179844,0.7287644187467542,7.116038953420167,2.809684684684699,8.46178977694616
BAJAJ-AUTO,116.0,0.6821870577207987,0.16542730853080048,-0.08783014458819341,0.27215214516432706,0.778018172380024,0.7979214936630215,0.5453882819645435,0.6799899730949072,0.700329480275624,-2.737226277372262,4.089945318602828,24.28877903180673
SAMMAANCAP,117.0,0.509673445666857,0.26504791474351985,0.10297960559524337,0.17496952654083311,0.5902284047238804,0.884758107683128,0.6747457042630066,0.6291767178486928,0.6947272336296769,-2.2931473783022627,2.916872660498626,35.46527842335225
MUTHOOTFIN,118.0,0.8280041553552484,0.810562951114742,0.3985926702045921,-1.797134862845146,0.936747437619131,1.3602689528428318,0.8751534087899098,-0.4019649114819668,0.6925512219424765,-16.29451293719244,-15.451217230966563,44.05263277710749
POWERGRID,119.0,0.2072337462553955,-0.28088707506533606,0.10204525969253148,1.6501810917710442,0.26100753799764465,0.40888120036061887,0.6741122744859971,1.4005111690906618,0.6861280454837306,3.1233822260569477,12.946512946512945,11.638333644685229
IDBI,120.0,0.6485882630306695,-0.2508990258691744,0.3793634383061577,0.23633359407236665,0.7414441897634351,0.43502097959166086,0.8621171573993518,0.6612617560025417,0.6749610206892473,-4.709727028066135,3.953025060291493,37.50346740638004
3MINDIA,121.0,0.47951990730949545,0.4545730554681959,0.4145055779131856,-0.6645164382858715,0.5574047573912341,1.0499620962743337,0.885941393787941,0.1902400519041759,0.6708870748394212,-7.578456900095931,-2.246702420640667,22.39476819425452
AARTIIND,122.0,0.07668514394637198,-0.6484558587070025,0.5884118721381133,1.7075437860980747,0.1188988000055363,0.08848133727630679,1.0038392995332606,1.430504034787587,0.6604308679006727,-8.556547619047617,23.005433228481543,12.384062704114962
VOLTAS,123.0,-0.18198785637307105,0.4649744731928514,-0.060643176897676176,1.1401982950799059,-0.16267980733193538,1.0590287334948416,0.5638193949300809,1.1338597206475918,0.6485070104351447,-2.0959478341872395,10.142974773560898,4.90891590317637
SARDAEN,124.0,-0.13630387596090054,0.5630807817975454,-0.4570956019290973,1.3673782819152502,-0.11295049052575297,1.1445453748516732,0.2950487282490704,1.2526438697207811,0.6448218705739429,5.873772245453668,13.194011228945746,0.6099251455503385
BHEL,125.0,0.652346280365003,-0.21698725915964656,0.8742935585721603,-0.7114812521008422,0.7455349811720665,0.4645809582792748,1.1976497206668446,0.16568385959558415,0.6433623799284425,-6.881485527034403,-7.67148014440433,32.28676356488904
CGPOWER,126.0,0.34891325091955755,0.049617296762273,-0.30475575220997264,0.9861927999162013,0.4152328246040217,0.6969730084657529,0.3983258944004668,1.0533358507836743,0.640966894563479,5.2075034402839115,8.760107816711592,21.231847771657474
BLUESTARCO,127.0,-0.41658313199538155,0.7058160234887079,-0.2731712160541781,1.396989518892489,-0.4180485969470275,1.26896386175925,0.41973829171076343,1.268126508118393,0.6346950161603447,0.2116675271037538,11.647302427240302,-4.173968849505105
ALKEM,128.0,0.40503725706648075,0.49990945021958183,0.03658266456637333,-0.412930130874741,0.4763266359779739,1.0894806172084757,0.6297326106881729,0.3217853779718131,0.629331310461609,-3.5822971915485557,-2.1702690780767586,17.79390050882206
FINCABLES,129.0,0.12786425979940988,-0.6840729079279252,0.08430820989363746,2.018018728964978,0.17460984889299275,0.05743490950083005,0.6620876319351912,1.5928400856463347,0.6217431189938372,12.010345045101879,22.217633698121,11.322174158359989
GMRAIRPORT,130.0,0.653018811544165,0.1564508241139169,0.36228027745997965,-0.8399846633528169,0.7462670652805184,0.7900969326389499,0.8505358118462699,0.09849410150465225,0.6213484778175976,-4.276382935292911,-6.59296882780599,26.180546212834678
AKUMS,131.0,-0.2869688004724166,-0.7866700055257975,0.4706063139553385,2.536696748570372,-0.2769568598266359,-0.0319962323320745,0.9239742856945798,1.8640379497717867,0.619764785826914,8.57234589041096,20.31546489563567,-0.5879470847623747
DRREDDY,132.0,0.5578840566151244,-0.3248260096849398,0.09021196398551984,0.4991092750565456,0.6427080863023116,0.3705808079912932,0.666090018660585,0.798657598381283,0.6195091278338682,3.920031360250875,6.363344567485152,19.635362606615825
AMBER,133.0,0.12054328188383899,0.29520969420479826,-0.5505041981432973,1.0866043701350605,0.1666405951894013,0.911049322932772,0.2317233729400744,1.1058374073322916,0.6038126745986349,3.688989784335983,9.360269360269369,14.806378132118446
