date,score,dyn_n,allow_new,held,turnover,gross,net,nifty_ret,equity,nifty_equity
2017-08-18,0.5346069186763343,22,True,22,43.37692889023702,0.009649428490769447,0.007914351335159968,0.0013381039648601156,2015828.7026703202,2002676.2079297202
2017-08-25,0.5282113100576401,22,True,22,1.4822739368587907,0.04579183922802727,0.04573254827055292,0.01737210585945448,2108017.6861203564,2037466.9110160861
2017-09-01,0.5743545547506695,24,True,24,7.412558244166697,0.026938561974507134,0.026642059644740465,-0.0006053510750692048,2164179.619046143,2036233.5282310846
2017-09-08,0.5748146778998207,24,True,24,1.5852706872603028,0.032759352808596515,0.032695941981106105,0.01573151846581977,2234939.5103071677,2068266.5735811733
2017-09-15,0.5921164344596133,24,True,24,9.083740988962871,-0.014253031098434694,-0.014616380737993208,-0.016832440703902107,2202272.783498134,2033452.5991215054
2017-09-22,0.5415297016618091,23,True,23,8.653317540409649,0.002572649689982049,0.002226516988365663,-0.01579308766308085,2207176.181263608,2001338.1039648599
2017-09-29,0.5228474343787018,22,True,22,8.91674463758405,0.06578750731089235,0.06543083752538899,0.021790697674418658,2351593.5673697754,2044948.6575326524
2017-10-06,0.5670515159022143,23,True,23,3.3307350299749072,0.03041518145917626,0.030281952057977263,0.017047135671529823,2422804.411036715,2079809.1747389243
2017-10-13,0.5813906585318083,24,True,24,11.869557610867213,0.008112002942046195,0.007637220637611506,5.035134046438294e-05,2441307.9028855804,2079913.8959187826
2017-10-20,0.5875565884968975,24,True,24,5.478116761783738,0.01420894730628429,0.01398982263581294,0.018662623844075465,2475461.367446358,2118730.5465863803
2017-10-27,0.6068548366245345,25,True,25,11.875993059786902,0.03380844002730512,0.03333340030491364,0.01715644547446571,2557976.9121467965,2155080.4316839743
2017-11-03,0.6322170849676128,26,True,26,10.186340346319033,0.015753418129787332,0.015345964515934571,-0.011413885634377618,2597231.535073181,2130482.5901038484
2017-11-10,0.6068693411306284,25,True,25,4.136857697178,-0.008489112736030953,-0.008654587043918074,-0.0019497648812937252,2574753.5686796815,2126328.6499694563
2017-11-17,0.5988033495763208,24,True,24,13.026624070893773,0.017372594393002684,0.016851529430166934,0.011923914589968332,2618142.1042177146,2151682.8111818945
2017-11-24,0.6276684615943349,25,True,25,13.075069516049728,0.0024928102285193773,0.001969807447877388,-0.020078844479534452,2623299.340034204,2108479.5066468855
2017-12-01,0.6033219627574636,25,True,25,9.658506856682926,0.010289741786895774,0.009903401512628456,0.014364707959913403,2649278.926686376,2138767.1989993304
2017-12-08,0.6105074871727402,25,True,25,4.365761260941607,-0.005372696370539961,-0.005547326820977625,0.002850754307413661,2634582.510640118,2144864.2988044326
2017-12-15,0.5981366748824422,24,True,24,3.909378404417596,0.03909384958255341,0.038937474446376706,0.023299970163018324,2737166.499825038,2194839.572970299
2017-12-22,0.6573816446648404,26,True,26,7.16218477768437,0.005367463820386513,0.005080976429279138,0.006271536871123251,2751073.9782936615,2208604.590278383
2017-12-29,0.6581277979693317,26,True,26,3.836612712052178,0.03077136076023199,0.0306178962517499,0.008724376096473918,2835306.0759419454,2227873.2873723703
2018-01-05,0.6820731560009053,27,True,27,7.573078829014887,0.023345361331482035,0.02304243817832144,0.00958379685484334,2900638.440913457,2249224.772376879
2018-01-12,0.6827368728150646,27,True,27,13.053360593462045,-0.02138367968867978,-0.02190581411241826,0.005990564085585293,2837097.5944194724,2262698.897518689
2018-01-19,0.6278125698431366,25,True,25,4.761607350939475,0.004488337810168288,0.004297873516130708,0.008937478787629516,2849291.081033206,2282921.7209180547
2018-01-26,0.6085896429113877,25,True,25,13.056882737425054,-0.09111021754240535,-0.09163249285190235,-0.0407951070336392,2588203.436417442,2189789.684963783
2018-02-02,0.4904827848062717,21,True,21,12.859703278947219,0.026979473365012684,0.026465085233854796,-0.016865395651342152,2656700.4609647854,2152858.0155336405
2018-02-09,0.5031685192450511,21,True,21,8.647650919563791,0.004297484073179124,0.003951578036396572,-0.001675476429830014,2667198.6201556185,2149250.952671843
2018-02-16,0.49586411099748484,21,True,21,4.766641178457457,-0.010373909765585193,-0.01056457541272349,0.0017053575295595813,2639020.7991922726,2152916.1939668953
2018-02-23,0.4809814928675996,21,True,21,13.66797467339891,-0.006527868941895889,-0.007074587928831845,-0.0028104006442303264,2620350.8145023705,2146865.636908397
2018-03-02,0.49189026206615954,21,True,21,9.46817744678221,-0.03615327585528885,-0.03653200295316014,-0.025901456313310645,2524624.1508086543,2091258.6904034663
2018-03-09,0.42675726844083667,19,True,19,13.81208214540662,0.015458459765441026,0.014905976479624761,0.002008590759369877,2562256.1390205002,2095459.1732844627
2018-03-16,0.43577651674880613,19,True,19,11.101834865696317,-0.024182754152806216,-0.024626827547434067,-0.022616595127964656,2499155.8989524883,2048067.0215551085
2018-03-23,0.37786769490380007,17,False,17,5.682876299071377,0.00112118398282135,0.0008938689308584948,0.012646577583856233,2501389.8167639333,2073968.0600401426
2018-03-30,0.4087259296460147,18,True,18,8.431718683333681,0.03586850152089219,0.03553123277355884,0.029168209512909327,2590267.2806007825,2134461.9949384755
2018-04-06,0.48493673046550595,21,True,21,20.935134806889028,0.006623806327310501,0.00578640093503494,0.01042296978320012,2605255.6056152415,2156709.427815108
2018-04-13,0.4898288572053035,21,True,21,5.826936833902318,0.016596255583555396,0.016363178110199304,0.008632177520730755,2647885.867112519,2175326.526456642
2018-04-20,0.5067690715961758,21,True,21,0.9971559545372802,0.023657033699477064,0.023617147461295573,0.010269960899263353,2710421.378096796,2197667.044826482
2018-04-27,0.5100111676730839,22,True,22,9.711624676248803,-0.01712483007075013,-0.017513295057800082,-0.011002101941516185,2662952.968771218,2173488.08796579
2018-05-04,0.4713846545509518,20,True,20,3.98445340030127,0.007584149011743919,0.007424770875731869,0.008201504322920883,2682724.784417194,2191313.9599150587
2018-05-11,0.45649667895515716,20,True,20,1.0522229770974274,0.014946657766763936,0.014904568847680039,-0.021998969876863117,2722709.6406659177,2143107.310120138
2018-05-18,0.4146314992520745,18,True,19,2.139702948981859,0.015501816012357506,0.015416227894398232,0.0006895278634406754,2764683.552976699,2144585.042324809
2018-05-25,0.39993919181873216,18,False,16,9.006046163039082,0.00112118398282135,0.0007609421362997867,0.004307936042884153,2766787.317185694,2153823.7775256704
2018-06-01,0.4056896898746535,18,True,18,12.04230705293788,-0.007262910006091446,-0.007744602288208962,0.006590853839712585,2745359.64979803,2168019.3152398397
2018-06-08,0.4086681567851955,18,True,18,1.234524415818886,0.007817157034928432,0.007767776058295676,0.002946464510935165,2766684.9887571423,2174407.307211216
2018-06-15,0.40812167445448166,18,True,18,0.9125546806965519,0.00264764967594086,0.002611147488712998,-0.005035478450720943,2773909.2113175956,2163458.126072664
2018-06-22,0.3743247030158655,17,False,18,0.7549732409405729,0.00112118398282135,0.001090985053183727,-0.014435307341891801,2776935.504806032,2132227.943101492
2018-06-29,0.3448490435490621,16,False,18,0.7404331489466685,0.00112118398282135,0.001091566656863483,0.0034979727038073616,2779966.7150113382,2139686.4182447563
2018-07-06,0.3434478734785323,16,False,17,2.7862370793327718,0.00112118398282135,0.001009734499648039,0.0168089618793843,2782773.7433113586,2175652.3256828687
