Date,Equity,Nifty,Net_Return,Holdings,Cash_Wt,Regime_Score
2020-04-10,2002242.3679656426,2046427.8755383552,0.00112118398282135,0,1.0,0.1242142857142857
2020-04-17,2004487.250038332,2013921.6437214867,0.00112118398282135,0,1.0,0.14075082997499516
2020-04-24,2006734.6490368447,2153527.779457513,0.00112118398282135,0,1.0,0.1277142857142857
2020-05-01,2008984.5677831175,2029657.4012483791,0.00112118398282135,0,1.0,0.35071576266020876
2020-05-08,2011237.0091022511,2016770.474289976,0.00112118398282135,0,1.0,0.151815643544413
2020-05-15,2013491.9758225142,1993106.367539457,0.00112118398282135,0,1.0,0.15058562077606608
2020-05-22,2015749.4707753456,2102329.456504942,0.00112118398282135,0,1.0,0.1569866440644751
2020-05-29,2018009.4967953595,2230513.3942069304,0.00112118398282135,0,1.0,0.35406207522515465
2020-06-05,2021008.0702081374,2202844.7992044776,0.0014859064922833184,14,0.3258203738625789,0.4597222222222222
2020-06-12,2082674.1958232347,2258477.622570263,0.030512557828998022,14,0.33056525468760833,0.434909066102921
2020-06-19,2099111.3665965237,2300296.305254883,0.007892338996782915,14,0.3276877055767662,0.4632959183673469
2020-06-26,2084610.8431957974,2337183.285964806,-0.006907934296138465,14,0.34597267620976935,0.4700116279069767
2020-07-03,2058604.8412095895,2368816.055579072,-0.012475231082622358,14,0.33324662445797915,0.47
2020-07-10,2056827.9372664655,2390679.4864042243,-0.0008631593142858197,14,0.3105779515095055,0.4755855614973262
2020-07-17,2130773.623873098,2441918.122996916,0.03595132352437131,14,0.3131088294915899,0.47385754189944135
2020-07-24,2162967.864067155,2428426.4914367106,0.015109179048095134,15,0.26596330144736846,0.5203670785889966
2020-07-31,2236246.2059674705,2472207.104607177,0.03387860870134516,16,0.20336450471361456,0.5665405644798918
2020-08-07,2237823.821328525,2476440.036819791,0.0007054748072211774,17,0.18894118870867815,0.6200709938287609
2020-08-14,2289540.8542695595,2532650.6890272987,0.023110413093347014,18,0.14128962764709352,0.6629552107096859
2020-08-21,2344446.5311415046,2591105.4672014937,0.023981086325477186,19,0.114623035368981,0.7152143342664243
2020-08-28,2381767.2425317727,2520395.342430778,0.015918772680261085,20,0.1122526285670864,0.7531629213483146
2020-09-04,2387487.4650148456,2538791.800205599,0.002401671490364487,18,0.15914651291199966,0.6762716469427786
2020-09-11,2529013.039107912,2569188.2848561807,0.05927803859367548,18,0.15119912312943617,0.6839004251145134
2020-09-18,2420620.98968102,2460771.4686930985,-0.04285942687947816,19,0.11776502971216662,0.701784668540561
2020-09-25,2505993.150198427,2542903.7914978527,0.035268702073287896,18,0.12755808693303305,0.5414601831924577
2020-10-02,2484347.5831201924,2620426.9214488715,-0.008637520448338267,18,0.12226132266551915,0.6499358181839504
2020-10-09,2507891.8918491732,2587127.85470964,0.009477059043167651,19,0.09724871674260183,0.7301078641101107
2020-10-16,2557591.985206861,2628543.4009930585,0.019817478384621202,19,0.10731161670309985,0.658229118200438
2020-10-23,2552936.249451464,2575141.26571392,-0.0018203590652168004,18,0.12556656126648758,0.690271968525703
2020-10-30,2564316.975541488,2696579.387635805,0.004457896703244592,17,0.17242375315891567,0.6039764380760134
2020-11-06,2668542.7307056673,2791638.951039083,0.040644645790004416,19,0.11036895098954369,0.7488925619834711
2020-11-13,2682671.456890543,2838228.081137918,0.005294547478031141,20,0.0926235307320673,0.7516176470588236
2020-11-20,2834054.915003948,2880826.1608648603,0.05643011473677518,20,0.09380516816337303,0.7590776173285197
2020-11-27,2959677.8594125886,2950649.385552934,0.044326220971785756,20,0.08184779609074222,0.7686027397260274
2020-12-04,2939641.234218659,3002398.6615871466,-0.00676986690636204,20,0.08153673867497802,0.7744029126213592
2020-12-11,2947123.2719080644,3051742.5570941917,0.0025452213699792498,20,0.08090451069361415,0.7763878504672896
2020-12-18,2933894.379112926,3043747.018470365,-0.0044887476955021936,20,0.07428804159347857,0.7795550458715595
2020-12-25,3028122.727915629,3110828.9156302693,0.03211715782051892,20,0.09069273307470826,0.7769873417721519
2021-01-01,3162438.0641015465,3205095.644111184,0.04435597505599528,20,0.11894893036871601,0.7800245398773006
2021-01-08,3160206.6962088086,3206600.686675669,-0.0007055846936789312,20,0.10246638041482492,0.7872155425219941
2021-01-15,3143064.5441094018,3185986.97869424,-0.005424376867491563,20,0.10418446665933023,0.7841017699115044
2021-01-22,3104685.974643858,3037605.9072920643,-0.012210557221127037,20,0.09675888590946169,0.7808532265383433
2021-01-29,3422560.7087729755,3300303.0241949013,0.1023854704550534,18,0.15534860772581283,0.5882271765990366
2021-02-05,3532939.2379373047,3361767.8874980663,0.03225027649075678,20,0.1086715152121811,0.7864393063583814
2021-02-12,3590909.5886706584,3343022.0448422036,0.016408533187001393,20,0.0928997920126815,0.7895172413793103
2021-02-19,3644193.348756824,3273843.8383960524,0.014838513410161189,20,0.10994222101130502,0.7922542372881355
2021-02-26,3909928.9840960684,3369951.556442453,0.07292028987152867,18,0.18949003969498257,0.6964771821458832
2021-03-05,4058728.52091794,3384706.3487264225,0.038056838737257,20,0.1067756262162044,0.7689519365313546
2021-03-12,4034886.602943622,3309615.475062652,-0.005874233236207151,20,0.0995651000480905,0.7530119320491331
2021-03-19,4057619.4725447115,3265109.2163700233,0.005634078931612175,19,0.11801265234381586,0.6584373658189767
2021-03-26,4255787.068310992,3353826.1003944,0.04883838839673175,19,0.1282509607415262,0.6084077333202632
2021-04-02,4363272.409232018,3366833.968273163,0.025256277909525036,19,0.14010030754529712,0.6965324966956834
2021-04-09,4217788.077078837,3305194.412529477,-0.03334294046032017,19,0.12041438412604699,0.7024088386623469
2021-04-16,4213662.3388712965,3253472.0122553445,-0.0009781757954983824,18,0.1422277251108376,0.6365140693748218
