,RS_12M_before,RS_9M_before,RS_6M_before,RS_3M_before,RZ_12M_before,RZ_9M_before,RZ_6M_before,RZ_3M_before,RES_MOM_before,RS_12M_after,RS_9M_after,RS_6M_after,RS_3M_after,RZ_12M_after,RZ_9M_after,RZ_6M_after,RZ_3M_after,RES_MOM_after,RANK_before,COMPOSITE_before,RANK_after,COMPOSITE_after
EMBDL,-1.242943278842235,-1.2040652176558717,-0.5429906821736736,0.01712949754174388,-1.0450386276595691,-1.0657345845706128,-0.5781932513385709,0.014816567583527143,-0.6685374739963065,,-1.1930823441894234,-0.12993062785237247,0.2869604850955781,0.0,-0.9648194092935876,-0.30075417668893484,0.20054546040535723,-0.2662570313942913,,0.5859625830573358,,0.5859625830573358
CSBBANK,-0.611382597737756,-0.6856938416215432,-1.1634974310277595,-2.0435543709621844,-0.4868743553515028,-0.6350302277330847,-1.0134752177235753,-0.9837033999690787,-0.7797708001943104,-0.7310038428742994,-0.622077846190457,-2.242040015782648,-2.1730286059551625,-0.5682594231560504,-0.48991903562217837,-1.824437682309808,-1.0794594155193429,-0.9905188891518449,,0.5841964089310006,,0.5841964089310006
BBTC,-0.9373728078404253,-0.6771901396724437,-1.4686144263989975,-0.6152365123216192,-0.774979827787348,-0.6279646727120018,-1.2275130601289088,-0.2916011694119874,-0.7305146825100615,-1.249109897189098,-1.1137606102964996,-1.924518168599863,-1.3578175830762556,-1.0266725362701312,-0.8988480882304009,-1.5953762501740534,-0.6552810774979894,-1.0440444880431436,,0.5813194458784058,,0.5813194458784058
WAAREERTL,-0.6278394856423349,-1.4376784556719509,-0.5757891747074269,-2.8375580113986407,-0.501418716861866,-1.2598391283017938,-0.601201207901366,-1.368443874431501,-0.9327257318741317,-0.5733718879776267,-0.88827682763955,-0.5597696853392163,-2.951503391753727,-0.4287888368375647,-0.7113148323350645,-0.6108416587611214,-1.4845228059350226,-0.8088670334671932,,0.5748521168166061,,0.5748521168166061
MAPMYINDIA,-1.3150515792745938,-1.350350815886483,-0.504166934024068,0.8485082412849848,-1.1087669094262753,-1.187280347730838,-0.5509586121211811,0.41766743127720035,-0.6073346095002734,-1.3801438358201286,-1.326451492609215,-1.3627808025452015,0.479995534607809,-1.1426095635084836,-1.075741580034371,-1.1901368416284874,0.3009872898016344,-0.7768751738424269,,0.5738232781606069,,0.5738232781606069
DBREALTY,-1.8705714522496142,-1.4668328960779444,-2.1759405510453753,-1.591720269640048,-1.5997274060637736,-1.284062966817117,-1.7236983264135155,-0.7647637658567926,-1.3430631162877997,-1.6423486424146325,-1.4673142877644603,-0.34060420104525974,-2.1576567126116912,-1.3746047711758125,-1.1928961633871387,-0.452734869724333,-1.071460966053279,-1.022924192585141,,0.5729663871799435,,0.5729663871799435
SOBHA,-0.967010053257624,-1.1981071083935886,-2.2110560161940214,-1.9820085114982449,-0.8011728002386677,-1.060784111345391,-1.748331626129682,-0.9538808878728654,-1.1410423563966516,-0.7930719204166314,-0.8001777673245688,-1.383683336671038,-2.84388274096768,-0.6231764047551475,-0.6380434714083064,-1.2052160068721134,-1.4285246073017555,-0.9737401225843306,,0.5713639865930357,,0.5713639865930357
DBL,-0.5884938940768818,-0.7987893992204977,-1.059749620879872,-1.5557356898870083,-0.4666456473188801,-0.7289990532679528,-0.9406967170985483,-0.7473271653395644,-0.7209171457562364,-0.31911797406870285,-0.5797491271536808,-0.5698376613846063,-1.2836189937141798,-0.2038284696969558,-0.45471454151041124,-0.6181047338286393,-0.6166733631322218,-0.473330277042057,,0.569868310086933,,0.569868310086933
ROUTE,-1.751789276682619,-1.0190083254668216,-0.39358255651883617,-0.35173486161724526,-1.494749422835662,-0.9119745325816344,-0.4733842982545996,-0.16391944989505314,-0.7610069258917372,-1.83731822983626,-1.4164672938375917,-1.18385651186023,-0.8865735081476731,-1.547111181375396,-1.1506070807256892,-1.0610601981414005,-0.41007888702747547,-1.0422143368174903,,0.5683399448701467,,0.5683399448701467
WHIRLPOOL,-1.6876480609341995,-1.6526522830881785,-1.079423480392743,0.05310258210157771,-1.4380623362511051,-1.4384565604265114,-0.9544978180067328,0.03224759801787052,-0.9496922791666197,-1.9821472444634773,-1.4618823515432502,-0.13178504809779742,-3.2388009651446326,-1.6752539021785933,-1.1883784607241088,-0.3020919622963424,-1.6340122065667217,-1.1999341329414417,,0.5660774711344301,,0.5660774711344301
JWL,-1.0300019485952563,-0.6855852605511906,-1.2196092897075328,-4.341418742848413,-0.856844133927376,-0.6349400099042595,-1.0528373684636838,-2.0971509758565547,-1.1604431220379685,-0.9870716572736166,-0.9949529945736981,-1.570625439759586,-3.3594916693807675,-0.7948247045101787,-0.8000366405106497,-1.3400767298109106,-1.6968111394819296,-1.157937303578417,,0.5641139433720005,,0.5641139433720005
JSLL,-0.13636444926082686,-0.5870457806339479,-1.0569585248431252,-1.7626193376348795,-0.067060128294058,-0.5530655367310919,-0.9387387790527685,-0.8475742029341014,-0.6016096617530049,0.1579355563623649,-0.49298370418475557,-0.6014703715841003,-1.164087437794691,0.21826193473999997,-0.38255235726475395,-0.6409246876835318,-0.55447756927264,-0.33992316987023147,,0.5637072108542865,,0.5637072108542865
HEMIPROP,-0.2592830021415126,-1.0895537105845234,-1.1771690023052126,-3.2736461486689943,-0.17569378246933845,-0.9705892750803856,-1.0230657474643274,-1.5797536824679004,-0.9372756218704879,-0.09870805408767773,-0.9616235580237511,-0.2247024040772994,-0.6104753563170308,-0.008812803042853104,-0.7723167855405125,-0.36912288574231295,-0.2664168757353567,-0.3541673375152588,,0.5632244431567803,,0.5632244431567803
KNRCON,-1.7020449502038417,-1.1263721927335912,-0.7260466697571617,-1.2596778977775105,-1.450786100511788,-1.001181011829172,-0.7066059888003948,-0.6038701210596508,-0.9406108055502513,-1.4909717900021167,-1.3996092029025302,0.07092602245603497,0.6984991869256014,-1.2406686135302405,-1.1365863265766356,-0.15585544804444898,0.41468118437686075,-0.5296073009436161,,0.5625708082361732,,0.5625708082361732
SUNTECK,-0.4198370770075306,-1.0874802306748792,-1.6849272928790389,-0.2030584175819616,-0.317589171217994,-0.9688664623013873,-1.3792553095882305,-0.09187715347928672,-0.6893970241467247,-0.5448660139037358,-1.217649633346591,-1.6908197199878217,-2.4311002150200833,-0.4035672314009477,-0.9852518486906824,-1.4267853270551085,-1.2137416849580809,-1.0073365230262048,,0.5617468223909857,,0.5617468223909857
MSUMI,-0.37890086440302195,-0.8678030320039397,-0.9933257130464789,-0.4022114104693394,-0.2814103336128963,-0.7863410935411126,-0.8941007223408916,-0.18837824374126919,-0.5375575983090424,0.040212293860101674,-0.4259573029199118,-0.489508490898742,-0.23447954726883585,0.11410201072409715,-0.32680697676762566,-0.5601549738451099,-0.07077516713600139,-0.21090877675615996,,0.5606612030989455,,0.5606612030989455
DALBHARAT,-1.6068781867690682,-1.0491646285585878,-1.827964652091763,-0.442677837816868,-1.3666790798410429,-0.9370307986646531,-1.4795952061318438,-0.20798655743732367,-0.997822910518716,-1.523465633822802,-1.4659209713465895,-1.7671209938372114,-1.5064880398324056,-1.269418719765889,-1.1917373520471086,-1.4818293475431301,-0.7326387008492954,-1.1689060300513558,,0.5590083097936748,,0.5590083097936748
NTPCGREEN,-1.0053097833124627,-0.8301941685167965,-0.6358936943297425,-2.7061183345254696,-0.8350215523780016,-0.7550926448255575,-0.6433641876564498,-1.3047537840238885,-0.8845580422209742,-0.9356686612324222,-0.7659637422333696,-0.48607192466832555,-2.844637532171051,-0.749344040382835,-0.6095879104494103,-0.5576758222863972,-1.42891734742574,-0.8363812801360956,,0.5560772816671793,,0.5560772816671793
AWL,-1.3620178663755946,-2.0898603461887864,-0.9175945819161866,-0.8046909858448561,-1.15027504038987,-1.8017239519683206,-0.8409757632073592,-0.3834027686997327,-1.0440943810663208,-1.4064436998366228,-1.8942892191057314,-1.1164284227180776,-1.776910774843045,-1.1658793215780408,-1.5480081724043795,-1.0124173258410654,-0.8733476253862993,-1.1499131113024461,,0.5548171529603091,,0.5548171529603091
HAPPSTMNDS,-1.5840036511889652,-1.138705347468583,-0.5304826591323281,-0.7985563496893606,-1.3464628933550113,-1.0114283821962438,-0.5694189440887619,-0.3804301843123082,-0.8269351009880813,-1.3789616435509542,-0.9198095060122626,-0.24818599442743805,0.38610488317721814,-1.1415635760433722,-0.7375403363276596,-0.3860640344696179,0.2521332147684928,-0.5032586830180392,,0.5540994169425906,,0.5540994169425906
EIHOTEL,-0.7792368740573742,-0.919302766157141,-0.6803050529071005,-0.28873963050734075,-0.6352215574475714,-0.8291311874800367,-0.6745185039101925,-0.13339463379626063,-0.5680664706585153,-0.8319590776734076,-0.9915656773554753,-0.4362336094812309,-1.1447806122138626,-0.6575832268136373,-0.7972194329084068,-0.521722277819212,-0.5444316585114941,-0.6302391490131876,,0.5517884458526292,,0.5517884458526292
CHAMBLFERT,-1.298769861006215,-0.1608809588305239,-0.3786347446536046,-2.46969524226716,-1.094377360328156,-0.19897375240874907,-0.4628984929771116,-1.1901931849826368,-0.7366106976741633,-0.8008573886036837,-0.5208534957828708,0.38699479230765316,-0.49105338671031823,-0.6300648799600884,-0.405731464417975,0.07215772874310131,-0.2042781028663146,-0.29197917962531916,,0.5514952514770752,,0.5514952514770752
ERIS,-1.3029189241224244,-0.7581121031216055,-0.6684673015522942,-0.6134143228613904,-1.0980442428056547,-0.6952011055722397,-0.6662143884484143,-0.2907182137153315,-0.6875444876354101,-1.2527819382126597,-0.8240756178479571,-0.7065183523629227,-0.3443918071535422,-1.0299215076787354,-0.6579191434621563,-0.716706688618776,-0.1279657575691624,-0.6331282743322075,,0.548971304326985,,0.548971304326985
WEBELSOLAR,-1.4031815049190672,-1.5731762544143892,0.1607649951700313,-4.400690691805481,-1.1866548737781502,-1.372421525707159,-0.08451263359429312,-2.125871647403501,-1.1923651701207758,-1.0751857900299018,-1.1035570053612003,0.043199772155541834,-2.785082224592717,-0.8727868776401104,-0.8903618226868711,-0.17585726731431903,-1.397928964442748,-0.8342337330210121,,0.5477756654521413,,0.5477756654521413
JIOFIN,-1.8382908196424381,-1.5896828927652902,-1.0145423621355403,-1.0116531425931294,-1.5711982459246108,-1.3861365597216984,-0.908984081389995,-0.4836878484247159,-1.087501683865255,-1.6580073073934458,-1.239992728882645,-1.0345000892433946,-0.5855556952776771,-1.3884593426489087,-1.0038344420962202,-0.9533139237768812,-0.2534504411471696,-0.8997645374172949,,0.5475151351289923,,0.5475151351289923
ITCHOTELS,-1.5750832474941048,-1.385727950990994,-1.128440753598778,-0.40254909787650117,-1.3385791685032227,-1.2166744981920583,-0.988883157259459,-0.18854187273065265,-0.9331696741713481,-1.3814671984599358,-1.2663396433727987,-0.8246996457503093,-0.645289942763395,-1.143780456576497,-1.0257469832063348,-0.8019631097285554,-0.2845319318414039,-0.8140056203381978,,0.5447416457763811,,0.5447416457763811
RAILTEL,-1.881974391019611,-2.2281927240538035,-2.891884805720662,-3.2734613830258352,-1.6098051598112013,-1.9166615441902577,-2.2259291620532866,-1.5796641528768594,-1.8330150047329012,-1.9368025914902236,-2.6170738255152997,-2.7669248908103103,-4.664476306710063,-1.6351335766980555,-2.149142981098072,-2.2030915678518026,-2.375833133874128,-2.0908003148805143,,0.5433579933083386,,0.5433579933083386
TECHNOE,-1.1405953003801221,-0.8478948095097674,-1.2013880920418263,-1.285761988811599,-0.9545849521384733,-0.7697997516353761,-1.0400553016054817,-0.6165093648228905,-0.8452373425505555,-1.0478270743217304,-1.0329654798640164,0.10552229880740781,-2.127206423715512,-0.8485802621525297,-0.8316513537603933,-0.1308975666327555,-1.0556167826777436,-0.7166864913058555,,0.5409981813664332,,0.5409981813664332
BLS,-1.067622605356759,-0.6794962785636891,-0.57466216924798,-1.6961063986056168,-0.8900927308291232,-0.6298807971622572,-0.6004106199610727,-0.8153448548344604,-0.7339322506967283,-1.0004473152193911,-0.7096277591002766,-0.6386125285285008,-2.2400879920917123,-0.8066593027508433,-0.562733674563688,-0.6677191767487133,-1.114352391892111,-0.7878661364888389,,0.5374520341294013,,0.5374520341294013
SURYAROSNI,-1.1866753903753502,-1.0298998104875872,-0.5661314164326976,-2.9510792788403903,-0.9953098748095567,-0.9210240485613975,-0.5944263452258856,-1.4234514639094358,-0.9835529331265689,-0.8953233568268857,-0.5351276089278298,-0.5776434311963704,-0.7880522386130546,-0.7136470697760412,-0.4176031426448973,-0.6237358449722308,-0.3588153648251316,-0.5284503555545752,,0.5370681712804908,,0.5370681712804908
IREDA,-1.4384807678556606,-1.6148798522142216,-1.0784901774027615,-3.4982142939361736,-1.2178518561101699,-1.4070722068570345,-0.9538431112505817,-1.6885698772044222,-1.316834262855552,-1.466520528888061,-1.6951474060125626,-1.4442543944114556,-5.310832403293881,-1.2190344738912369,-1.3823833449591165,-1.2489121914184655,-2.7121512737474887,-1.6406203210040768,,0.5361196898764238,,0.5361196898764238
GODFRYPHLP,-0.6442682226957993,-0.7073737138951639,-0.6163846287637816,-1.5909989922341203,-0.515938199053745,-0.6530435978295678,-0.6296786887677305,-0.7644142654297882,-0.6407686877702079,-0.27157293665533666,-0.7185295305009721,0.5141868628219599,-0.33977629917047547,-0.16176127431818121,-0.5701372144295602,0.16391455771980862,-0.12556417264153522,-0.17338702591736702,,0.5355457372252227,,0.5355457372252227
RCF,-1.0240698492621065,-1.1050412286607805,-0.8547077010574485,-2.1408665802588223,-0.8516014296131109,-0.9834575425435224,-0.7968609728194018,-1.030856767622651,-0.9156941781496715,-0.7041336505301445,-0.6147442934358065,-0.5579913434198793,-0.6987678454547052,-0.5444850464239575,-0.48381977203366483,-0.6095587563388642,-0.3123580618222753,-0.4875554091546904,,0.5345675125605249,,0.5345675125605249
BAJAJELEC,-1.7911323075369208,-1.3133375680332284,-0.3932387468323299,0.990777058738592,-1.529520229258857,-1.1565267840733255,-0.4731431177087296,0.4866048637280394,-0.6681463168282182,-1.7640658094379456,-1.4159430796399135,-0.4417310228509678,-1.0859306322858964,-1.4822984469974074,-1.1501710955115032,-0.5256881321082534,-0.5138102783070427,-0.9179919882310517,,0.5338731681711377,,0.5338731681711377
IOC,0.2541725883157451,-0.7828943717554028,-1.3652586221118104,-0.9972258269535647,0.27809090455216545,-0.7157921944447618,-1.1550095493927028,-0.4766969834189408,-0.5173519556760601,0.40833868519419914,0.09410590894293808,-0.39009050884251695,-0.7056397865713858,0.4398151801910997,0.10572589208355426,-0.4884344747616682,-0.3159337354577473,-0.06470678448619037,,0.5324484343572323,,0.5324484343572323
PFC,-0.5716661584024322,-0.24910219401531636,-1.1410032867156445,-3.2487808610887217,-0.4517735358680917,-0.2722750034353143,-0.9976957030182035,-1.567705019144367,-0.8223623153664942,0.07916731397888371,0.13084443885013688,0.820843446633147,-2.4318044689308627,0.1485688769098036,0.13628106571565154,0.3851377487691234,-1.214108129038246,-0.13603010941091687,,0.531631784262316,,0.531631784262316
RAMCOCEM,-1.5279323127606586,-0.6316856976848708,-2.043593294136548,-0.950868816181285,-1.296907848610233,-0.5901559465252953,-1.630857476029014,-0.45423434293358667,-0.9930389035245324,-1.510287754796241,-0.8778625359100851,-1.2878402920829544,-0.7325478020460694,-1.2577591135935664,-0.7026533400855677,-1.1360744808688354,-0.3299347695006831,-0.8566054260121632,,0.531468839035687,,0.531468839035687
SIGNATURE,-1.0402562690739041,-1.024750637143697,-1.8379822389121794,-0.8156191044000475,-0.8659067553020453,-0.9167457039307745,-1.4866224864920912,-0.38869807126987554,-0.9144932542486967,-1.2433235154692706,-0.8977180825895358,-0.5116055694430122,-2.756594259009842,-1.0215528252847799,-0.7191670568260937,-0.5760958878397713,-1.3831058357614414,-0.9249804014280215,,0.5298785811173813,,0.5298785811173813
SHARDACROP,-0.6852834390932664,0.3114990889764493,-1.3859464424257755,-2.719541486085489,-0.552186859078011,0.19351733425208067,-1.1695219380542483,-1.311258073723548,-0.7098623841509317,-0.5778861133996677,0.2543385363172362,0.18669363867358776,-2.2898403992584013,-0.4327829614222567,0.23899022691992117,-0.07234026255086709,-1.1402400366764023,-0.3515932584324012,,0.526217115630649,,0.526217115630649
AVANTIFEED,0.5301381369022643,0.8232248300647159,-1.674061967651489,-3.796038648186609,0.5219852985785868,0.618699966593326,-1.371633345541595,-1.8328829225423389,-0.5159577507280053,0.7867160809863984,1.1536271542606176,1.1279701123538155,-3.5602314074584114,0.7745982974555654,0.9869221647529752,0.6067000586424256,-1.801261945571269,0.14173964381992432,,0.5248753788884637,,0.5248753788884637
AFCONS,-1.8096824272259,-2.2297736154661316,-1.663449219621879,-1.368924729854633,-1.5459145589997767,-1.9179750750880973,-1.364188562967339,-0.6568065005248183,-1.3712211743950078,-2.260588042035469,-3.2772336075094874,-2.804733079201261,-3.5914803100822827,-1.9216144914246525,-2.6981931694075225,-2.2303665344600185,-1.8175216712226403,-2.1669239666287083,,0.5242547604458773,,0.5242547604458773
INDIASHLTR,-0.8959704435237581,-0.7501281815052122,-0.29770324007887283,-1.7048112837661524,-0.7383890119844512,-0.6885674255817724,-0.40612550135559705,-0.8195628728336781,-0.6631612029388747,-0.9129127992929649,-0.6418177578879158,-0.3455469617886956,-2.778679044356567,-0.7292099666224795,-0.5063365795718597,-0.4563005955622281,-1.3945972009184653,-0.7716110856687581,,0.5231443068415691,,0.5231443068415691
UPL,-0.9782715575541536,-1.1080211214771527,-1.6259145905388952,-1.8165669415149444,-0.8111255562268556,-0.9859334755873935,-1.3378582334665796,-0.8737149227694886,-1.0021580470125793,-1.1048453694170108,-0.8977561963100772,-1.9129161836362991,-2.102843650284948,-0.8990292656748925,-0.7191987557359807,-1.5870065354128466,-1.0429401131365583,-1.0620436674900695,,0.5230684976312077,,0.5230684976312077
BLUESTARCO,-0.3558437982767821,-0.12348794680356256,-1.3710406416225398,-1.3846607755937383,-0.26103282924798693,-0.1679046503327429,-1.1590656032985704,-0.6644315206072171,-0.5631086508716294,-0.40901631311513326,-0.5211004274942229,-0.4966149512956414,-2.7265593165126143,-0.2833692840203105,-0.4059368357633907,-0.5652816005965371,-1.3674777693669893,-0.6555163724368069,,0.522592250015372,,0.522592250015372
SKFINDIA,-1.4022614381658387,-1.2437213282475756,-0.9099624762914255,-1.0444959854244698,-1.1858417319769656,-1.0986840497547141,-0.8356218843814817,-0.4996020965340556,-0.9049374406618043,-1.6387656013545298,-1.868408786529877,-1.3519873926287618,-1.8320306369190587,-1.371434545711164,-1.5264836009795968,-1.1823504358897203,-0.9020281152609347,-1.245574174460354,,0.5219724545226081,,0.5219724545226081
BIRLACORPN,-1.6243737613361586,-1.3495486363810951,-1.2615180814734839,-1.9739269118801936,-1.382141417727204,-1.186613832903998,-1.0822361482874188,-0.9499648876014369,-1.1502390716300144,-1.6207198566293102,-1.366814452475687,-1.3074471816577102,-0.8691254500453984,-1.3554679188998056,-1.1093111662464683,-1.1502189633526998,-0.4010001478055915,-1.0039995490761413,,0.519775482971061,,0.519775482971061
TCS,-1.3460179113258444,-1.543581125721996,-1.3233488859568108,0.055228590039340775,-1.136134509583412,-1.347831528152709,-1.1256101070854045,0.033277771257676086,-0.8940745933909623,-1.2121338959359629,-1.402611960717085,-1.8643719130719736,-0.2785168002795511,-0.9939566787660594,-1.1390836988620976,-1.5519865195112357,-0.09368904865730875,-0.9446789864491754,,0.5178988636406178,,0.5178988636406178
EIDPARRY,-2.227316957174588,-1.7632458299955829,-1.7503218159053688,0.16608637219031436,-1.9150139669804453,-1.5303465155693667,-1.425129196739785,0.08699474877577955,-1.1958737326284543,-2.3723734041909825,-1.9457905472498331,-1.9659336872946023,-2.30549502468899,-2.0205206428574214,-1.5908414601734227,-1.6252535581735907,-1.148385599985941,-1.596250315297594,,0.516919033189611,,0.516919033189611
PRSMJOHNSN,-0.8715663571434392,-0.8453386345882633,-1.009286764391645,-1.5937585339276197,-0.7168210304375436,-0.7676758772734211,-0.9052973093690362,-0.7657514222466916,-0.7888864098316731,-1.015405806110313,-1.1961634891943853,-1.0955762356145045,-3.108107782441451,-0.819894369818077,-0.9673819756469526,-0.9973744811250682,-1.5660086891044813,-1.0876648789236447,,0.5161212951909887,,0.5161212951909887
NFL,-1.4808532516179111,-1.327658012402661,-1.0568032299723422,-2.0281643286051336,-1.2553000495659137,-1.168425353452194,-0.9386298405813517,-0.9762460384446484,-1.084650320511027,-1.5177037653373902,-1.5045037561410888,-1.3050878651939413,-2.7610087498339135,-1.2643206977533017,-1.223826379332187,-1.148516943750435,-1.3854028255326942,-1.2555167115921546,,0.5156353290016467,,0.5156353290016467
UCOBANK,-0.6194806498545183,-0.9831111433114637,-1.2164606906545408,-1.3914853096614344,-0.49403129767248577,-0.882148285479057,-1.050628644078856,-0.6677384002504225,-0.7736366568702052,-0.4074485825437883,-0.9365573896654141,-0.8278308849129108,-0.8892148852746389,-0.28198217756643046,-0.7514694318653646,-0.8042219972139643,-0.4114532734481193,-0.5622817200234698,,0.5154173937535025,,0.5154173937535025
GHCL,-1.4066321011898426,-2.005287344008905,-1.5930362972860181,-0.9194063262006372,-1.1897044612748544,-1.73145394441433,-1.314794297151746,-0.43898895524711495,-1.1687354145220115,-1.5845451742619374,-2.2018355122161473,-2.2369773153142343,-3.444700098141203,-1.3234610573280534,-1.8037922337055177,-1.8207854315117658,-1.7411475979971394,-1.672296580135619,,0.515301589629191,,0.515301589629191
BAJAJHFL,-2.2331774245117058,-2.0282401099908274,-1.121195927567464,-0.6347854784292853,-1.9201933639639417,-1.7505249363072766,-0.9838009528727196,-0.3010737689222099,-1.238898255516537,-2.3624018532026705,-2.365736171723781,-1.497236651710381,-0.908403097812129,-2.0116979516476587,-1.9401072447394703,-1.287133787325504,-0.42143746634459106,-1.4150941125143062,,0.5147107278633511,,0.5147107278633511
JAINREC,,-0.9966759739241584,-0.9081288142038042,-2.1380849996996996,0.0,-0.8934190305756454,-0.8343355808228831,-1.0295089317065789,-0.6893158857762769,,-0.37498459338017637,-0.8172740655737532,-2.0424195260914733,0.0,-0.2844133373264379,-0.7966062687906099,-1.0114996592449146,-0.5231298163404906,,0.5131543523665081,,0.5131543523665081
ASHOKA,-2.0267144367001713,-2.635517361415188,-2.4233302386020092,-1.531124360702927,-1.7377243363657682,-2.2550993979563123,-1.8972407896693757,-0.7354015594793327,-1.6563665208676972,-2.312037620055979,-2.6305886721831464,-2.3470588218096844,-3.6006649490584444,-1.9671363706468117,-2.1603831828043005,-1.900198636471466,-1.8223007097622272,-1.9625047249212013,,0.5122328926856579,,0.5122328926856579
CROMPTON,-1.444011980841604,-0.5657266046605202,-1.0581773166752868,-2.461830995523953,-1.2227402628201647,-0.5353518619402733,-0.9395937546131423,-1.1863825046920429,-0.9710170960164057,-1.3700523270135496,-0.6859588542100576,0.19418693794478117,-2.135122974932148,-1.133680735270489,-0.5430484149621455,-0.06693456880818333,-1.0597359977566498,-0.7008499291993668,,0.5114302958352124,,0.5114302958352124
GMRP&UI,-0.6226554794396731,-1.0099030047598938,-1.284900965448372,-2.3460773889494067,-0.4968371665274009,-0.9044091046274934,-1.0986391088275549,-1.130293218388838,-0.9075446495928217,-0.7176531198304906,-0.8335174403273132,-0.7176423639199406,-2.0384558019770402,-0.5564468869738004,-0.6657718399633201,-0.7247315916008954,-1.0094372166870382,-0.7390968838062635,,0.5108795592406695,,0.5108795592406695
MARUTI,-0.07983474302355342,-0.7230538695598155,-1.1766121777440375,-0.6311723299080779,-0.017099984653487204,-0.6660719239927949,-1.0226751381915558,-0.29932299045526434,-0.5012925093232756,0.4172502410619072,-0.745842750357461,-1.0709661463821984,0.4803876992838112,0.4477000022926457,-0.5928534248297792,-0.979620671947662,0.30119134464857433,-0.2058956874590553,,0.5106384794126692,,0.5106384794126692
IGL,-1.166596474369983,-1.3169875971952245,-0.21842576476553294,-1.2046175159226855,-0.9775644168097474,-1.1595595199367188,-0.3505128018835017,-0.5771901962330305,-0.7662067337157495,-1.4630038619030905,-1.9680546940509067,-1.060461170669575,-1.5356316986268992,-1.2159229752956495,-1.609358392478436,-0.9720423437077799,-0.7478030060468049,-1.1362816793821675,,0.5105652414432109,,0.5105652414432109
HUDCO,-0.694981539687632,-0.9284727452568473,-0.3526273143085531,-3.7828447077071656,-0.5607579012960888,-0.8367503387930733,-0.4446544280380579,-1.8264896988068662,-0.9171630917335215,-0.39103546452898175,-0.710121816420714,-0.3456185502085787,-2.2377030190975757,-0.26746007642050423,-0.5631445785178828,-0.4563522397124755,-1.1131114201038421,-0.6000170786886762,,0.5073067669711587,,0.5073067669711587
CESC,-0.48552414984788284,-0.9917177513125753,-0.7289130132924228,-3.6687082489343603,-0.37564246413018665,-0.8892993430702963,-0.70861671253977,-1.7711840137125618,-0.9361856333632037,-0.07448833270298892,-0.3108142695064505,0.12120312642359031,-2.297166228444082,0.012616473427182064,-0.23104333605141658,-0.119585359732016,-1.1440518816605838,-0.3705160260042086,,0.5068324407030165,,0.5068324407030165
SAFARI,-0.8384008132246139,-1.2972023603702247,-1.0176460318628457,-1.1303807256508842,-0.6875097983722751,-1.1431203643514278,-0.9111612881075787,-0.5412181975454174,-0.8207524120941748,-1.0479076331691923,-1.4221228950449194,-1.5736356879392754,-0.22621468387357785,-0.8486515395131132,-1.155310803964488,-1.3422483339548195,-0.06647471495787277,-0.8531713480975733,,0.503782038730493,,0.503782038730493
SHAKTIPUMP,-1.4983801197143456,-1.4437891451283753,-1.861210090701955,-2.8176727224509093,-1.2707900442245068,-1.2649163773433938,-1.5029166928333193,-1.3588083071432113,-1.3493578553861079,-1.4155431954433724,-1.593649247729568,-2.036240464076796,-2.543316992503636,-1.1739304301765972,-1.2979680496952932,-1.6759731263591062,-1.2721313838644903,-1.3550007475238717,,0.5012276288296349,,0.5012276288296349
TTML,-1.4323126012836898,-1.3055580623145708,-1.368359030603798,-3.1851301633070874,-1.2124005189558396,-1.1500629491434309,-1.1571844683722006,-1.5368625917080032,-1.2641276320448687,-1.5050601752395492,-1.5538453765198432,-1.4227421414555168,-2.1879441844519514,-1.2531338230788591,-1.2648634535365757,-1.2333931727610898,-1.0872204309126967,-1.2096527200723053,,0.4994959063876663,,0.4994959063876663
WAAREEENER,-0.8197423382959462,-0.8207050616018744,-0.4329466902246537,-2.90948186428071,-0.671019705824517,-0.7472083366254778,-0.5009980148759795,-1.403295121798329,-0.8306302947810758,-0.8087617220961241,-0.8525412801335837,0.254986148460238,-3.1604322139054113,-0.637058525552888,-0.6815938320217422,-0.02307379400809004,-1.5932346339867203,-0.7337401963923601,,0.49843183235603344,,0.49843183235603344
VOLTAS,-0.23141756363591867,-0.13156690530300616,-1.3957435008053118,-2.137913614288278,-0.1510667075557768,-0.17461729455905045,-1.1763945189634948,-1.0294258856081127,-0.6328761016716087,-0.035779364343968736,0.12540191666082426,-0.3488238994288982,-1.5482591394502092,0.046865636398961026,0.1317545587783556,-0.45866459046697006,-0.7543734359251681,-0.2586044578037054,,0.49810199082931206,,0.49810199082931206
ZAGGLE,-1.679445033895687,-1.8040701979973837,-0.950782684260486,-0.6796913267908874,-1.4308126185997978,-1.564266662352992,-0.8642570288433765,-0.32283323767638755,-1.0455423868681384,-1.8444119605516074,-1.6545349273564909,-1.5917433639111935,-1.1480019392429175,-1.553387616776476,-1.348606235747053,-1.3553112782138645,-0.5461078099705142,-1.200853235176977,,0.49483426993316176,,0.49483426993316176
NBCC,-1.2197013284978089,-1.4724779775413948,-0.7710336440887321,-4.579498246232985,-1.0244977252741803,-1.2887533515362952,-0.7381640962422891,-2.212514201447822,-1.3159823436251465,-1.0313624205661207,-1.055866250844236,-0.8034959714376052,-0.5696413043720803,-0.8340125628917359,-0.8506977618604733,-0.7866667008429895,-0.2451697141997851,-0.6791366849487459,,0.4928101124802621,,0.4928101124802621
