Ticker,Entry Date,Entry Price,Exit Date,Exit Price,Return (%),Reason
IDBI,2021-10-08,47.319152017356316,2021-11-05,48.73872709785511,3.0000010988745225,ATR Trailing Stop
RVNL,2021-10-29,39.67602263419859,2021-11-05,32.37202995074921,-18.40908487927349,ATR Trailing Stop
SMLMAH,2021-07-23,587.5963199793337,2021-12-03,645.7644260687244,9.899331243503468,ATR Trailing Stop
TEJASNET,2021-08-06,268.3852844238281,2021-12-24,405.5422709616827,51.10451075300361,ATR Trailing Stop
NETWORK18,2021-10-22,80.0,2021-12-24,90.80000305175781,13.500003814697264,ATR Trailing Stop
HCC,2021-12-17,18.5,2021-12-24,14.399999618530273,-22.162164224160684,Hard Stop (20%)
ELGIEQUIP,2021-12-03,261.5062818403549,2022-02-04,315.7811850931666,20.75472255230395,ATR Trailing Stop
APOLLO,2022-01-07,16.743996275372563,2022-02-18,12.782247133303523,-23.660714425122443,ATR Trailing Stop
SHARDACROP,2022-02-04,561.2663268779255,2022-02-18,504.024555681818,-10.198682595928739,ATR Trailing Stop
GREAVESCOT,2022-01-21,225.3762391335962,2022-02-25,176.36661503468224,-21.745692574922472,Hard Stop (20%)
BORORENEW,2021-10-22,469.3999938964844,2022-03-04,545.0,16.105668318391054,ATR Trailing Stop
USHAMART,2022-03-25,108.6299956611965,2022-05-13,122.08858357482238,12.389384563359043,ATR Trailing Stop
GMDCLTD,2022-01-21,97.76430555447676,2022-05-20,157.59090319176568,61.194724698322545,ATR Trailing Stop
MRPL,2022-04-29,66.53115100055534,2022-06-24,88.22608706939924,32.60868892627878,ATR Trailing Stop
TATAINVEST,2022-09-23,271.69494645314956,2022-09-30,227.6513382977527,-16.210683610558668,ATR Trailing Stop
PCJEWELLER,2022-07-22,4.900000095367432,2022-11-25,7.900000095367432,61.22448860432199,ATR Trailing Stop
MAHSEAMLES,2021-10-22,235.06566995405376,2022-12-16,364.19326568043743,54.93256235656322,Trend MA Cross Down
SOUTHBANK,2022-09-23,9.96033453733221,2022-12-30,15.15703144043178,52.17391929580168,ATR Trailing Stop
GOKULAGRO,2022-10-28,69.101806640625,2022-12-30,54.68488311767578,-20.86330911422727,Hard Stop (20%)
OPTIEMUS,2022-12-16,365.59896598453923,2022-12-30,288.25689534011565,-21.15489315899605,Hard Stop (20%)
NFL,2022-12-23,74.63360841812626,2022-12-30,55.73901999077655,-25.31646107943078,Hard Stop (20%)
FACT,2022-12-23,277.7833566571173,2023-02-03,293.9798748727758,5.8306294554755205,ATR Trailing Stop
DATAMATICS,2023-05-12,435.3838451040846,2023-07-28,542.8847599160721,24.691066520000955,ATR Trailing Stop
SUBROS,2023-06-30,467.2935515962773,2023-08-18,397.68080508720004,-14.897005591299036,ATR Trailing Stop
RVNL,2024-01-26,327.96344147389067,2024-02-16,255.5546554223106,-22.078310230606778,Hard Stop (20%)
ITI,2023-09-22,196.85000610351562,2024-03-15,280.95001220703125,42.722887221700546,Trend MA Cross Down
ATGL,2023-12-15,1178.7880960542968,2024-03-15,1009.0053140221029,-14.403163944435818,ATR Trailing Stop
INDIAGLYCO,2024-01-12,465.28521524286873,2024-03-15,407.2714983701452,-12.46842043808369,ATR Trailing Stop
