Date,Ticker,Action,Reason,Entry Price,Exit Price,Peak Price,PnL %,Days Held
2024-04-26,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,SELL,TSL_EXIT,164.5318,313.8948,366.0981,90.78,42.0
2024-04-26,SIEMENS LIMITED,BUY,STREAK_7,3362.5229,,3362.5229,,
2024-05-03,BLUE JET HEALTHCARE LIMITED,SELL,TSL_EXIT,368.3438,369.5892,412.2322,0.34,42.0
2024-05-03,VOLTAS LIMITED,BUY,STREAK_6,1477.8273,,1477.8273,,
2024-05-10,VOLTAS LIMITED,SELL,TSL_EXIT,1477.8273,1275.7471,1477.8273,-13.67,7.0
2024-05-10,ZYDUS WELLNESS LIMITED,BUY,STREAK_6,340.492,,340.492,,
2024-05-17,FORCE MOTORS LIMITED,SELL,TSL_EXIT,9271.1533,8821.873,9903.6904,-4.85,28.0
2024-05-17,APAR INDUSTRIES LIMITED,BUY,STREAK_5,7893.2173,,7893.2173,,
2024-05-24,DELHIVERY LIMITED,SELL,TSL_EXIT,437.85,404.95,464.55,-7.51,70.0
2024-05-24,BLUE DART EXPRESS LIMITED,BUY,STREAK_6,7331.689,,7331.689,,
2024-05-31,SUNDARAM FINANCE LIMITED,SELL,TSL_EXIT,2227.5762,4228.9062,4786.8691,89.84,525.0
2024-05-31,REDINGTON LIMITED,SELL,TSL_EXIT,200.646,188.3819,212.5774,-6.11,91.0
2024-05-31,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,SELL,TSL_EXIT,566.4117,544.1644,627.5174,-3.93,77.0
2024-05-31,SUN PHARMACEUTICAL INDUSTRIES LIMITED,SELL,TSL_EXIT,1578.7207,1432.4175,1598.6888,-9.27,70.0
2024-05-31,Techno Electric & Engineering Company Limited,BUY,STREAK_5,1403.4739,,1403.4739,,
2024-05-31,HAVELLS INDIA LIMITED,BUY,STREAK_5,1889.3949,,1889.3949,,
2024-05-31,OBEROI REALTY LIMITED,BUY,STREAK_5,1803.0419,,1803.0419,,
2024-05-31,RHI Magnesita India Limited,BUY,STREAK_5,700.5486,,700.5486,,
2024-06-07,Techno Electric & Engineering Company Limited,SELL,TSL_EXIT,1403.4739,1217.693,1487.7803,-13.24,7.0
2024-06-07,BRIGADE ENTERPRISES LIMITED,BUY,STREAK_5,1383.6105,,1383.6105,,
2024-06-28,RHI Magnesita India Limited,SELL,TSL_EXIT,700.5486,631.2021,706.1459,-9.9,28.0
2024-06-28,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,BUY,STREAK_6,125.1513,,125.1513,,
2024-07-12,OBEROI REALTY LIMITED,SELL,TSL_EXIT,1803.0419,1683.9908,1917.24,-6.6,42.0
2024-07-12,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,BUY,STREAK_7,10072.7725,,10072.7725,,
2024-07-19,BLUE STAR LIMITED,SELL,TSL_EXIT,1268.6217,1632.2096,1828.7975,28.66,126.0
2024-07-19,Solar Industries India Limited,SELL,TSL_EXIT,9309.5234,10862.748,12354.7559,16.68,119.0
2024-07-19,SIEMENS LIMITED,SELL,TSL_EXIT,3362.5229,4006.9507,4612.5679,19.17,84.0
2024-07-19,APAR INDUSTRIES LIMITED,SELL,TSL_EXIT,7893.2173,7923.8955,8920.3359,0.39,63.0
2024-07-19,BRIGADE ENTERPRISES LIMITED,SELL,TSL_EXIT,1383.6105,1264.7037,1414.7812,-8.59,42.0
2024-07-19,ATUL LIMITED,BUY,STREAK_7,6925.0547,,6925.0547,,
2024-07-19,RAIL VIKAS NIGAM LIMITED,BUY,STREAK_5,606.2878,,606.2878,,
2024-07-19,COFORGE LIMITED,BUY,STREAK_5,1176.3909,,1176.3909,,
2024-07-19,KOTAK MAHINDRA BANK LIMITED,BUY,STREAK_5,363.9005,,363.9005,,
2024-07-19,BATA INDIA LTD,BUY,STREAK_5,1490.1627,,1490.1627,,
2024-07-26,Anand Rathi Wealth Ltd,SELL,TSL_EXIT,322.4729,1832.1121,2076.8896,468.14,784.0
2024-07-26,BLUE DART EXPRESS LIMITED,SELL,TSL_EXIT,7331.689,7860.686,8896.6465,7.22,63.0
2024-07-26,RAIL VIKAS NIGAM LIMITED,SELL,TSL_EXIT,606.2878,545.6343,616.512,-10.0,7.0
2024-07-26,TATA CONSUMER PRODUCTS LIMITED,BUY,STREAK_5,1204.7213,,1204.7213,,
2024-07-26,HDFC LIFE INSURANCE COMPANY LIMITED,BUY,STREAK_5,701.4112,,701.4112,,
2024-07-26,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,BUY,STREAK_5,1948.0477,,1948.0477,,
2024-08-09,KALPATARU PROJECTS INTERNATIONAL LIMITED,SELL,TSL_EXIT,1015.5403,1231.3235,1382.6405,21.25,147.0
2024-08-09,BATA INDIA LTD,SELL,TSL_EXIT,1490.1627,1421.7833,1596.3779,-4.59,21.0
2024-08-09,ETERNAL LIMITED,BUY,STREAK_6,267.09,,267.09,,
2024-08-09,CRISIL Limited,BUY,STREAK_6,4315.3462,,4315.3462,,
2024-08-30,ZYDUS LIFESCIENCES LIMITED,SELL,TSL_EXIT,963.2852,1115.1259,1286.1665,15.76,175.0
2024-08-30,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,BUY,STREAK_7,1031.2578,,1031.2578,,
2024-09-20,ZYDUS WELLNESS LIMITED,SELL,TSL_EXIT,340.492,414.89,478.131,21.85,133.0
2024-09-20,BAJAJ FINANCE LIMITED,BUY,STREAK_8,753.5949,,753.5949,,
2024-10-04,RELIANCE INDUSTRIES LIMITED,SELL,TSL_EXIT,1294.2705,1381.0094,1589.1381,6.7,273.0
2024-10-04,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,SELL,TSL_EXIT,10072.7725,10449.04,11717.3379,3.74,84.0
2024-10-04,SARDA ENERGY & MINERALS LIMITED,BUY,STREAK_7,478.9978,,478.9978,,
2024-10-04,Anant Raj Limited,BUY,STREAK_6,720.1831,,720.1831,,
2024-10-18,BAJAJ AUTO LIMITED.,SELL,TSL_EXIT,6164.4971,9815.1943,12353.3184,59.22,301.0
2024-10-18,HAVELLS INDIA LIMITED,SELL,TSL_EXIT,1889.3949,1832.3353,2062.8508,-3.02,140.0
2024-10-18,TATA CONSUMER PRODUCTS LIMITED,SELL,TSL_EXIT,1204.7213,1085.207,1213.7544,-9.92,84.0
2024-10-18,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,SELL,TSL_EXIT,1948.0477,2001.1727,2252.9346,2.73,84.0
2024-10-18,ETERNAL LIMITED,SELL,TSL_EXIT,267.09,257.45,297.0,-3.61,70.0
2024-10-18,BAJAJ FINANCE LIMITED,SELL,TSL_EXIT,753.5949,685.7238,772.0759,-9.01,28.0
2024-10-18,JM FINANCIAL LIMITED,BUY,STREAK_6,154.2495,,154.2495,,
2024-10-18,GRAPHITE INDIA LIMITED,BUY,STREAK_6,562.3632,,562.3632,,
2024-10-18,SIEMENS LIMITED,BUY,STREAK_5,4564.2808,,4564.2808,,
2024-10-18,VARUN BEVERAGES LIMITED,BUY,STREAK_5,586.343,,586.343,,
2024-10-18,NAVIN FLUORINE INTERNATIONAL LIMITED,BUY,STREAK_5,3362.3843,,3362.3843,,
2024-10-18,RHI Magnesita India Limited,BUY,STREAK_5,602.54,,602.54,,
2024-10-25,VEDANTA LIMITED,SELL,TSL_EXIT,231.4426,417.6424,473.3556,80.45,287.0
2024-10-25,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,SELL,TSL_EXIT,125.1513,125.285,142.0826,0.11,119.0
2024-10-25,Anant Raj Limited,SELL,TSL_EXIT,720.1831,659.8058,778.3132,-8.38,21.0
2024-10-25,JM FINANCIAL LIMITED,SELL,TSL_EXIT,154.2495,130.9211,154.2495,-15.12,7.0
2024-10-25,GRAPHITE INDIA LIMITED,SELL,TSL_EXIT,562.3632,484.9414,562.3632,-13.77,7.0
2024-10-25,SIEMENS LIMITED,SELL,TSL_EXIT,4564.2808,3963.8115,4564.2808,-13.16,7.0
2024-10-25,RHI Magnesita India Limited,SELL,52H_BREACH,602.54,563.4948,602.54,-6.48,7.0
2024-10-25,THE RAMCO CEMENTS LIMITED,BUY,STREAK_5,851.5806,,851.5806,,
2024-11-01,SARDA ENERGY & MINERALS LIMITED,SELL,TSL_EXIT,478.9978,454.3098,510.9177,-5.15,28.0
2024-11-01,POLY MEDICURE LIMITED,BUY,STREAK_5,3123.415,,3123.415,,
2024-11-01,GODFREY PHILLIPS INDIA LIMITED,BUY,STREAK_5,2195.7017,,2195.7017,,
2024-11-01,RADICO KHAITAN LIMITED,BUY,STREAK_5,2398.9209,,2398.9209,,
2024-11-01,SYRMA SGS TECHNOLOGY LIMITED,BUY,STREAK_5,508.0596,,508.0596,,
2024-11-08,TORRENT PHARMACEUTICALS LTD,SELL,TSL_EXIT,2403.1814,3147.4739,3499.0239,30.97,301.0
2024-11-08,POLY MEDICURE LIMITED,SELL,TSL_EXIT,3123.415,2776.125,3123.415,-11.12,7.0
2024-11-08,APOLLO HOSPITALS ENTERPRISE LIMITED,BUY,STREAK_5,7391.6309,,7391.6309,,
2024-11-08,OBEROI REALTY LIMITED,BUY,STREAK_5,2004.6965,,2004.6965,,
2024-11-08,3M INDIA LIMITED,BUY,STREAK_5,35319.0,,35319.0,,
2024-11-08,BHARAT ELECTRONICS LIMITED,BUY,STREAK_5,294.1723,,294.1723,,
2024-11-15,LUPIN LIMITED,SELL,TSL_EXIT,1052.8076,2003.3898,2276.0439,90.29,469.0
2024-11-15,PIDILITE INDUSTRIES LIMITED,SELL,TSL_EXIT,1417.052,1500.5521,1670.2625,5.89,245.0
2024-11-15,ULTRATECH CEMENT LIMITED,SELL,TSL_EXIT,9515.8428,10660.9238,11989.0049,12.03,245.0
2024-11-15,KOTAK MAHINDRA BANK LIMITED,SELL,TSL_EXIT,363.9005,341.1866,386.4944,-6.24,119.0
2024-11-15,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,SELL,TSL_EXIT,1031.2578,1185.6019,1359.7567,14.97,77.0
2024-11-15,GODFREY PHILLIPS INDIA LIMITED,SELL,TSL_EXIT,2195.7017,2003.8412,2329.0156,-8.74,14.0
2024-11-15,CARTRADE TECH LIMITED,BUY,STREAK_5,1183.6,,1183.6,,
2024-11-15,AAVAS FINANCIERS LIMITED,BUY,STREAK_5,1650.2,,1650.2,,
2024-11-22,3M INDIA LIMITED,SELL,TSL_EXIT,35319.0,30167.2949,35319.0,-14.59,14.0
2024-11-22,DIVI'S LABORATORIES LIMITED,BUY,STREAK_5,5971.1611,,5971.1611,,
2024-11-22,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,BUY,STREAK_5,595.25,,595.25,,
2024-11-22,BSE Limited,BUY,STREAK_5,1568.3701,,1568.3701,,
2024-11-22,SBFC FINANCE LIMITED,BUY,STREAK_5,84.27,,84.27,,
2024-11-22,Devyani International Limited,BUY,STREAK_5,167.83,,167.83,,
2024-11-22,SAMMAAN CAPITAL LIMITED,BUY,STREAK_5,155.79,,155.79,,
2024-11-29,HDFC LIFE INSURANCE COMPANY LIMITED,SELL,TSL_EXIT,701.4112,655.937,756.7084,-6.48,126.0
2024-11-29,Devyani International Limited,SELL,52H_BREACH,167.83,165.23,168.52,-1.55,7.0
2024-11-29,JUBILANT INGREVIA LIMITED,BUY,STREAK_5,776.5195,,776.5195,,
2024-11-29,CONCORD BIOTECH LIMITED,BUY,STREAK_5,2114.0188,,2114.0188,,
2024-12-13,ATUL LIMITED,SELL,TSL_EXIT,6925.0547,7187.2778,8009.5801,3.79,147.0
2024-12-13,INFO EDGE (INDIA) LIMITED,BUY,STREAK_6,1729.3278,,1729.3278,,
2024-12-20,SBFC FINANCE LIMITED,SELL,TSL_EXIT,84.27,84.54,94.16,0.32,28.0
2024-12-20,SAMMAAN CAPITAL LIMITED,SELL,52H_BREACH,155.79,151.87,167.87,-2.52,28.0
2024-12-20,SHREE CEMENT LIMITED,BUY,STREAK_7,26886.2207,,26886.2207,,
2024-12-20,KAYNES TECHNOLOGY INDIA LIMITED,BUY,STREAK_5,7303.6499,,7303.6499,,
2025-01-10,CRISIL Limited,SELL,TSL_EXIT,4315.3462,5562.5073,6520.4727,28.9,154.0
2025-01-10,THE RAMCO CEMENTS LIMITED,SELL,TSL_EXIT,851.5806,914.6718,1045.8455,7.41,77.0
2025-01-10,RADICO KHAITAN LIMITED,SELL,TSL_EXIT,2398.9209,2277.5969,2602.1262,-5.06,70.0
2025-01-10,BHARAT ELECTRONICS LIMITED,SELL,TSL_EXIT,294.1723,267.7437,312.4006,-8.98,63.0
2025-01-10,BSE Limited,SELL,TSL_EXIT,1568.3701,1701.8491,1924.4138,8.51,49.0
2025-01-10,JUBILANT INGREVIA LIMITED,SELL,TSL_EXIT,776.5195,725.2068,850.2971,-6.61,42.0
2025-01-10,INFO EDGE (INDIA) LIMITED,SELL,TSL_EXIT,1729.3278,1557.0984,1793.5337,-9.96,28.0
2025-01-10,KAYNES TECHNOLOGY INDIA LIMITED,SELL,TSL_EXIT,7303.6499,6672.3501,7597.5498,-8.64,21.0
2025-01-10,LLOYDS METALS AND ENERGY LIMITED,BUY,STREAK_7,1448.5675,,1448.5675,,
2025-01-10,MANAPPURAM FINANCE LIMITED,BUY,STREAK_6,178.0784,,178.0784,,
2025-01-10,ALLIED BLENDERS AND DISTILLERS LIMITED,BUY,STREAK_6,411.1708,,411.1708,,
2025-01-10,SBI LIFE INSURANCE COMPANY LIMITED,BUY,STREAK_5,1473.4436,,1473.4436,,
2025-01-17,COFORGE LIMITED,SELL,TSL_EXIT,1176.3909,1708.5167,1941.1021,45.23,182.0
2025-01-17,VARUN BEVERAGES LIMITED,SELL,TSL_EXIT,586.343,554.0754,649.5336,-5.5,91.0
2025-01-17,SYRMA SGS TECHNOLOGY LIMITED,SELL,TSL_EXIT,508.0596,531.3664,626.4404,4.59,77.0
2025-01-17,OBEROI REALTY LIMITED,SELL,TSL_EXIT,2004.6965,1976.9639,2308.7109,-1.38,70.0
2025-01-17,CARTRADE TECH LIMITED,SELL,TSL_EXIT,1183.6,1472.25,1666.35,24.39,63.0
2025-01-17,COROMANDEL INTERNATIONAL LIMITED,BUY,STREAK_5,1854.4789,,1854.4789,,
2025-01-17,BIOCON LIMITED,BUY,STREAK_5,393.1743,,393.1743,,
2025-01-17,DABUR INDIA LIMITED,BUY,STREAK_5,518.0914,,518.0914,,
2025-01-24,SBI LIFE INSURANCE COMPANY LIMITED,SELL,52H_BREACH,1473.4436,1435.668,1535.4392,-2.56,14.0
2025-01-24,AU SMALL FINANCE BANK LIMITED,BUY,STREAK_5,593.9176,,593.9176,,
2025-01-24,BERGER PAINTS INDIA LIMITED,BUY,STREAK_5,476.8994,,476.8994,,
2025-01-31,DIVI'S LABORATORIES LIMITED,SELL,TSL_EXIT,5971.1611,5552.418,6228.1406,-7.01,70.0
2025-01-31,LLOYDS METALS AND ENERGY LIMITED,SELL,TSL_EXIT,1448.5675,1238.1747,1448.5675,-14.52,21.0
2025-01-31,BLUE JET HEALTHCARE LIMITED,BUY,STREAK_5,749.1321,,749.1321,,
2025-01-31,J. K. CEMENT LIMITED.,BUY,STREAK_5,4823.2393,,4823.2393,,
2025-01-31,DCM SHRIRAM LIMITED,BUY,STREAK_5,1159.2729,,1159.2729,,
2025-01-31,L&T Finance Limited,BUY,STREAK_5,143.1747,,143.1747,,
2025-01-31,NESTLE INDIA LIMITED,BUY,STREAK_5,1138.2828,,1138.2828,,
2025-02-14,APOLLO HOSPITALS ENTERPRISE LIMITED,SELL,TSL_EXIT,7391.6309,6254.1812,7406.9199,-15.39,98.0
2025-02-14,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,SELL,TSL_EXIT,595.25,581.35,660.9,-2.34,84.0
2025-02-14,CONCORD BIOTECH LIMITED,SELL,TSL_EXIT,2114.0188,1681.5765,2330.7368,-20.46,77.0
2025-02-14,MANAPPURAM FINANCE LIMITED,SELL,TSL_EXIT,178.0784,175.9354,206.0464,-1.2,35.0
2025-02-14,ALLIED BLENDERS AND DISTILLERS LIMITED,SELL,TSL_EXIT,411.1708,324.3449,411.1708,-21.12,35.0
2025-02-14,BIOCON LIMITED,SELL,TSL_EXIT,393.1743,348.8835,401.0138,-11.26,28.0
2025-02-14,AU SMALL FINANCE BANK LIMITED,SELL,TSL_EXIT,593.9176,534.2411,608.15,-10.05,21.0
2025-02-14,BLUE JET HEALTHCARE LIMITED,SELL,TSL_EXIT,749.1321,721.9299,829.6904,-3.63,14.0
2025-02-14,L&T Finance Limited,SELL,TSL_EXIT,143.1747,134.799,150.4481,-5.85,14.0
2025-02-14,MUTHOOT FINANCE LIMITED,BUY,STREAK_5,2208.96,,2208.96,,
2025-02-14,SRF LIMITED,BUY,STREAK_5,2743.584,,2743.584,,
2025-02-14,SUNDARAM FINANCE LIMITED,BUY,STREAK_5,4533.0049,,4533.0049,,
2025-02-21,DCM SHRIRAM LIMITED,SELL,TSL_EXIT,1159.2729,1004.2075,1159.2729,-13.38,21.0
2025-02-21,TATA STEEL LIMITED,BUY,STREAK_6,137.5522,,137.5522,,
2025-02-21,UPL LIMITED,BUY,STREAK_5,640.4887,,640.4887,,
2025-02-21,GODREJ INDUSTRIES LIMITED,BUY,STREAK_5,1131.5,,1131.5,,
2025-02-21,PIDILITE INDUSTRIES LIMITED,BUY,STREAK_5,1388.3224,,1388.3224,,
2025-02-28,NAVIN FLUORINE INTERNATIONAL LIMITED,SELL,TSL_EXIT,3362.3843,3752.8328,4241.8057,11.61,133.0
2025-02-28,COROMANDEL INTERNATIONAL LIMITED,SELL,TSL_EXIT,1854.4789,1654.1222,1869.6012,-10.8,42.0
2025-02-28,DABUR INDIA LIMITED,SELL,52H_BREACH,518.0914,485.8369,532.8644,-6.23,42.0
2025-02-28,J. K. CEMENT LIMITED.,SELL,TSL_EXIT,4823.2393,4378.8091,4922.999,-9.21,28.0
2025-02-28,BAJAJ FINSERV LIMITED,BUY,STREAK_5,1871.3883,,1871.3883,,
2025-02-28,GABRIEL INDIA LIMITED,BUY,STREAK_5,461.9525,,461.9525,,
2025-03-07,WELSPUN CORP LIMITED,BUY,STREAK_5,790.9832,,790.9832,,
2025-03-14,NARAYANA HRUDAYALAYA Limited,BUY,STREAK_5,1538.5266,,1538.5266,,
2025-03-21,FORCE MOTORS LIMITED,BUY,STREAK_5,8441.4131,,8441.4131,,
2025-03-21,GENERAL INSURANCE CORPORATION OF INDIA,BUY,STREAK_5,433.3943,,433.3943,,
2025-03-28,COROMANDEL INTERNATIONAL LIMITED,BUY,STREAK_5,1966.847,,1966.847,,
2025-03-28,LAURUS LABS LIMITED,BUY,STREAK_5,612.0587,,612.0587,,
2025-03-28,BHARAT PETROLEUM CORPORATION LIMITED,BUY,STREAK_5,261.3741,,261.3741,,
2025-04-04,TATA STEEL LIMITED,SELL,TSL_EXIT,137.5522,137.1906,155.4156,-0.26,42.0
2025-04-04,GODREJ INDUSTRIES LIMITED,SELL,TSL_EXIT,1131.5,1079.4,1237.65,-4.6,42.0
2025-04-04,BHARAT DYNAMICS LIMITED,BUY,STREAK_5,1332.5654,,1332.5654,,
2025-04-04,SUMITOMO CHEMICAL INDIA LIMITED,BUY,STREAK_5,559.0126,,559.0126,,
2025-04-11,MUTHOOT FINANCE LIMITED,SELL,TSL_EXIT,2208.96,1975.9067,2367.2188,-10.55,56.0
2025-04-11,GABRIEL INDIA LIMITED,SELL,TSL_EXIT,461.9525,529.7667,594.8423,14.68,42.0
2025-04-11,WELSPUN CORP LIMITED,SELL,TSL_EXIT,790.9832,754.4304,874.6817,-4.62,35.0
2025-04-11,GENERAL INSURANCE CORPORATION OF INDIA,SELL,TSL_EXIT,433.3943,386.6829,433.3943,-10.78,21.0
2025-04-11,PATANJALI FOODS LIMITED,BUY,STREAK_5,626.2182,,626.2182,,
2025-04-11,Max Financial Services Limited,BUY,STREAK_5,1163.3,,1163.3,,
2025-04-11,MRF LIMITED,BUY,STREAK_5,117360.9453,,117360.9453,,
2025-04-18,GALLANTT ISPAT LIMITED,BUY,STREAK_5,466.9272,,466.9272,,
2025-05-02,AAVAS FINANCIERS LIMITED,SELL,TSL_EXIT,1650.2,1864.9,2220.5,13.01,168.0
2025-05-02,TVS MOTOR COMPANY LIMITED,BUY,STREAK_7,2710.5259,,2710.5259,,
2025-05-09,SUMITOMO CHEMICAL INDIA LIMITED,SELL,TSL_EXIT,559.0126,500.1823,564.1022,-10.52,35.0
2025-05-09,PATANJALI FOODS LIMITED,SELL,TSL_EXIT,626.2182,584.2402,664.2125,-6.7,28.0
2025-05-09,GALLANTT ISPAT LIMITED,SELL,TSL_EXIT,466.9272,414.9189,471.9684,-11.14,21.0
2025-05-09,GODFREY PHILLIPS INDIA LIMITED,BUY,STREAK_7,2701.2195,,2701.2195,,
2025-05-09,Solar Industries India Limited,BUY,STREAK_7,13478.9326,,13478.9326,,
2025-05-09,UNITED SPIRITS LIMITED,BUY,STREAK_6,1515.2089,,1515.2089,,
2025-06-06,GODFREY PHILLIPS INDIA LIMITED,SELL,TSL_EXIT,2701.2195,2699.9006,3025.458,-0.05,28.0
2025-06-06,LLOYDS METALS AND ENERGY LIMITED,BUY,STREAK_5,1458.9,,1458.9,,
2025-06-27,UNITED SPIRITS LIMITED,SELL,TSL_EXIT,1515.2089,1427.1383,1593.1859,-5.81,49.0
2025-06-27,HINDUSTAN COPPER LTD,BUY,STREAK_7,274.3034,,274.3034,,
2025-07-04,NARAYANA HRUDAYALAYA Limited,SELL,TSL_EXIT,1538.5266,2006.674,2257.8823,30.43,112.0
2025-07-04,FORCE MOTORS LIMITED,SELL,TSL_EXIT,8441.4131,14310.4062,16041.585,69.53,105.0
2025-07-04,COROMANDEL INTERNATIONAL LIMITED,SELL,TSL_EXIT,1966.847,2216.5107,2485.9214,12.69,98.0
2025-07-04,NAVIN FLUORINE INTERNATIONAL LIMITED,BUY,STREAK_5,4927.9272,,4927.9272,,
2025-07-04,REDINGTON LIMITED,BUY,STREAK_5,312.0,,312.0,,
2025-07-04,RBL BANK LIMITED,BUY,STREAK_5,252.9203,,252.9203,,
2025-07-11,Solar Industries India Limited,SELL,TSL_EXIT,13478.9326,15420.0,17587.4727,14.4,63.0
2025-07-11,L&T TECHNOLOGY SERVICES LIMITED,BUY,STREAK_6,4391.4741,,4391.4741,,
2025-07-18,BHARAT DYNAMICS LIMITED,SELL,TSL_EXIT,1332.5654,1664.9971,2007.5386,24.95,105.0
2025-07-18,DELHIVERY LIMITED,BUY,STREAK_6,425.45,,425.45,,
2025-07-25,HINDUSTAN COPPER LTD,SELL,52H_BREACH,274.3034,257.2588,281.8424,-6.21,28.0
2025-07-25,L&T TECHNOLOGY SERVICES LIMITED,SELL,52H_BREACH,4391.4741,4202.5923,4392.5693,-4.3,14.0
2025-07-25,E.I.D PARRY (INDIA) LIMITED,BUY,STREAK_5,1174.3,,1174.3,,
2025-07-25,THE RAMCO CEMENTS LIMITED,BUY,STREAK_5,1142.1293,,1142.1293,,
2025-08-01,SUNDARAM FINANCE LIMITED,SELL,TSL_EXIT,4533.0049,4554.7627,5313.2632,0.48,168.0
2025-08-01,Max Financial Services Limited,SELL,TSL_EXIT,1163.3,1472.5,1653.9,26.58,112.0
2025-08-01,REDINGTON LIMITED,SELL,TSL_EXIT,312.0,249.45,312.0,-20.05,28.0
2025-08-01,SYRMA SGS TECHNOLOGY LIMITED,BUY,STREAK_6,746.8176,,746.8176,,
2025-08-01,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,BUY,STREAK_6,756.45,,756.45,,
2025-08-01,ALLIED BLENDERS AND DISTILLERS LIMITED,BUY,STREAK_5,510.75,,510.75,,
2025-08-08,NESTLE INDIA LIMITED,SELL,TSL_EXIT,1138.2828,1090.6117,1229.6609,-4.19,189.0
2025-08-08,SRF LIMITED,SELL,TSL_EXIT,2743.584,2855.9282,3276.1519,4.09,175.0
2025-08-08,LLOYDS METALS AND ENERGY LIMITED,SELL,TSL_EXIT,1458.9,1400.3,1588.9,-4.02,63.0
2025-08-08,THE RAMCO CEMENTS LIMITED,SELL,TSL_EXIT,1142.1293,1071.8,1199.3306,-6.16,14.0
2025-08-08,Anand Rathi Wealth Ltd,BUY,STREAK_6,2582.7964,,2582.7964,,
2025-08-08,ADITYA BIRLA SUN LIFE AMC LIMITED,BUY,STREAK_6,848.85,,848.85,,
2025-08-08,HDFC ASSET MANAGEMENT COMPANY LIMITED,BUY,STREAK_5,2781.0,,2781.0,,
2025-08-08,ECLERX SERVICES LIMITED,BUY,STREAK_5,2054.136,,2054.136,,
2025-08-15,BERGER PAINTS INDIA LIMITED,SELL,TSL_EXIT,476.8994,533.45,596.149,11.86,203.0
2025-08-15,CRAFTSMAN AUTOMATION LIMITED,BUY,STREAK_6,7093.0,,7093.0,,
2025-08-29,BHARAT PETROLEUM CORPORATION LIMITED,SELL,TSL_EXIT,261.3741,293.6349,333.7689,12.34,154.0
2025-08-29,NUVOCO VISTAS CORPORATION LIMITED,BUY,STREAK_6,456.05,,456.05,,
2025-09-05,NAVIN FLUORINE INTERNATIONAL LIMITED,SELL,TSL_EXIT,4927.9272,4658.415,5184.0532,-5.47,63.0
2025-09-05,EICHER MOTORS LIMITED,BUY,STREAK_6,6580.5,,6580.5,,
2025-09-12,E.I.D PARRY (INDIA) LIMITED,SELL,TSL_EXIT,1174.3,1072.6,1236.2,-8.66,49.0
2025-09-12,POLYCAB INDIA LIMITED,BUY,STREAK_7,7254.5,,7254.5,,
2025-09-26,SHREE CEMENT LIMITED,SELL,TSL_EXIT,26886.2207,28828.3047,32253.5977,7.22,280.0
2025-09-26,UPL LIMITED,SELL,TSL_EXIT,640.4887,648.0,729.85,1.17,217.0
2025-09-26,LAURUS LABS LIMITED,SELL,TSL_EXIT,612.0587,831.6138,931.3315,35.87,182.0
2025-09-26,ADITYA BIRLA SUN LIFE AMC LIMITED,SELL,TSL_EXIT,848.85,777.5,895.8,-8.41,49.0
2025-09-26,NUVOCO VISTAS CORPORATION LIMITED,SELL,TSL_EXIT,456.05,419.9,470.6,-7.93,28.0
2025-09-26,INDEGENE LIMITED,BUY,STREAK_5,575.4,,575.4,,
2025-09-26,GRANULES INDIA LIMITED,BUY,STREAK_5,515.9,,515.9,,
2025-09-26,HINDUSTAN ZINC LIMITED,BUY,STREAK_5,449.1,,449.1,,
2025-09-26,JSW STEEL LIMITED,BUY,STREAK_5,1130.8,,1130.8,,
2025-10-03,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,SELL,TSL_EXIT,756.45,690.35,769.15,-8.74,63.0
2025-10-03,ECLERX SERVICES LIMITED,SELL,TSL_EXIT,2054.136,1964.0,2267.25,-4.39,56.0
2025-10-03,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,BUY,STREAK_5,613.1,,613.1,,
2025-10-03,THE CANARA BANK LIMITED,BUY,STREAK_5,125.9,,125.9,,
2025-10-03,MMTC LIMITED,BUY,STREAK_5,69.63,,69.63,,
2025-10-17,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,SELL,TSL_EXIT,613.1,567.1,630.3,-7.5,14.0
2025-10-17,HINDUSTAN PETROLEUM CORPORATION LIMITED,BUY,STREAK_7,443.9738,,443.9738,,
2025-11-07,DELHIVERY LIMITED,SELL,TSL_EXIT,425.45,429.55,484.85,0.96,112.0
2025-11-07,INDEGENE LIMITED,SELL,52H_BREACH,575.4,523.1,579.75,-9.09,42.0
2025-11-07,State Bank of India,BUY,STREAK_9,955.85,,955.85,,
2025-11-07,JK Tyre & Industries Limited,BUY,STREAK_7,458.5,,458.5,,
2025-11-21,Anand Rathi Wealth Ltd,SELL,TSL_EXIT,2582.7964,2855.8999,3226.0,10.57,105.0
