Date,Ticker,Action,Reason,Entry Price,Exit Price,Peak Price,PnL %,Days Held
2025-11-21,HINDUSTAN ZINC LIMITED,SELL,TSL_EXIT,449.1,458.3,513.2,2.05,56.0
2025-11-21,MMTC LIMITED,SELL,TSL_EXIT,69.63,62.42,71.72,-10.35,49.0
2025-11-21,GMR AIRPORTS LIMITED,BUY,STREAK_6,104.05,,104.05,,
2025-11-21,CHENNAI PETROLEUM CORPORATION LIMITED,BUY,STREAK_5,1017.1422,,1017.1422,,
2025-11-21,BANK OF INDIA LIMITED,BUY,STREAK_5,145.46,,145.46,,
2025-11-28,CHENNAI PETROLEUM CORPORATION LIMITED,SELL,TSL_EXIT,1017.1422,908.9493,1017.1422,-10.64,7.0
2025-11-28,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,BUY,STREAK_5,2014.7,,2014.7,,
2025-12-05,SYRMA SGS TECHNOLOGY LIMITED,SELL,TSL_EXIT,746.8176,743.25,903.1,-0.48,126.0
2025-12-05,HDFC ASSET MANAGEMENT COMPANY LIMITED,SELL,TSL_EXIT,2781.0,2577.5,2946.0,-7.32,119.0
2025-12-05,AU SMALL FINANCE BANK LIMITED,BUY,STREAK_5,960.7,,960.7,,
2025-12-05,GODREJ CONSUMER PRODUCTS LIMITED,BUY,STREAK_5,1131.0835,,1131.0835,,
2025-12-19,JSW STEEL LIMITED,SELL,TSL_EXIT,1130.8,1079.6,1210.0,-4.53,84.0
2025-12-19,KIRLOSKAR OIL ENGINES LIMITED,BUY,STREAK_6,1242.6121,,1242.6121,,
2025-12-26,ALLIED BLENDERS AND DISTILLERS LIMITED,SELL,TSL_EXIT,510.75,613.55,683.8,20.13,147.0
2025-12-26,C.E. INFO SYSTEMS LIMITED,BUY,STREAK_6,1678.2,,1678.2,,
2026-01-09,HINDUSTAN PETROLEUM CORPORATION LIMITED,SELL,TSL_EXIT,443.9738,448.75,499.05,1.08,84.0
2026-01-09,KIRLOSKAR OIL ENGINES LIMITED,SELL,TSL_EXIT,1242.6121,1154.8665,1309.594,-7.06,21.0
2026-01-09,HINDALCO INDUSTRIES LIMITED,BUY,STREAK_7,900.95,,900.95,,
2026-01-09,THE PHOENIX MILLS LIMITED,BUY,STREAK_7,1904.2,,1904.2,,
2026-01-16,MRF LIMITED,SELL,TSL_EXIT,117360.9453,142837.1719,162288.5781,21.71,280.0
2026-01-16,C.E. INFO SYSTEMS LIMITED,SELL,TSL_EXIT,1678.2,1473.7,1730.7,-12.19,21.0
2026-01-16,NATIONAL ALUMINIUM CO LTD,BUY,STREAK_7,357.1278,,357.1278,,
2026-01-16,LINDE INDIA LIMITED,BUY,STREAK_7,6101.0,,6101.0,,
2026-01-23,BAJAJ FINSERV LIMITED,SELL,TSL_EXIT,1871.3883,1949.0,2176.6001,4.15,329.0
2026-01-23,RBL BANK LIMITED,SELL,TSL_EXIT,252.9203,288.6,328.75,14.11,203.0
2026-01-23,CRAFTSMAN AUTOMATION LIMITED,SELL,TSL_EXIT,7093.0,7198.5,8021.5,1.49,161.0
2026-01-23,POLYCAB INDIA LIMITED,SELL,TSL_EXIT,7254.5,6722.0,7897.0,-7.34,133.0
2026-01-23,GMR AIRPORTS LIMITED,SELL,TSL_EXIT,104.05,91.21,108.35,-12.34,63.0
2026-01-23,APL Apollo Tubes Limited,BUY,STREAK_6,2000.1,,2000.1,,
2026-01-23,STEEL AUTHORITY OF INDIA LIMITED,BUY,STREAK_5,149.03,,149.03,,
2026-01-23,TECH MAHINDRA LIMITED,BUY,STREAK_5,1701.1,,1701.1,,
2026-01-23,JSW STEEL LIMITED,BUY,STREAK_5,1170.0,,1170.0,,
2026-01-23,REC LIMITED,BUY,STREAK_5,353.5733,,353.5733,,
2026-01-30,THE PHOENIX MILLS LIMITED,SELL,TSL_EXIT,1904.2,1670.7,1904.2,-12.26,21.0
2026-01-30,NATIONAL ALUMINIUM CO LTD,SELL,TSL_EXIT,357.1278,380.6829,423.5461,6.6,14.0
2026-01-30,UNION BANK OF INDIA LIMITED,BUY,STREAK_5,180.76,,180.76,,
2026-02-06,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,SELL,TSL_EXIT,2014.7,2380.3999,2686.0,18.15,70.0
2026-02-06,ITI LIMITED,BUY,STREAK_5,289.9,,289.9,,
2026-02-06,LG ELECTRONICS INDIA LIMITED,BUY,STREAK_5,1502.8,,1502.8,,
2026-02-13,THE CANARA BANK LIMITED,SELL,TSL_EXIT,125.9,141.77,157.74,12.61,133.0
2026-02-13,HINDALCO INDUSTRIES LIMITED,SELL,TSL_EXIT,900.95,909.0,1024.05,0.89,35.0
2026-02-13,TECH MAHINDRA LIMITED,SELL,TSL_EXIT,1701.1,1534.4,1768.4,-9.8,21.0
2026-02-13,THE FEDERAL BANK LTD,BUY,STREAK_5,288.3,,288.3,,
2026-02-13,BALRAMPUR CHINI MILLS LTD,BUY,STREAK_5,465.9,,465.9,,
2026-02-20,JK Tyre & Industries Limited,SELL,TSL_EXIT,458.5,538.3,604.9,17.4,105.0
2026-02-20,BALRAMPUR CHINI MILLS LTD,SELL,52H_BREACH,465.9,456.4,470.25,-2.04,7.0
2026-02-20,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,BUY,STREAK_5,187.2986,,187.2986,,
2026-02-20,HITACHI ENERGY INDIA LIMITED,BUY,STREAK_5,23871.0,,23871.0,,
2026-02-27,ITI LIMITED,SELL,52H_BREACH,289.9,270.3,296.0,-6.76,21.0
2026-02-27,INTERNATIONAL GEMOLOGICAL INSTITUTE LIMITED,BUY,STREAK_7,330.0,,330.0,,
2026-02-27,KEI INDUSTRIES LIMITED,BUY,STREAK_5,5080.3999,,5080.3999,,
2026-03-06,GODREJ CONSUMER PRODUCTS LIMITED,SELL,TSL_EXIT,1131.0835,1116.6,1248.5729,-1.28,91.0
2026-03-06,REC LIMITED,SELL,TSL_EXIT,353.5733,335.8948,373.8768,-5.0,42.0
2026-03-06,SAI LIFE SCIENCES LIMITED,BUY,STREAK_6,1037.0,,1037.0,,
2026-03-06,UNITED BREWERIES LIMITED,BUY,STREAK_6,1758.2,,1758.2,,
2026-03-13,PIDILITE INDUSTRIES LIMITED,SELL,TSL_EXIT,1388.3224,1340.0,1563.5,-3.48,385.0
2026-03-13,TVS MOTOR COMPANY LIMITED,SELL,TSL_EXIT,2710.5259,3312.9204,3940.427,22.22,315.0
2026-03-13,EICHER MOTORS LIMITED,SELL,TSL_EXIT,6580.5,6741.0,8190.0,2.44,189.0
2026-03-13,State Bank of India,SELL,TSL_EXIT,955.85,1047.0,1227.8,9.54,126.0
2026-03-13,BANK OF INDIA LIMITED,SELL,TSL_EXIT,145.46,150.2,177.2,3.26,112.0
2026-03-13,AU SMALL FINANCE BANK LIMITED,SELL,TSL_EXIT,960.7,884.35,1029.65,-7.95,98.0
2026-03-13,APL Apollo Tubes Limited,SELL,TSL_EXIT,2000.1,1933.2,2280.8,-3.34,49.0
2026-03-13,JSW STEEL LIMITED,SELL,TSL_EXIT,1170.0,1119.3,1280.6,-4.33,49.0
2026-03-13,UNION BANK OF INDIA LIMITED,SELL,TSL_EXIT,180.76,173.88,202.27,-3.81,42.0
2026-03-13,THE FEDERAL BANK LTD,SELL,TSL_EXIT,288.3,263.05,299.85,-8.76,28.0
2026-03-13,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,SELL,TSL_EXIT,187.2986,178.14,202.2824,-4.89,21.0
2026-03-13,KEI INDUSTRIES LIMITED,SELL,TSL_EXIT,5080.3999,4158.0,5206.0,-18.16,14.0
2026-03-13,UNITED BREWERIES LIMITED,SELL,52H_BREACH,1758.2,1642.7,1758.2,-6.57,7.0
2026-03-13,J B CHEMICALS AND PHARMACEUTICALS LIMITED,BUY,STREAK_6,2121.8,,2121.8,,
2026-03-13,AJANTA PHARMA LIMITED,BUY,STREAK_6,3030.6001,,3030.6001,,
2026-03-13,VARDHMAN TEXTILES LIMITED,BUY,STREAK_6,536.75,,536.75,,
2026-03-13,ZYDUS LIFESCIENCES LIMITED,BUY,STREAK_6,905.9,,905.9,,
2026-03-13,TORRENT PHARMACEUTICALS LTD,BUY,STREAK_5,4390.0,,4390.0,,
2026-03-13,POWER GRID CORPORATION OF INDIA LIMITED,BUY,STREAK_5,300.95,,300.95,,
2026-03-13,ASTRAL LIMITED,BUY,STREAK_5,1611.8,,1611.8,,
2026-03-13,BIOCON LIMITED,BUY,STREAK_5,383.55,,383.55,,
2026-03-13,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,BUY,STREAK_5,709.9,,709.9,,
2026-03-20,COAL INDIA LTD,BUY,STREAK_5,468.15,,468.15,,
2026-03-20,OIL INDIA LIMITED,BUY,STREAK_5,475.5,,475.5,,
2026-03-20,POWER FINANCE CORPORATION LIMITED,BUY,STREAK_5,409.6,,409.6,,
2026-03-27,STEEL AUTHORITY OF INDIA LIMITED,SELL,TSL_EXIT,149.03,146.47,165.71,-1.72,63.0
2026-03-27,CCL PRODUCTS (INDIA) LIMITED,BUY,STREAK_5,1058.7,,1058.7,,
2026-03-27,IPCA LABORATORIES LIMITED,BUY,STREAK_5,1586.0,,1586.0,,
2026-04-03,LG ELECTRONICS INDIA LIMITED,SELL,TSL_EXIT,1502.8,1318.8,1594.6,-12.24,56.0
2026-04-03,ADITYA INFOTECH LIMITED,BUY,STREAK_6,1799.6,,1799.6,,
