date,equity,regime
2020-06-19,1002853.2999415225,BUY
2020-06-22,1002908.2508072729,BUY
2020-06-23,1002963.2046840294,BUY
2020-06-24,1003018.1615719574,BUY
2020-06-25,1003073.1214712217,BUY
2020-06-26,1003128.0843819873,BUY
2020-06-29,1003183.0503044194,BUY
2020-06-30,1003238.0192386827,BUY
2020-07-01,1003292.9911849424,BUY
2020-07-02,1003347.9661433636,BUY
2020-07-03,1003402.9441141112,BUY
2020-07-06,1003457.9250973505,BUY
2020-07-07,1003512.9090932463,BUY
2020-07-08,1003567.8961019638,BUY
2020-07-09,1003622.8861236682,BUY
2020-07-10,1003677.8791585243,BUY
2020-07-13,1003632.8752066975,BUY
2020-07-14,993748.0622776136,BUY
2020-07-15,992314.6518330333,BUY
2020-07-16,990540.521283679,BUY
2020-07-17,1004965.9925186692,BUY
2020-07-20,1011146.2968164447,BUY
2020-07-21,1022276.0759048209,BUY
2020-07-22,1015876.2033759078,BUY
2020-07-23,1025253.0782241847,BUY
2020-07-24,1019423.1632164499,BUY
2020-07-27,1015689.0812403307,BUY
2020-07-28,1026585.3826548186,BUY
2020-07-29,1027449.3014868493,BUY
2020-07-30,1025709.6925023412,BUY
2020-07-31,1024320.1214745169,BUY
2020-08-03,1019018.2249592409,BUY
2020-08-04,1024256.0233193529,BUY
2020-08-05,1030732.5789814921,BUY
2020-08-06,1038520.3285773122,BUY
2020-08-07,1044266.6510911672,BUY
2020-08-10,1049588.140348234,BUY
2020-08-11,1044884.5527700465,BUY
2020-08-12,1037773.193585375,BUY
2020-08-13,1041730.4323653725,BUY
2020-08-14,1036407.1368963493,BUY
2020-08-17,1041180.1079382211,BUY
2020-08-18,1052498.640230963,BUY
2020-08-19,1059024.9308024338,BUY
2020-08-20,1055630.6190921203,BUY
2020-08-21,1064940.505682748,BUY
2020-08-24,1067719.7493498013,BUY
2020-08-25,1068626.4842294597,BUY
2020-08-26,1072242.2859170334,BUY
2020-08-27,1075264.5058128128,BUY
2020-08-28,1072439.7527356124,BUY
2020-08-31,1049703.8405899433,BUY
2020-09-01,1052218.6797500453,BUY
2020-09-02,1064391.8798924591,BUY
2020-09-03,1068558.2433259387,BUY
2020-09-04,1051013.0718408008,BUY
2020-09-07,1042291.2724937203,BUY
2020-09-08,1036974.7333975285,BUY
2020-09-09,1029024.0031879095,BUY
2020-09-10,1037737.5919857578,BUY
2020-09-11,1038661.4014273299,BUY
2020-09-14,1041169.0876796361,BUY
2020-09-15,1046362.5235430859,BUY
2020-09-16,1049128.206620243,BUY
2020-09-17,1049316.2789849488,BUY
2020-09-18,1053273.0845343696,BUY
2020-09-21,1024105.7200171062,BUY
2020-09-22,1009868.9479561594,BUY
2020-09-23,1009255.1492133789,BUY
2020-09-24,998816.6000236135,BUY
2020-09-25,1002710.824231921,BUY
2020-09-28,1003955.663847679,HOLD
2020-09-29,1004458.6775049359,HOLD
2020-09-30,1004149.2148840481,HOLD
2020-10-01,1005394.0616976,HOLD
2020-10-05,1009172.972742343,BUY
2020-10-06,1016008.9678043908,BUY
2020-10-07,1023985.9471846562,BUY
2020-10-08,1041495.4027886566,BUY
2020-10-09,1038377.3580107435,BUY
2020-10-12,1051267.2485862342,BUY
2020-10-13,1081957.4379146863,BUY
2020-10-14,1051814.8876269897,BUY
2020-10-15,1041840.3601640357,BUY
2020-10-16,1043128.1093018454,BUY
2020-10-19,1047070.0972511293,BUY
2020-10-20,1053962.974827805,BUY
2020-10-21,1062547.397049087,BUY
2020-10-22,1060082.3753610195,BUY
2020-10-23,1049433.9177142554,BUY
2020-10-26,1043007.1838341851,BUY
2020-10-27,1055765.088237443,BUY
2020-10-28,1042135.0980030462,BUY
2020-10-29,1038749.0982490819,BUY
2020-10-30,1035956.0576128784,BUY
2020-11-02,1050490.74864869,BUY
2020-11-03,1065903.7834076255,BUY
2020-11-04,1075496.7466473589,BUY
2020-11-05,1092348.2114621007,BUY
2020-11-06,1106789.7586023498,BUY
2020-11-09,1131094.4415491635,BUY
2020-11-10,1149075.2534218985,BUY
2020-11-11,1156922.874295597,BUY
2020-11-12,1149155.255983365,BUY
2020-11-13,1153423.5987128313,BUY
2020-11-14,1163317.9632447825,BUY
2020-11-17,1171468.7246252834,BUY
2020-11-18,1184604.6666589375,BUY
2020-11-19,1170771.9199240755,BUY
2020-11-20,1180300.916677749,BUY
2020-11-23,1181088.7848089514,BUY
2020-11-24,1197250.4885133666,BUY
2020-11-25,1179488.311666565,BUY
2020-11-26,1190326.3955472587,BUY
2020-11-27,1194736.3105028372,BUY
2020-12-01,1205338.3230807316,BUY
2020-12-02,1202570.6306053267,BUY
2020-12-03,1205027.8893604386,BUY
2020-12-04,1220227.0657001103,BUY
2020-12-07,1226627.2595372517,BUY
2020-12-08,1221911.0637043815,BUY
2020-12-09,1228597.4196444352,BUY
2020-12-10,1222696.4773374554,BUY
2020-12-11,1233508.997780416,BUY
2020-12-14,1247867.6736848068,BUY
2020-12-15,1249072.042914268,BUY
2020-12-16,1259306.5238878338,BUY
2020-12-17,1258652.3015693852,BUY
2020-12-18,1256340.8740822957,BUY
2020-12-21,1204513.5815820966,BUY
2020-12-22,1212603.7427151385,BUY
2020-12-23,1230432.8862753368,BUY
2020-12-24,1234886.260094907,BUY
2020-12-28,1242764.3889940612,BUY
2020-12-29,1243119.1877348565,BUY
2020-12-30,1249328.4894765501,BUY
2020-12-31,1248866.149197521,BUY
2021-01-01,1255696.2302872648,BUY
2021-01-04,1276315.4101300717,BUY
2021-01-05,1288845.965987459,BUY
2021-01-06,1284917.5139650137,BUY
2021-01-07,1283862.6182991397,BUY
2021-01-08,1307244.6070402511,BUY
2021-01-11,1326985.4360334692,BUY
2021-01-12,1333247.7216392118,BUY
2021-01-13,1327166.553446502,BUY
2021-01-14,1331723.9716595376,BUY
2021-01-15,1312918.9123789833,BUY
2021-01-18,1291347.8549244432,BUY
2021-01-19,1303193.9151062332,BUY
2021-01-20,1313926.1875953053,BUY
2021-01-21,1305240.5902344678,BUY
2021-01-22,1294758.0025475258,BUY
2021-01-25,1281377.8003851017,BUY
2021-01-27,1266243.9426758734,BUY
2021-01-28,1256308.377335257,BUY
2021-01-29,1250516.0998562945,BUY
2021-02-01,1282257.3595638887,HOLD
2021-02-02,1302585.9371541915,HOLD
2021-02-03,1326137.917898126,HOLD
2021-02-04,1338685.5795635844,HOLD
2021-02-05,1337809.3532409894,HOLD
2021-02-08,1354100.9147644173,BUY
2021-02-09,1352427.7472182147,BUY
2021-02-10,1348742.7069179679,BUY
2021-02-11,1347929.9622787281,BUY
2021-02-12,1349715.8252842124,BUY
2021-02-15,1373763.967254842,BUY
2021-02-16,1380465.1209998198,BUY
2021-02-17,1398341.6283307616,BUY
2021-02-18,1419827.1996579617,BUY
2021-02-19,1384745.5444327397,BUY
2021-02-22,1360995.3928836363,BUY
2021-02-23,1372124.7329980633,BUY
2021-02-24,1396661.8128186532,BUY
2021-02-25,1406539.8901475528,BUY
2021-02-26,1368326.7827213863,BUY
2021-03-01,1373354.7912970085,BUY
2021-03-02,1382089.8645699034,BUY
2021-03-03,1399432.7507693032,BUY
2021-03-04,1400522.5812200536,BUY
2021-03-05,1382365.245350234,BUY
2021-03-08,1390806.0907012573,BUY
2021-03-09,1385190.0704139364,BUY
2021-03-10,1388120.166544824,BUY
2021-03-12,1387452.4738132004,BUY
2021-03-15,1370113.765689635,BUY
2021-03-16,1366494.215882115,BUY
2021-03-17,1345067.707293692,BUY
2021-03-18,1336922.4410279263,BUY
2021-03-19,1331440.2577764173,BUY
2021-03-22,1328330.660353154,BUY
2021-03-23,1321198.0220677834,BUY
2021-03-24,1303261.85763976,BUY
2021-03-25,1285638.7367660655,BUY
2021-03-26,1284711.9970300037,BUY
2021-03-30,1308846.8504438736,HOLD
2021-03-31,1298702.5818545218,HOLD
2021-04-01,1309608.6792250108,HOLD
2021-04-05,1312376.054223402,BUY
2021-04-06,1315513.5605711509,BUY
2021-04-07,1325247.0070918188,BUY
2021-04-08,1339325.546076765,BUY
2021-04-09,1351441.7545846363,BUY
2021-04-12,1313581.44531583,BUY
2021-04-13,1295224.11270731,BUY
2021-04-15,1294279.6875865462,BUY
2021-04-16,1304395.064854224,BUY
2021-04-19,1294157.3598632345,BUY
2021-04-20,1291070.2382088006,BUY
2021-04-22,1290118.6189658106,BUY
2021-04-23,1289663.095027077,BUY
2021-04-26,1284682.9523219157,HOLD
2021-04-27,1286721.8256631182,HOLD
2021-04-28,1284471.4666637252,HOLD
2021-04-29,1286647.0831069355,HOLD
2021-04-30,1282674.4847972572,HOLD
2021-05-03,1289208.42645171,BUY
2021-05-04,1281877.198469265,BUY
2021-05-05,1289421.7068305432,BUY
2021-05-06,1289534.2723871057,BUY
2021-05-07,1299553.519675322,BUY
2021-05-10,1319770.9782973854,BUY
2021-05-11,1321064.1960166905,BUY
2021-05-12,1318963.893924535,BUY
2021-05-14,1312305.2660021763,BUY
2021-05-17,1315555.3418420637,BUY
2021-05-18,1324657.7364721003,BUY
2021-05-19,1332390.7904357798,BUY
2021-05-20,1334209.872274683,BUY
2021-05-21,1334426.4523333954,BUY
2021-05-24,1335577.3976733715,BUY
2021-05-25,1342110.2867261625,BUY
2021-05-26,1343456.4183924003,BUY
2021-05-27,1343444.3630153493,BUY
2021-05-28,1348528.511978595,BUY
2021-05-31,1350721.356182058,BUY
2021-06-01,1356243.6528269222,BUY
2021-06-02,1363398.918875677,BUY
2021-06-03,1370656.8367950555,BUY
2021-06-04,1372168.6500546683,BUY
2021-06-07,1387257.5746702594,BUY
2021-06-08,1395176.5189669018,BUY
2021-06-09,1390242.436860155,BUY
2021-06-10,1400646.746957075,BUY
2021-06-11,1401831.6501142122,BUY
2021-06-14,1401257.117537082,BUY
2021-06-15,1409958.154570946,BUY
2021-06-16,1401983.3477016713,BUY
2021-06-17,1393507.1173136113,BUY
2021-06-18,1387221.3651207245,BUY
2021-06-21,1391405.0332216364,BUY
2021-06-22,1399230.4809832464,BUY
2021-06-23,1391446.9199214918,BUY
2021-06-24,1404170.7469156887,BUY
2021-06-25,1407359.5866535227,BUY
2021-06-28,1410053.0088288113,BUY
2021-06-29,1406893.5223469767,BUY
2021-06-30,1410426.0296222477,BUY
2021-07-01,1411164.7761750405,BUY
2021-07-02,1409484.3712287731,BUY
2021-07-05,1416901.6993436536,BUY
2021-07-06,1402996.5608238631,BUY
2021-07-07,1411081.6051247988,BUY
2021-07-08,1403317.7273939755,BUY
2021-07-09,1402531.0029566118,BUY
2021-07-12,1402919.2092094962,BUY
2021-07-13,1399064.7263631641,BUY
2021-07-14,1412445.2901779315,BUY
2021-07-15,1419106.6293602998,BUY
2021-07-16,1415900.0979303706,BUY
2021-07-19,1413161.2629429689,BUY
2021-07-20,1407882.2289957819,BUY
2021-07-22,1420824.3522517965,BUY
2021-07-23,1427428.1134970586,BUY
2021-07-26,1434375.9237970302,BUY
2021-07-27,1422717.3873874259,BUY
2021-07-28,1419443.2350107012,BUY
2021-07-29,1425236.4175470872,BUY
2021-07-30,1438205.2020838796,BUY
2021-08-02,1447962.0035468978,BUY
2021-08-03,1452768.1540314078,BUY
2021-08-04,1449564.1652774345,BUY
2021-08-05,1451152.77511719,BUY
2021-08-06,1453646.8053452861,BUY
2021-08-09,1448994.9648162527,BUY
2021-08-10,1448842.7411668694,BUY
2021-08-11,1446738.8579997155,BUY
2021-08-12,1462091.533190815,BUY
2021-08-13,1472916.9870132091,BUY
2021-08-16,1472437.1544859456,BUY
2021-08-17,1485832.5266800825,BUY
2021-08-18,1499982.4812368131,BUY
2021-08-20,1491700.9145195754,BUY
2021-08-23,1500882.1587569586,BUY
2021-08-24,1497895.2495853507,BUY
2021-08-25,1505521.3342694184,BUY
2021-08-26,1505878.8789816054,BUY
2021-08-27,1513024.4776954805,BUY
2021-08-30,1521581.7992827834,BUY
2021-08-31,1534642.7167383712,BUY
2021-09-01,1530234.5820646405,BUY
2021-09-02,1550757.3701346412,BUY
2021-09-03,1557948.4917649815,BUY
2021-09-06,1571278.279723697,BUY
2021-09-07,1561176.5704814566,BUY
2021-09-08,1553689.9886039053,BUY
2021-09-09,1560528.9793814607,BUY
2021-09-13,1567700.3233411657,BUY
2021-09-14,1575527.9985518027,BUY
2021-09-15,1595883.3177637584,BUY
2021-09-16,1596194.779037511,BUY
2021-09-17,1586970.5931276106,BUY
2021-09-20,1577445.2149206004,BUY
2021-09-21,1586026.5110558902,BUY
2021-09-22,1591987.9003639081,BUY
2021-09-23,1605997.604107073,BUY
2021-09-24,1606946.585958136,BUY
2021-09-27,1596230.567658755,BUY
2021-09-28,1586850.9190406199,BUY
2021-09-29,1591267.680105595,BUY
2021-09-30,1582641.5152575404,BUY
2021-10-01,1579086.0279406132,BUY
2021-10-04,1593059.7723301454,BUY
2021-10-05,1608280.7915668506,BUY
2021-10-06,1593542.2486962238,BUY
2021-10-07,1598995.855100417,BUY
2021-10-08,1602808.752289242,BUY
2021-10-11,1612072.4591714358,BUY
2021-10-12,1610051.2815321332,BUY
2021-10-13,1624067.7105410623,BUY
2021-10-14,1635733.2683317887,BUY
2021-10-18,1650036.4555489854,BUY
2021-10-19,1630332.5612420929,BUY
2021-10-20,1606030.838113158,BUY
2021-10-21,1593389.086813544,BUY
2021-10-22,1589909.377004589,BUY
2021-10-25,1579105.9334663183,BUY
2021-10-26,1584074.2073659133,BUY
2021-10-27,1580246.2490219083,BUY
2021-10-28,1530616.443059134,BUY
2021-10-29,1521559.0081279934,BUY
2021-11-01,1536333.5986390654,BUY
2021-11-02,1550841.257548057,BUY
2021-11-03,1536518.3502340957,BUY
2021-11-04,1548074.5752507127,BUY
2021-11-08,1546355.0910163694,BUY
2021-11-09,1550075.1887995582,BUY
2021-11-10,1537544.0141238498,BUY
2021-11-11,1524873.4416646312,BUY
2021-11-12,1529915.8434098172,BUY
2021-11-15,1531981.378294399,BUY
2021-11-16,1523582.7222967842,BUY
2021-11-17,1519037.8481199369,BUY
2021-11-18,1511905.3005109602,BUY
2021-11-22,1492150.57558199,BUY
2021-11-23,1498339.887353843,BUY
2021-11-24,1497127.6695727834,BUY
2021-11-25,1230510.9209536705,BUY
2021-11-26,1202462.8422217816,BUY
2021-11-29,1194704.3808328805,HOLD
2021-11-30,1194603.4117238997,HOLD
2021-12-01,1190103.0111815417,HOLD
2021-12-02,1191969.3047382864,HOLD
2021-12-03,1189685.2165616658,HOLD
2021-12-06,1187486.82822009,HOLD
2021-12-07,1188585.5308204608,HOLD
2021-12-08,1193695.2892663372,HOLD
2021-12-09,1194711.6493037692,HOLD
2021-12-10,1195441.307760357,HOLD
2021-12-13,1196525.0452970206,BUY
2021-12-14,1189520.4156733435,BUY
2021-12-15,1182227.642826954,BUY
2021-12-16,1182007.9527994413,BUY
2021-12-17,1170871.891841107,BUY
2021-12-20,1146135.593050276,HOLD
2021-12-21,1149579.7706903112,HOLD
2021-12-22,1147930.375927951,HOLD
2021-12-23,1150622.5239659883,HOLD
2021-12-24,1151095.1378385362,HOLD
2021-12-27,1150472.1342586614,HOLD
2021-12-28,1152009.655272934,HOLD
2021-12-29,1152330.9498481313,HOLD
2021-12-30,1150276.1932144882,HOLD
2021-12-31,1154615.6959698694,HOLD
2022-01-03,1159605.997011768,BUY
2022-01-04,1159447.1038339396,BUY
2022-01-05,1158604.5502857051,BUY
2022-01-06,1147131.1589041923,BUY
2022-01-07,1146678.0549912357,BUY
2022-01-10,1152914.619888525,BUY
2022-01-11,1155639.7352852724,BUY
2022-01-12,1158743.9922078715,BUY
2022-01-13,1163295.383730584,BUY
2022-01-14,1165811.5941601777,BUY
2022-01-17,1168741.2830772856,BUY
2022-01-18,1150078.882195391,BUY
2022-01-19,1141499.264386802,BUY
2022-01-20,1130795.0655439342,BUY
2022-01-21,1119661.7998455772,BUY
2022-01-24,1109807.9213109205,BUY
2022-01-25,1122283.117353191,BUY
2022-01-27,1115314.4898127676,BUY
2022-01-28,1121323.8887530318,BUY
2022-01-31,1132325.2188274343,HOLD
2022-02-01,1134616.548704408,HOLD
2022-02-02,1140817.299223748,HOLD
2022-02-03,1137039.1414320855,HOLD
2022-02-04,1134087.7414397267,HOLD
2022-02-07,1131587.6292082896,HOLD
2022-02-08,1129228.1121717845,HOLD
2022-02-09,1134107.6176911602,HOLD
2022-02-10,1139122.9438363505,HOLD
2022-02-11,1134172.528647509,HOLD
2022-02-14,1119468.7312481625,HOLD
2022-02-15,1119880.186580917,HOLD
2022-02-16,1120872.0350399297,HOLD
2022-02-17,1122371.7278182034,HOLD
2022-02-18,1120389.080523007,HOLD
2022-02-21,1119059.3751616508,HOLD
2022-02-22,1119253.1974199994,HOLD
2022-02-23,1117560.7533624677,HOLD
2022-02-24,1107795.3943820284,HOLD
2022-02-25,1107856.0954995288,HOLD
2022-02-28,1107916.799943118,HOLD
2022-03-02,1107977.507712978,HOLD
2022-03-03,1108038.218809291,HOLD
2022-03-04,1108098.9332322394,HOLD
2022-03-07,1108159.6509820058,HOLD
2022-03-08,1108220.372058772,HOLD
2022-03-09,1108281.0964627205,HOLD
2022-03-10,1108341.8241940336,HOLD
2022-03-11,1108402.5552528936,HOLD
2022-03-14,1108463.289639483,HOLD
2022-03-15,1108524.0273539838,HOLD
2022-03-16,1108584.7683965787,HOLD
2022-03-17,1108645.51276745,HOLD
2022-03-21,1108606.2604667798,BUY
2022-03-22,1112696.9291821981,BUY
2022-03-23,1118911.3700445578,BUY
2022-03-24,1126630.9385485016,BUY
2022-03-25,1121156.09823836,BUY
2022-03-28,1120766.757020785,BUY
2022-03-29,1118646.1033325342,BUY
2022-03-30,1120568.5448722036,BUY
2022-03-31,1119434.7454258257,BUY
2022-04-01,1129146.4527210218,BUY
2022-04-04,1132886.8798145086,BUY
2022-04-05,1139083.633626147,BUY
2022-04-06,1140734.7435980889,BUY
2022-04-07,1133078.3331734643,BUY
2022-04-08,1135915.1382349879,BUY
2022-04-11,1132845.1052715082,BUY
2022-04-12,1115544.4431893164,BUY
2022-04-13,1115644.5301419548,BUY
2022-04-18,1101097.0566593087,BUY
2022-04-19,1093452.8128840248,BUY
2022-04-20,1094020.9158087615,BUY
2022-04-21,1101172.371638836,BUY
2022-04-22,1092432.1295829434,BUY
2022-04-25,1079933.022422018,BUY
2022-04-26,1093762.190496461,BUY
2022-04-27,1086063.9303985843,BUY
2022-04-28,1097707.9628191087,BUY
2022-04-29,1090223.9756781869,BUY
2022-05-02,1085641.919231977,HOLD
2022-05-04,1068075.3063947312,HOLD
2022-05-05,1065938.1363908867,HOLD
2022-05-06,1061630.2271149794,HOLD
2022-05-09,1058706.1652963532,HOLD
2022-05-10,1060990.243006415,HOLD
2022-05-11,1057997.5075315933,HOLD
2022-05-12,1054961.8816838101,HOLD
2022-05-13,1055019.6878143135,HOLD
2022-05-16,1055077.497112276,HOLD
2022-05-17,1055135.3095778713,HOLD
2022-05-18,1055193.1252112729,HOLD
2022-05-19,1055250.9440126545,HOLD
2022-05-20,1055308.7659821894,HOLD
2022-05-23,1055366.5911200515,HOLD
2022-05-24,1055424.4194264142,HOLD
2022-05-25,1055482.2509014513,HOLD
2022-05-26,1055540.0855453364,HOLD
2022-05-27,1055597.923358243,HOLD
2022-05-30,1055655.7643403448,HOLD
2022-05-31,1055713.6084918156,HOLD
2022-06-01,1055771.4558128288,HOLD
2022-06-02,1055829.3063035584,HOLD
2022-06-03,1055887.1599641778,HOLD
2022-06-06,1055945.0167948608,HOLD
2022-06-07,1056002.876795781,HOLD
2022-06-08,1056060.7399671124,HOLD
2022-06-09,1056118.6063090286,HOLD
2022-06-10,1056176.4758217032,HOLD
2022-06-13,1056234.34850531,HOLD
2022-06-14,1056292.2243600227,HOLD
2022-06-15,1056350.1033860152,HOLD
2022-06-16,1056407.9855834611,HOLD
2022-06-17,1056465.8709525343,HOLD
2022-06-20,1056523.7594934085,HOLD
2022-06-21,1056581.6512062575,HOLD
2022-06-22,1056639.5460912553,HOLD
2022-06-23,1056697.4441485754,HOLD
2022-06-24,1056755.345378392,HOLD
2022-06-27,1056813.2497808784,HOLD
2022-06-28,1056871.157356209,HOLD
2022-06-29,1056929.0681045572,HOLD
2022-06-30,1056986.9820260974,HOLD
2022-07-01,1057044.899121003,HOLD
2022-07-04,1057102.819389448,HOLD
2022-07-05,1057160.7428316064,HOLD
2022-07-06,1057218.669447652,HOLD
2022-07-07,1057276.599237759,HOLD
2022-07-08,1057334.5322021008,HOLD
2022-07-11,1057292.4683408516,BUY
2022-07-12,1048187.649246093,BUY
2022-07-13,1050669.6267889694,BUY
2022-07-14,1051574.0875451341,BUY
2022-07-15,1054560.2297777801,BUY
2022-07-18,1063983.3660554509,BUY
2022-07-19,1069026.611027876,BUY
2022-07-20,1075004.340563051,BUY
2022-07-21,1081678.9077639333,BUY
2022-07-22,1086163.2132349578,BUY
2022-07-25,1080303.5262842926,BUY
2022-07-26,1068428.263553452,BUY
2022-07-27,1075320.3524132306,BUY
2022-07-28,1085293.1704658375,BUY
2022-07-29,1093480.2881297842,BUY
2022-08-01,1111882.4299725238,BUY
2022-08-02,1118349.771130637,BUY
2022-08-03,1114095.5787281692,BUY
2022-08-04,1113691.9596993953,BUY
2022-08-05,1116848.598625525,BUY
2022-08-08,1124764.951827698,BUY
2022-08-10,1124201.2638055347,BUY
2022-08-11,1131079.0747548088,BUY
2022-08-12,1134701.147170824,BUY
2022-08-16,1146186.3999845749,BUY
2022-08-17,1153111.0650465623,BUY
2022-08-18,1159612.781884278,BUY
2022-08-19,1144770.3631921185,BUY
2022-08-22,1126817.0889267311,BUY
2022-08-23,1135440.8260700346,BUY
2022-08-24,1142483.415728832,BUY
2022-08-25,1142314.0249744107,BUY
2022-08-26,1144743.398437027,BUY
2022-08-29,1131008.845764617,BUY
2022-08-30,1153764.2512532095,BUY
2022-09-01,1151297.6173789767,BUY
2022-09-02,1151309.9820283041,BUY
2022-09-05,1156129.696528178,BUY
2022-09-06,1157594.6759002313,BUY
2022-09-07,1158335.656593045,BUY
2022-09-08,1165897.370021381,BUY
2022-09-09,1169058.7997016988,BUY
2022-09-12,1177087.188803194,BUY
2022-09-13,1182832.7279424102,BUY
2022-09-14,1187957.4245718257,BUY
2022-09-15,1189838.0596509087,BUY
2022-09-16,1168234.9829105318,BUY
2022-09-19,1169095.7832296249,BUY
2022-09-20,1182798.0679387215,BUY
2022-09-21,1174535.9326251515,BUY
2022-09-22,1173430.7429422012,BUY
2022-09-23,1152400.773075409,BUY
2022-09-26,1120577.259344786,BUY
2022-09-27,1120174.9434474416,BUY
2022-09-28,1120807.8727802834,BUY
2022-09-29,1119370.3196984353,BUY
2022-09-30,1122233.0075764512,BUY
2022-10-03,1117318.1066838305,HOLD
2022-10-04,1121109.863752,HOLD
2022-10-06,1121211.9128817385,HOLD
2022-10-07,1121287.4200134773,HOLD
2022-10-10,1118455.7383517867,BUY
2022-10-11,1102727.477756006,BUY
2022-10-12,1108161.2868446808,BUY
2022-10-13,1103927.1199822468,BUY
2022-10-14,1106592.5003023492,BUY
2022-10-17,1107911.3050278993,HOLD
2022-10-18,1114868.1210840095,HOLD
2022-10-19,1115892.470694001,HOLD
2022-10-20,1114524.8397238099,HOLD
2022-10-21,1113843.5544068364,HOLD
2022-10-24,1134955.4021499879,BUY
2022-10-25,1132698.7628900607,BUY
2022-10-27,1141045.4995170967,BUY
2022-10-28,1136135.509303423,BUY
2022-10-31,1144133.540958847,BUY
2022-11-01,1147344.2748829687,BUY
2022-11-02,1145317.3229307702,BUY
2022-11-03,1148843.0754346354,BUY
2022-11-04,1152581.1499921675,BUY
2022-11-07,1169600.5173651825,BUY
2022-11-09,1178752.099074553,BUY
2022-11-10,1167911.3052661298,BUY
2022-11-11,1179352.4556439219,BUY
2022-11-14,1173473.3700086593,BUY
2022-11-15,1179216.0529079428,BUY
2022-11-16,1179997.3515811097,BUY
2022-11-17,1181621.5820190664,BUY
2022-11-18,1181547.0258421805,BUY
2022-11-21,1181131.2134252735,BUY
2022-11-22,1192081.771479185,BUY
2022-11-23,1197956.0245846761,BUY
2022-11-24,1207865.1645097013,BUY
2022-11-25,1208837.0311877683,BUY
2022-11-28,1212390.592203698,BUY
2022-11-29,1213763.1008152387,BUY
2022-11-30,1214492.673506128,BUY
2022-12-01,1226804.084311838,BUY
2022-12-02,1231275.0645594236,BUY
2022-12-05,1239746.3204744358,BUY
2022-12-06,1238524.0907246906,BUY
2022-12-07,1238087.5184339667,BUY
2022-12-08,1252284.918622282,BUY
2022-12-09,1244722.839997582,BUY
2022-12-12,1256662.9088517479,BUY
2022-12-13,1270943.4600846835,BUY
2022-12-14,1279698.0574157753,BUY
2022-12-15,1260654.9550090504,BUY
2022-12-16,1243137.5868245785,BUY
2022-12-19,1248465.4323523531,BUY
2022-12-20,1240096.8859759183,BUY
2022-12-21,1235497.5101802154,BUY
2022-12-22,1226745.2918559834,BUY
2022-12-23,1222791.6956924773,BUY
2022-12-26,1222686.6049689357,HOLD
2022-12-27,1227666.485807829,HOLD
2022-12-28,1223737.8197455758,HOLD
2022-12-29,1223790.4111137218,HOLD
2022-12-30,1224907.3011340685,HOLD
2023-01-02,1226694.3061880765,HOLD
2023-01-03,1230688.742388822,HOLD
2023-01-04,1230977.855456009,HOLD
2023-01-05,1223895.7377359143,HOLD
2023-01-06,1223790.6729492631,HOLD
2023-01-09,1228061.049212814,HOLD
2023-01-10,1224684.2661564695,HOLD
2023-01-11,1226550.1281117757,HOLD
2023-01-12,1225065.4321912986,HOLD
2023-01-13,1225236.3103526467,HOLD
2023-01-16,1229546.1193937685,HOLD
2023-01-17,1228770.9626373143,HOLD
2023-01-18,1229414.8697919415,HOLD
2023-01-19,1223712.4235694786,HOLD
2023-01-20,1227115.6218230026,HOLD
