Ticker,Entry Date,Entry Price,Exit Date,Exit Price,Return (%),Reason
BANCOINDIA,2021-06-25,78.56740036937725,2021-06-29,65.49915594049736,-16.633163840779723,Close Below 10D Low
BRITANNIA,2021-06-25,3493.6633815107916,2021-07-05,3356.2675654553996,-3.932714776773283,Close Below 10D Low
AIAENG,2021-06-25,2046.5453645925613,2021-07-16,1987.695001751052,-2.875595325648973,Close Below 10D Low
BANKBARODA,2021-06-29,75.52623867790174,2021-07-19,69.90148977043498,-7.447410338352404,Close Below 10D Low
AAVAS,2021-06-29,2649.949951171875,2021-07-26,2695.0,1.7000339500073476,Close Below 10D Low
BEL,2021-06-25,53.41010693344488,2021-08-05,54.92362999125145,2.833776497943725,Close Below 10D Low
EMBDL,2021-06-25,122.0,2021-08-06,144.10000610351562,18.114759101242313,Close Below 10D Low
ACC,2021-07-16,2028.9022707594152,2021-08-11,2195.7589973120453,8.223990330011109,Close Below 10D Low
ASTRAL,2021-07-05,1523.1385818973229,2021-08-12,1482.4185766698056,-2.67342746822116,Close Below 10D Low
CGPOWER,2021-08-05,89.89373752682708,2021-08-12,76.06393548141142,-15.384611237560813,Close Below 10D Low
360ONE,2021-07-06,266.8195364555825,2021-08-24,340.111869370136,27.468877987033924,Close Below 10D Low
ANGELONE,2021-07-19,119.52631507957972,2021-08-24,95.77281815446139,-19.87302704789605,Close Below 10D Low
BHARTIARTL,2021-08-06,570.3324548648322,2021-08-27,564.8641987268874,-0.9587839673687943,Close Below 10D Low
AUBANK,2021-08-11,651.7406899059641,2021-09-01,583.0839746837929,-10.534360718229408,Close Below 10D Low
ALKEM,2021-08-12,3505.4206046083214,2021-09-08,3588.225434435601,2.3621938468217545,Close Below 10D Low
ADANIENT,2021-09-01,1591.347666699273,2021-09-20,1461.6370503935195,-8.150991704709979,Close Below 10D Low
ADANIENSOL,2021-08-24,1238.550048828125,2021-09-23,1482.800048828125,19.72064029476251,Close Below 10D Low
APOLLOHOSP,2021-07-05,3711.4721651065856,2021-09-28,4523.647803866134,21.88284332010408,Close Below 10D Low
BAJAJELEC,2021-09-20,1363.1426998947,2021-09-30,1255.9291532963068,-7.865174101484397,Close Below 10D Low
DYNAMATECH,2021-08-12,2153.52446390564,2021-10-13,2830.2037971433374,31.421947815279015,Close Below 10D Low
AJANTPHARM,2021-09-30,1468.2061071516052,2021-10-18,1400.7503947844439,-4.594430716408672,Close Below 10D Low
ABREL,2021-09-08,871.2553305745257,2021-10-20,891.3817785692596,2.310051633367001,Close Below 10D Low
ANANTRAJ,2021-09-28,74.05446611578414,2021-10-20,69.93756204193188,-5.559292085659595,Close Below 10D Low
CARBORUNIV,2021-07-05,653.6152482954903,2021-10-21,816.4855189669081,24.918370722860857,Close Below 10D Low
APLLTD,2021-09-23,781.4654149692602,2021-10-25,725.8812573458783,-7.112810952173533,Close Below 10D Low
COFORGE,2021-06-25,772.9226348570293,2021-10-26,967.282558484622,25.146103227206467,Close Below 10D Low
ADANIENT,2021-10-18,1669.223850448963,2021-10-29,1396.8816676814897,-16.31549793002435,Close Below 10D Low
AXISBANK,2021-10-26,844.8723871393199,2021-10-29,758.8316357553487,-10.183875422334415,Close Below 10D Low
ADANIPOWER,2021-10-20,24.440000534057617,2021-11-01,19.6299991607666,-19.680856252798296,Close Below 10D Low
AURIONPRO,2021-11-01,119.78025471291058,2021-11-16,105.78126067139712,-11.68723014913122,Close Below 10D Low
AARTIIND,2021-07-26,878.0874457059301,2021-11-23,897.7275631191811,2.2366926562150673,Close Below 10D Low
ABFRL,2021-10-13,273.95001220703125,2021-11-23,266.0,-2.90199374074976,Close Below 10D Low
BDL,2021-10-20,206.28725192413523,2021-11-23,186.6180003593124,-9.534884672396752,Close Below 10D Low
ATGL,2021-08-24,1180.2706285668992,2021-11-30,1553.7232200498536,31.64126789602531,Close Below 10D Low
ASIANPAINT,2021-11-23,3140.732085988878,2021-12-07,2927.6582851513426,-6.784208108296765,Close Below 10D Low
ELECON,2021-11-23,95.5570134255084,2021-12-17,92.5884975102991,-3.1065390271153728,Close Below 10D Low
ADANIENSOL,2021-10-25,1828.0,2021-12-20,1688.3499755859375,-7.6394980532856955,Close Below 10D Low
BEML,2021-11-30,758.2115870762473,2021-12-20,706.5990278192517,-6.807144619883704,Close Below 10D Low
ADANIENT,2021-11-16,1755.531118803736,2021-12-21,1617.4892642472269,-7.863253067856435,Close Below 10D Low
CLEAN,2021-12-07,2504.0588772962474,2021-12-21,2312.195606338244,-7.662091043369049,Close Below 10D Low
BORORENEW,2021-12-17,747.9000244140625,2021-12-29,603.0,-19.37425052600894,Close Below 10D Low
ADANIGREEN,2021-08-27,1050.0,2021-12-31,1325.0999755859375,26.19999767485119,Close Below 10D Low
BAJAJELEC,2021-12-20,1169.6014476346948,2022-01-07,1138.9225847304162,-2.623018547584812,Close Below 10D Low
CGPOWER,2021-10-21,138.6931953223085,2022-01-19,178.7996265060872,28.91737485070955,Close Below 10D Low
AJANTPHARM,2021-12-29,1434.7467618459093,2022-01-20,1370.192608935487,-4.499341251508982,Close Below 10D Low
LLOYDSENGG,2021-11-23,9.895403861999512,2022-01-24,19.55293846130371,97.59616417871754,Close Below 10D Low
ACUTAAS,2021-12-31,543.8399258374882,2022-01-24,495.1955357159106,-8.944615466888994,Close Below 10D Low
