Date,Equity,Nifty,Net_Return,Holdings,Cash_Wt,Regime_Score
2020-04-10,2002242.3679656426,2046427.8755383552,0.00112118398282135,0,1.0,0.3
2020-04-17,2004487.250038332,2013921.6437214867,0.00112118398282135,0,1.0,0.3
2020-04-24,2006734.6490368447,2153527.779457513,0.00112118398282135,0,1.0,0.3
2020-05-01,2008984.5677831175,2029657.4012483791,0.00112118398282135,0,1.0,0.3
2020-05-08,2011237.0091022511,2016770.474289976,0.00112118398282135,0,1.0,0.3
2020-05-15,2013491.9758225142,1993106.367539457,0.00112118398282135,0,1.0,0.29325842696629206
2020-05-22,2015749.4707753456,2102329.456504942,0.00112118398282135,0,1.0,0.3
2020-05-29,2018009.4967953595,2230513.3942069304,0.00112118398282135,0,1.0,0.3
2020-06-05,2020272.0567203478,2202844.7992044776,0.00112118398282135,0,1.0,0.21111111111111108
2020-06-12,2022537.1533912842,2258477.622570263,0.00112118398282135,0,1.0,0.19395122480241836
2020-06-19,2024804.7896523275,2300296.305254883,0.00112118398282135,0,1.0,0.20226324862370015
2020-06-26,2027074.9683508256,2337183.285964806,0.00112118398282135,0,1.0,0.18305874152461818
2020-07-03,2029347.6923373186,2368816.055579072,0.00112118398282135,0,1.0,0.1961852861035422
2020-07-10,2031622.9644655427,2390679.4864042243,0.00112118398282135,0,1.0,0.22025042863318225
2020-07-17,2033900.7875924334,2441918.122996916,0.00112118398282135,0,1.0,0.23899502230070171
2020-07-24,2036181.1645781298,2428426.4914367106,0.00112118398282135,0,1.0,0.27101054377443423
2020-07-31,2038464.0982859773,2472207.104607177,0.00112118398282135,0,1.0,0.2777370795550989
2020-08-07,2040749.5915825318,2476440.036819791,0.00112118398282135,0,1.0,0.283957637467461
2020-08-14,2043037.6473375633,2532650.6890272987,0.00112118398282135,0,1.0,0.2967933696639418
2020-08-21,2045328.2684240593,2591105.4672014937,0.00112118398282135,0,1.0,0.33533789479762105
2020-08-28,2047621.457718228,2520395.342430778,0.00112118398282135,0,1.0,0.39650643217716974
2020-09-04,2074943.6470352244,2538791.800205599,0.01334337907722593,13,0.3509940900798727,0.4182954573133601
2020-09-11,2180078.4180235453,2569188.2848561807,0.05066873557676712,13,0.35,0.4116376811594203
2020-09-18,2115327.472643485,2460771.4686930985,-0.02970120012415135,13,0.35,0.4478290446613427
2020-09-25,2166024.148994656,2542903.7914978527,0.023966348949184715,13,0.35,0.44893728711681025
2020-10-02,2168315.542429356,2620426.9214488715,0.0010578799113404752,13,0.35,0.44339740655987786
2020-10-09,2161507.481218378,2587127.85470964,-0.0031397926536790954,13,0.35,0.43560265528686576
2020-10-16,2190878.739466585,2628543.4009930585,0.013588321346753482,13,0.35,0.4374438768063056
2020-10-23,2214428.6755153737,2575141.26571392,0.010749082377111573,13,0.35,0.4076061923282238
2020-10-30,2225164.1670171567,2696579.387635805,0.004847973484304985,13,0.35,0.40263824546444976
2020-11-06,2283519.4533496243,2791638.951039083,0.02622516001176358,13,0.35,0.4227436831659705
2020-11-13,2293899.6432550116,2838228.081137918,0.0045456980408733645,13,0.35505787103421116,0.43593084545646205
2020-11-20,2408184.38637643,2880826.1608648603,0.049821160859177614,14,0.3025714484450548,0.45860043940728407
2020-11-27,2480795.534843504,2950649.385552934,0.030151822625314545,15,0.25628150383615644,0.5160426016379595
2020-12-04,2468004.8721337183,3002398.6615871466,-0.005155871384859109,16,0.21040874013526023,0.5618954510355118
2020-12-11,2486317.540069522,3051742.5570941917,0.007420029086073552,16,0.23575570399975054,0.5672523364485982
2020-12-18,2500189.4964845967,3043747.018470365,0.005579318084482128,16,0.20414421987387865,0.5763669724770643
2020-12-25,2576614.708254836,3110828.9156302693,0.030567767714286185,16,0.20716783035079178,0.568590717299578
2021-01-01,2660694.051337768,3205095.644111184,0.03263170966678194,16,0.2098138184254026,0.5845644171779142
2021-01-08,2671885.7230805303,3206600.686675669,0.004206297878230496,16,0.2197718271962822,0.5994369501466277
2021-01-15,2664460.3391555273,3185986.97869424,-0.00277907990632248,16,0.22467124037735298,0.5974277286135693
2021-01-22,2651045.4333459334,3037605.9072920643,-0.005034755298270132,16,0.2114934860088561,0.5884848484848485
2021-01-29,2921866.490854773,3300303.0241949013,0.10215632448329318,16,0.20563919229987737,0.5640000000000001
2021-02-05,3031349.824559011,3361767.8874980663,0.03747034097790303,16,0.21229361727102347,0.5958227360308285
2021-02-12,3105943.179834378,3343022.0448422036,0.02460730684101047,16,0.21682720133688482,0.5973333333333333
2021-02-19,3154198.8697715993,3273843.8383960524,0.015536565591581262,17,0.17167312187963069,0.615502824858757
2021-02-26,3340284.1326968363,3369951.556442453,0.058996046415650184,17,0.17764199405443304,0.612
2021-03-05,3418791.5133384382,3384706.3487264225,0.023503204375077434,17,0.2105343060563073,0.6278907103825137
2021-03-12,3433943.926056863,3309615.475062652,0.004432096154242628,17,0.19568402514792027,0.6306229508196721
2021-03-19,3461546.8949134774,3265109.2163700233,0.00803827012059293,17,0.19144531097733863,0.629781512605042
2021-03-26,3617783.4250427675,3353826.1003944,0.045134887630402964,17,0.18935693395633757,0.6306103286384976
2021-04-02,3722115.5121949837,3366833.968273163,0.028838676862195826,17,0.1887642423829251,0.627526170798898
2021-04-09,3611540.315738649,3305194.412529477,-0.02970762086615803,17,0.18293011388732328,0.6435652173913043
2021-04-16,3621778.4095531083,3253472.0122553445,0.00283482750278114,17,0.17813604375943048,0.6390610328638497
2021-04-23,3770953.5613460937,3323013.0414625765,0.041188370718514666,17,0.17333353226681392,0.6458559077809798
2021-04-30,3991706.519656136,3376428.6146217547,0.05854035450684293,17,0.18158733962439888,0.6465762711864406
2021-05-07,3853588.6661956264,3351985.110828913,-0.03460120446740852,17,0.18250355291234577,0.6493893557422968
2021-05-14,3961966.1977108107,3471770.3735058727,0.028123793404805014,17,0.18239621528730954,0.6448605724838412
2021-05-21,3998178.6915096594,3525306.887585411,0.00914003098253897,17,0.18052276856153882,0.6435652173913043
2021-05-28,4135645.7908214005,3599712.429367139,0.03438243008089138,17,0.1801470594229012,0.6364444444444444
2021-06-04,4225486.016919633,3645387.783623252,0.021723385087190752,18,0.14092037700323123,0.6523208556149732
2021-06-11,4148247.8142811656,3597737.061001253,-0.01827912867991791,18,0.14954151650800052,0.665973474801061
2021-06-18,4272247.85902443,3638816.66028367,0.02989214972074941,17,0.18530213199494427,0.6486291331546024
2021-06-25,4412045.709459315,3626736.0061276695,0.03272231739541625,17,0.19195981753250224,0.6432672028596962
2021-07-02,4459989.1807179535,3635739.3857544996,0.010866494686546237,17,0.19367781987696386,0.6405862377122431
2021-07-09,4505030.116869721,3693361.015366212,0.01009888910638943,17,0.1904648005270444,0.6373333333333333
2021-07-16,4442801.229178359,3678485.2821618826,-0.01381320126103869,17,0.1766971619931481,0.6449247311827957
2021-07-23,4502483.841169141,3672371.046743662,0.013433554397800633,17,0.17133631354715317,0.6439029649595687
2021-07-30,4485357.994213306,3750418.2540162425,-0.003803644290567369,18,0.13758199726658693,0.6554146341463414
2021-08-06,4510366.472199782,3780156.282544861,0.00557558126212866,18,0.13779486965627563,0.6608346883468834
2021-08-13,4444062.5799342375,3747542.5476876725,-0.014700333703307034,17,0.17974207624339156,0.6409265536723163
2021-08-20,4470038.712332229,3814342.249366735,0.00584513200045355,17,0.17945099956998478,0.620936170212766
