ticker,reason,entry_date,entry_price,exit_date,exit_price,shares,hold_weeks,pnl_pct,pnl_rs
YESBANK,atr_chandelier_stop,2022-04-15,15.65,2022-05-06,14.25,3942,4,-8.95,-5518.8
RCF,atr_chandelier_stop,2022-04-08,89.22,2022-05-13,83.29,678,6,-6.65,-4020.54
USHAMART,atr_chandelier_stop,2022-04-08,125.93,2022-05-13,122.09,480,6,-3.05,-1843.2
ASHAPURMIN,stop_loss_20pct,2022-04-15,165.46,2022-05-13,125.44,372,5,-24.19,-14887.44
SCHNEIDER,atr_chandelier_stop,2022-04-29,146.0,2022-05-13,121.0,437,3,-17.12,-10925.0
BDL,atr_chandelier_stop,2022-03-25,293.11,2022-05-20,330.45,205,9,12.74,7654.7
LINDEINDIA,atr_chandelier_stop,2022-03-25,3242.88,2022-05-20,3048.72,18,9,-5.99,-3494.88
GSFC,atr_chandelier_stop,2022-04-08,157.57,2022-05-20,126.26,384,7,-19.87,-12023.04
RENUKA,atr_chandelier_stop,2022-04-15,50.0,2022-05-20,45.2,1233,6,-9.6,-5918.4
BEL,atr_chandelier_stop,2022-04-15,77.07,2022-05-20,69.72,800,6,-9.54,-5880.0
SWANCORP,atr_chandelier_stop,2022-04-15,269.59,2022-05-20,268.04,228,6,-0.57,-353.4
CUPID,stop_loss_20pct,2022-04-29,3.04,2022-05-20,2.33,21011,4,-23.36,-14917.81
GOKULAGRO,stop_loss_20pct,2022-05-06,63.63,2022-05-20,49.99,992,3,-21.44,-13530.88
SPLPETRO,trend_reversal_23wma,2022-04-01,426.13,2022-06-03,345.46,140,10,-18.93,-11293.8
CHENNPETRO,atr_chandelier_stop,2022-04-29,200.24,2022-06-03,225.57,318,6,12.65,8054.94
GAEL,trend_reversal_23wma,2022-03-18,118.83,2022-06-24,121.55,504,15,2.29,1370.88
ADANIPOWER,atr_chandelier_stop,2022-04-08,41.4,2022-06-24,53.07,1462,12,28.19,17061.54
NHPC,trend_reversal_23wma,2022-04-29,31.31,2022-06-24,26.74,2040,9,-14.6,-9322.8
MRPL,atr_chandelier_stop,2022-04-29,66.53,2022-06-24,88.23,960,9,32.62,20832.0
SHRIRAMFIN,atr_chandelier_stop,2022-07-29,274.01,2022-09-09,245.72,212,7,-10.32,-5997.48
TIMKEN,atr_chandelier_stop,2022-06-10,2451.07,2022-09-23,2869.9,23,16,17.09,9633.09
RPOWER,stop_loss_20pct,2022-09-09,21.55,2022-09-30,16.5,2863,4,-23.43,-14458.15
TATAINVEST,atr_chandelier_stop,2022-09-16,178.82,2022-10-07,223.51,345,4,24.99,15418.05
TIMETECHNO,trend_reversal_23wma,2022-04-29,48.72,2022-10-21,50.75,1311,26,4.17,2661.33
JAYNECOIND,stop_loss_20pct,2022-09-23,33.2,2022-10-21,24.5,1889,5,-26.2,-16434.3
POWERMECH,atr_chandelier_stop,2022-08-19,552.95,2022-10-28,903.92,107,11,63.47,37553.79
TEJASNET,atr_chandelier_stop,2022-09-09,655.34,2022-11-18,631.93,94,11,-3.57,-2200.54
PCJEWELLER,atr_chandelier_stop,2022-07-22,4.9,2022-11-25,7.9,11836,19,61.22,35508.0
SIEMENS,trend_reversal_23wma,2022-07-15,1538.96,2022-12-02,1602.36,37,21,4.12,2345.8
IRFC,atr_chandelier_stop,2022-11-25,26.05,2022-12-16,29.37,2619,4,12.74,8695.08
AXISCADES,atr_chandelier_stop,2022-11-11,325.0,2022-12-23,289.95,205,7,-10.78,-7185.25
SAFARI,atr_chandelier_stop,2022-07-29,554.67,2022-12-30,780.87,105,23,40.78,23751.0
KIRLOSENG,atr_chandelier_stop,2022-09-02,208.25,2022-12-30,290.66,293,18,39.57,24146.13
ACE,trend_reversal_23wma,2022-09-09,290.97,2022-12-30,263.98,212,17,-9.28,-5721.88
REFEX,atr_chandelier_stop,2022-09-23,34.11,2022-12-30,44.82,1839,15,31.4,19695.69
SOUTHBANK,atr_chandelier_stop,2022-09-23,9.96,2022-12-30,15.16,6298,15,52.21,32749.6
TARIL,atr_chandelier_stop,2022-10-07,29.75,2022-12-30,24.49,2095,13,-17.68,-11019.7
MAZDOCK,atr_chandelier_stop,2022-10-14,303.21,2022-12-30,343.12,213,12,13.16,8500.83
COCHINSHIP,atr_chandelier_stop,2022-10-14,248.71,2022-12-30,238.39,260,12,-4.15,-2683.2
KTKBANK,atr_chandelier_stop,2022-11-11,130.07,2022-12-30,120.78,514,8,-7.14,-4775.06
RVNL,atr_chandelier_stop,2022-11-11,45.09,2022-12-30,59.19,1482,8,31.27,20896.2
BANKINDIA,atr_chandelier_stop,2022-11-11,61.28,2022-12-30,68.84,1091,8,12.34,8247.96
UCOBANK,atr_chandelier_stop,2022-11-11,14.58,2022-12-30,27.38,4586,8,87.79,58700.8
IOB,atr_chandelier_stop,2022-11-11,22.4,2022-12-30,26.8,2985,8,19.64,13134.0
IRCON,atr_chandelier_stop,2022-11-25,53.79,2022-12-30,46.16,1268,6,-14.18,-9674.84
CENTRALBK,atr_chandelier_stop,2022-12-16,31.81,2022-12-30,28.29,2359,3,-11.07,-8303.68
NFL,stop_loss_20pct,2022-12-23,74.63,2022-12-30,55.74,1056,2,-25.31,-19947.84
JKLAKSHMI,atr_chandelier_stop,2022-09-23,582.29,2023-02-03,687.36,107,20,18.04,11242.49
SKIPPER,atr_chandelier_stop,2022-12-09,110.3,2023-02-03,100.78,676,9,-8.63,-6435.52
FACT,atr_chandelier_stop,2022-12-23,277.78,2023-02-03,293.98,283,7,5.83,4584.6
APOLLO,atr_chandelier_stop,2022-10-21,23.95,2023-02-10,29.99,2627,17,25.22,15867.08
ANANDRATHI,atr_chandelier_stop,2023-01-27,205.99,2023-02-10,188.14,339,3,-8.67,-6051.15
PTC,stop_loss_20pct,2023-01-27,83.19,2023-02-10,65.95,841,3,-20.72,-14498.84
LLOYDSENGG,stop_loss_20pct,2023-01-27,21.37,2023-03-31,17.13,3276,10,-19.84,-13890.24
KALYANKJIL,trend_reversal_23wma,2022-09-02,77.47,2023-04-07,105.64,787,32,36.36,22169.79
ZENTEC,atr_chandelier_stop,2023-03-03,265.4,2023-05-12,322.37,254,11,21.47,14470.38
RVNL,atr_chandelier_stop,2023-05-12,139.97,2023-05-19,121.73,497,2,-13.03,-9065.28
GVT&D,atr_chandelier_stop,2023-05-05,176.27,2023-06-02,190.42,389,5,8.03,5504.35
DATAMATICS,atr_chandelier_stop,2023-05-12,435.38,2023-07-28,542.88,159,12,24.69,17092.5
MAXHEALTH,atr_chandelier_stop,2023-05-26,546.44,2023-08-11,541.72,128,12,-0.86,-604.16
JBMA,atr_chandelier_stop,2023-01-06,257.6,2023-08-18,601.19,273,33,133.38,93800.07
CHOLAFIN,atr_chandelier_stop,2023-05-12,985.31,2023-08-18,1034.26,70,15,4.97,3426.5
THANGAMAYL,atr_chandelier_stop,2023-06-02,659.0,2023-08-18,1085.12,106,12,64.66,45168.72
BIRLACORPN,atr_chandelier_stop,2023-06-09,1137.94,2023-08-25,1067.88,63,12,-6.16,-4413.78
LLOYDSENGG,stop_loss_20pct,2023-08-11,55.95,2023-08-25,40.98,1622,3,-26.76,-24281.34
REFEX,atr_chandelier_stop,2023-06-02,102.82,2023-09-29,130.51,680,18,26.93,18829.2
VOLTAMP,atr_chandelier_stop,2023-06-02,3718.36,2023-09-29,4805.7,18,18,29.24,19572.12
SWSOLAR,atr_chandelier_stop,2023-07-28,365.05,2023-10-13,335.0,233,12,-8.23,-7001.65
RELIGARE,atr_chandelier_stop,2023-08-18,223.0,2023-10-20,238.95,411,10,7.15,6555.45
FORCEMOT,atr_chandelier_stop,2023-06-09,1936.81,2023-11-03,3336.98,37,22,72.29,51806.29
3MINDIA,atr_chandelier_stop,2023-06-09,25003.8,2023-11-03,28458.03,2,22,13.81,6908.46
GODREJIND,atr_chandelier_stop,2023-10-13,720.0,2023-11-03,631.5,157,4,-12.29,-13894.5
SYRMA,trend_reversal_23wma,2023-06-02,363.96,2023-11-10,512.23,192,24,40.74,28467.84
IOB,atr_chandelier_stop,2023-09-29,44.4,2023-11-10,40.1,2402,7,-9.68,-10328.6
CHOLAHLDNG,atr_chandelier_stop,2023-05-12,708.28,2023-12-01,1035.15,98,30,46.15,32033.26
APOLLO,atr_chandelier_stop,2023-11-24,158.25,2023-12-01,129.83,773,2,-17.96,-21968.66
SOLARINDS,atr_chandelier_stop,2023-08-25,4366.46,2023-12-08,6298.03,21,16,44.24,40562.97
ETHOSLTD,atr_chandelier_stop,2023-04-28,1235.7,2023-12-22,1834.45,55,35,48.45,32931.25
MANORAMA,trend_reversal_23wma,2023-05-19,277.45,2023-12-22,377.66,252,32,36.12,25252.92
ICIL,trend_reversal_23wma,2023-06-09,191.57,2024-02-16,257.25,374,37,34.29,24564.32
CREDITACC,trend_reversal_23wma,2023-05-26,1213.82,2024-02-23,1549.66,58,40,27.67,19478.72
YESBANK,atr_chandelier_stop,2023-11-24,20.9,2024-03-01,26.0,5855,15,24.4,29860.5
ALIVUS,atr_chandelier_stop,2023-05-05,489.3,2024-03-15,761.0,140,46,55.53,38038.0
NH,trend_reversal_23wma,2023-06-09,936.37,2024-03-15,1180.85,76,41,26.11,18580.48
IRFC,atr_chandelier_stop,2023-08-18,46.09,2024-03-15,139.25,1992,31,202.13,185574.72
ITI,trend_reversal_23wma,2023-10-20,270.45,2024-03-15,280.95,428,22,3.88,4494.0
RATEGAIN,atr_chandelier_stop,2023-01-27,375.35,2024-03-22,720.0,186,61,91.82,64104.9
MINDACORP,trend_reversal_23wma,2023-04-21,264.4,2024-03-22,369.45,258,49,39.73,27102.9
JAIBALAJI,atr_chandelier_stop,2023-05-19,16.24,2024-03-22,201.21,4318,45,1138.98,798700.46
AURIONPRO,trend_reversal_23wma,2023-05-26,355.56,2024-03-22,897.42,198,44,152.4,107288.28
DBREALTY,atr_chandelier_stop,2023-08-25,136.9,2024-03-22,220.15,671,31,60.81,55860.75
NIACL,atr_chandelier_stop,2023-12-01,207.83,2024-03-22,226.26,586,17,8.87,10799.98
ARE&M,atr_chandelier_stop,2023-12-08,768.91,2024-03-22,775.74,158,16,0.89,1079.14
TATACHEM,atr_chandelier_stop,2024-03-15,1171.73,2024-03-29,1009.42,145,3,-13.85,-23534.95
ADANIGREEN,trend_reversal_23wma,2023-12-15,1554.4,2024-05-17,1710.1,78,23,10.02,12144.6
INOXGREEN,trend_reversal_23wma,2023-12-22,100.8,2024-05-17,122.8,1274,22,21.83,28028.0
SCHNEIDER,atr_chandelier_stop,2023-06-02,236.8,2024-06-07,719.7,295,54,203.93,142455.5
BPCL,trend_reversal_23wma,2023-12-15,202.2,2024-07-19,272.91,602,32,34.97,42567.42
SMLMAH,trend_reversal_23wma,2024-03-01,2117.0,2024-07-19,1999.44,80,21,-5.55,-9404.8
HEG,trend_reversal_23wma,2024-04-19,461.32,2024-07-19,415.82,345,14,-9.86,-15697.5
RTNPOWER,atr_chandelier_stop,2024-06-07,20.1,2024-07-19,16.29,8604,7,-18.96,-32781.24
ANANDRATHI,trend_reversal_23wma,2023-08-18,351.34,2024-07-26,846.75,261,50,141.01,129302.01
HINDZINC,atr_chandelier_stop,2024-04-19,387.58,2024-07-26,586.84,410,15,51.41,81696.6
LINDEINDIA,atr_chandelier_stop,2024-05-03,8332.79,2024-08-02,7929.87,19,14,-4.84,-7655.48
AEGISLOG,atr_chandelier_stop,2024-05-03,624.46,2024-08-09,718.41,262,15,15.04,24614.9
ABCAPITAL,trend_reversal_23wma,2024-05-03,233.0,2024-08-09,204.0,702,15,-12.45,-20358.0
CARBORUNIV,atr_chandelier_stop,2024-05-03,1426.84,2024-08-16,1497.53,114,16,4.95,8058.66
KIRLOSBROS,atr_chandelier_stop,2024-05-24,1825.72,2024-08-16,1936.05,94,13,6.04,10371.02
FINCABLES,atr_chandelier_stop,2024-06-07,1477.54,2024-09-06,1430.51,117,14,-3.18,-5502.51
ADANIPORTS,atr_chandelier_stop,2023-12-15,1013.19,2024-09-27,1434.94,120,42,41.63,50610.0
CROMPTON,atr_chandelier_stop,2024-05-24,388.04,2024-10-04,415.56,445,20,7.09,12246.4
PGIL,atr_chandelier_stop,2024-08-02,963.55,2024-10-04,860.24,200,10,-10.72,-20662.0
KIRLPNU,trend_reversal_23wma,2024-05-03,1079.96,2024-10-11,1244.02,151,24,15.19,24773.06
KSCL,trend_reversal_23wma,2024-05-03,878.46,2024-10-11,890.08,186,24,1.32,2161.32
ASHOKLEY,trend_reversal_23wma,2024-05-10,96.85,2024-10-11,107.16,1709,23,10.65,17619.79
MMTC,stop_loss_20pct,2024-08-02,107.9,2024-10-11,86.3,1791,11,-20.02,-38685.6
GODFRYPHLP,atr_chandelier_stop,2024-03-15,1067.21,2024-11-01,2035.09,160,34,90.69,154860.8
MARICO,trend_reversal_23wma,2024-05-17,579.28,2024-11-01,627.56,280,25,8.33,13518.4
REFEX,atr_chandelier_stop,2024-07-19,235.93,2024-11-01,444.99,803,16,88.61,167875.18
PCJEWELLER,atr_chandelier_stop,2024-08-02,8.9,2024-11-01,14.23,21721,14,59.89,115772.93
BBOX,atr_chandelier_stop,2024-08-09,530.08,2024-11-01,457.99,362,13,-13.6,-26096.58
GODREJAGRO,trend_reversal_23wma,2024-07-19,808.71,2024-11-08,692.17,234,17,-14.41,-27270.36
AJANTPHARM,atr_chandelier_stop,2024-08-16,2893.92,2024-11-15,2797.85,65,14,-3.32,-6244.55
RPOWER,atr_chandelier_stop,2024-10-04,46.25,2024-11-15,39.5,4591,7,-14.59,-30989.25
VIJAYA,atr_chandelier_stop,2024-05-17,791.32,2024-12-27,1038.91,205,33,31.29,50755.95
NEULANDLAB,atr_chandelier_stop,2024-08-09,10870.89,2024-12-27,14112.21,17,21,29.82,55102.44
BANCOINDIA,atr_chandelier_stop,2024-11-29,558.67,2024-12-27,483.87,388,5,-13.39,-29022.4
MANORAMA,atr_chandelier_stop,2024-04-26,584.38,2025-01-17,984.58,272,39,68.48,108854.4
SKYGOLD,atr_chandelier_stop,2024-07-19,221.3,2025-01-17,351.0,856,27,58.61,111023.2
ANUP,atr_chandelier_stop,2024-11-08,3554.87,2025-01-17,2982.56,59,11,-16.1,-33766.29
GICRE,atr_chandelier_stop,2024-12-27,487.5,2025-01-17,404.83,471,4,-16.96,-38937.57
SHAKTIPUMP,atr_chandelier_stop,2023-05-26,87.94,2025-01-24,1012.89,800,88,1051.8,739960.0
KFINTECH,atr_chandelier_stop,2024-08-16,1025.45,2025-01-24,1176.09,185,24,14.69,27868.4
AVALON,atr_chandelier_stop,2024-11-15,789.95,2025-01-24,820.0,268,11,3.8,8053.4
ITI,stop_loss_20pct,2025-01-10,473.4,2025-01-24,376.1,500,3,-20.55,-48650.0
MEDPLUS,trend_reversal_23wma,2024-12-13,853.2,2025-01-31,658.95,263,8,-22.77,-51087.75
GOKEX,atr_chandelier_stop,2024-12-20,1204.0,2025-01-31,991.0,191,7,-17.69,-40683.0
BSE,trend_reversal_23wma,2024-09-27,1325.98,2025-03-07,1529.47,155,24,15.35,31540.95
APOLLO,atr_chandelier_stop,2025-01-10,139.44,2025-03-07,112.89,1700,9,-19.04,-45135.0
BLUEJET,atr_chandelier_stop,2025-02-07,749.18,2025-04-11,652.45,290,10,-12.91,-28051.7
SHAILY,trend_reversal_23wma,2024-02-23,499.12,2025-05-09,1579.07,327,64,216.37,353143.65
KPRMILL,atr_chandelier_stop,2025-05-16,1292.83,2025-06-20,1071.9,165,6,-17.09,-36453.45
COCHINSHIP,atr_chandelier_stop,2025-05-23,2077.48,2025-07-18,1963.17,102,9,-5.5,-11659.62
GRSE,atr_chandelier_stop,2025-05-23,2506.4,2025-07-25,2586.83,85,10,3.21,6836.55
ASTRAMICRO,atr_chandelier_stop,2025-05-23,1096.6,2025-07-25,965.48,194,10,-11.96,-25437.28
CEMPRO,atr_chandelier_stop,2025-05-23,655.84,2025-08-01,764.59,325,11,16.58,35343.75
APOLLO,atr_chandelier_stop,2025-06-06,188.55,2025-08-01,171.26,1143,9,-9.17,-19762.47
JPPOWER,atr_chandelier_stop,2025-07-18,24.2,2025-08-01,20.1,9219,3,-16.94,-37797.9
SBFC,trend_reversal_23wma,2025-05-02,106.0,2025-08-08,100.73,2027,15,-4.97,-10682.29
SUBROS,atr_chandelier_stop,2025-06-27,907.47,2025-08-15,808.75,244,8,-10.88,-24087.68
NAZARA,trend_reversal_23wma,2025-05-23,312.0,2025-08-29,288.0,684,15,-7.69,-16416.0
GLENMARK,atr_chandelier_stop,2025-07-18,2164.79,2025-08-29,1936.15,103,7,-10.56,-23549.92
DCMSHRIRAM,atr_chandelier_stop,2025-07-11,1338.55,2025-09-19,1209.97,167,11,-9.61,-21472.86
NAVINFLUOR,trend_reversal_23wma,2025-02-07,4105.74,2025-10-03,4564.62,52,35,11.18,23861.76
STARCEMENT,atr_chandelier_stop,2025-08-15,257.91,2025-10-03,251.9,834,8,-2.33,-5012.34
