ticker,reason,entry_date,entry_price,exit_date,exit_price,shares,hold_weeks,pnl_pct,pnl_rs
SHARDACROP,atr_chandelier_stop,2022-02-11,627.75,2022-02-18,498.51,95,2,-20.59,-12277.8
TEXRAIL,stop_loss_20pct,2022-02-11,48.48,2022-02-25,36.17,1237,3,-25.39,-15227.47
DBREALTY,atr_chandelier_stop,2022-02-11,95.15,2022-03-04,87.4,630,4,-8.15,-4882.5
DEEPAKFERT,atr_chandelier_stop,2022-02-11,626.94,2022-03-04,512.39,95,4,-18.27,-10882.25
TARIL,stop_loss_20pct,2022-02-11,21.56,2022-03-11,16.37,2782,5,-24.07,-14438.58
CCL,trend_reversal_23wma,2022-02-11,489.09,2022-03-11,378.99,122,5,-22.51,-13432.2
INTELLECT,atr_chandelier_stop,2022-04-01,842.48,2022-05-06,755.85,70,6,-10.28,-6064.1
YESBANK,atr_chandelier_stop,2022-04-15,15.65,2022-05-06,14.25,4022,4,-8.95,-5630.8
TATAPOWER,atr_chandelier_stop,2022-04-15,271.63,2022-05-06,232.0,231,4,-14.59,-9154.53
CIPLA,trend_reversal_23wma,2022-03-18,1002.69,2022-05-13,896.9,57,9,-10.55,-6030.03
USHAMART,atr_chandelier_stop,2022-03-25,108.63,2022-05-13,122.09,538,8,12.39,7241.48
CUMMINSIND,atr_chandelier_stop,2022-04-01,1026.53,2022-05-13,946.4,57,7,-7.81,-4567.41
RCF,atr_chandelier_stop,2022-04-08,89.22,2022-05-13,83.29,682,6,-6.65,-4044.26
GMDCLTD,atr_chandelier_stop,2022-02-11,121.88,2022-05-20,157.59,492,15,29.3,17569.32
RHIM,atr_chandelier_stop,2022-02-18,454.35,2022-05-20,544.53,130,14,19.85,11723.4
GNFC,trend_reversal_23wma,2022-03-18,627.8,2022-05-20,549.43,92,10,-12.48,-7210.04
SARDAEN,atr_chandelier_stop,2022-03-18,108.91,2022-05-20,89.3,532,10,-18.01,-10432.52
BDL,atr_chandelier_stop,2022-03-25,293.11,2022-05-20,330.45,199,9,12.74,7430.66
LINDEINDIA,atr_chandelier_stop,2022-03-25,3242.88,2022-05-20,3048.72,18,9,-5.99,-3494.88
JINDALSTEL,atr_chandelier_stop,2022-04-01,522.98,2022-05-20,450.59,113,8,-13.84,-8180.07
COHANCE,trend_reversal_23wma,2022-04-01,598.25,2022-05-20,515.63,98,8,-13.81,-8096.76
GSFC,atr_chandelier_stop,2022-04-08,157.57,2022-05-20,126.26,386,7,-19.87,-12085.66
HSCL,stop_loss_20pct,2022-04-08,77.88,2022-05-20,60.42,781,7,-22.42,-13636.26
RENUKA,atr_chandelier_stop,2022-04-15,50.0,2022-05-20,45.2,1259,6,-9.6,-6043.2
BEL,atr_chandelier_stop,2022-04-15,77.07,2022-05-20,69.72,816,6,-9.54,-5997.6
GOKULAGRO,stop_loss_20pct,2022-05-06,63.63,2022-05-20,49.99,976,3,-21.44,-13312.64
SPLPETRO,trend_reversal_23wma,2022-03-25,393.89,2022-06-03,345.46,148,11,-12.3,-7167.64
CHENNPETRO,atr_chandelier_stop,2022-05-06,242.46,2022-06-03,225.57,256,5,-6.97,-4323.84
GAEL,trend_reversal_23wma,2022-03-18,118.83,2022-06-24,121.55,488,15,2.29,1327.36
ADANIPOWER,atr_chandelier_stop,2022-04-08,41.4,2022-06-24,53.07,1470,12,28.19,17154.9
MRPL,atr_chandelier_stop,2022-05-06,71.06,2022-06-24,88.23,874,8,24.16,15006.58
NAVA,atr_chandelier_stop,2022-05-27,94.85,2022-06-24,76.93,608,5,-18.89,-10895.36
JKPAPER,trend_reversal_23wma,2022-03-25,284.13,2022-07-01,270.11,205,15,-4.93,-2874.1
OIL,atr_chandelier_stop,2022-06-17,164.16,2022-07-01,132.79,343,3,-19.11,-10759.91
VOLTAMP,atr_chandelier_stop,2022-06-10,2204.98,2022-08-26,2667.09,25,12,20.96,11552.75
SHRIRAMFIN,atr_chandelier_stop,2022-07-29,274.01,2022-09-09,245.72,206,7,-10.32,-5827.74
TIMKEN,atr_chandelier_stop,2022-06-10,2451.07,2022-09-23,2869.9,22,16,17.09,9214.26
TATAINVEST,atr_chandelier_stop,2022-09-23,271.69,2022-09-30,227.65,232,2,-16.21,-10217.28
PGIL,stop_loss_20pct,2022-08-26,272.56,2022-10-07,216.53,216,7,-20.56,-12102.48
GILLETTE,trend_reversal_23wma,2022-07-29,5081.64,2022-10-21,4733.81,11,13,-6.84,-3826.13
SBILIFE,trend_reversal_23wma,2022-08-05,1290.38,2022-10-21,1169.28,43,12,-9.38,-5207.3
HOMEFIRST,trend_reversal_23wma,2022-08-19,940.39,2022-10-21,798.69,61,10,-15.07,-8643.7
POWERMECH,atr_chandelier_stop,2022-08-19,552.95,2022-10-28,903.92,105,11,63.47,36851.85
MGL,trend_reversal_23wma,2022-08-19,825.12,2022-10-28,730.57,70,11,-11.46,-6618.5
KPIGREEN,trend_reversal_23wma,2022-06-24,82.6,2022-11-04,83.66,648,20,1.28,686.88
ABB,atr_chandelier_stop,2022-07-15,2519.14,2022-11-04,2869.88,21,17,13.92,7365.54
LUMAXTECH,atr_chandelier_stop,2022-07-22,233.09,2022-11-11,234.99,237,17,0.82,450.3
TEJASNET,atr_chandelier_stop,2022-09-09,655.34,2022-11-18,631.93,94,11,-3.57,-2200.54
PATANJALI,atr_chandelier_stop,2022-05-27,392.48,2022-11-25,401.32,147,27,2.25,1299.48
PCJEWELLER,atr_chandelier_stop,2022-07-15,3.09,2022-11-25,7.9,17643,20,155.66,84862.83
SIEMENS,trend_reversal_23wma,2022-07-15,1538.96,2022-12-02,1602.36,35,21,4.12,2219.0
ZFCVINDIA,atr_chandelier_stop,2022-08-19,1561.71,2022-12-02,1541.81,37,16,-1.27,-736.3
MAHSEAMLES,trend_reversal_23wma,2022-07-29,357.24,2022-12-16,364.19,158,21,1.95,1098.1
AXISCADES,atr_chandelier_stop,2022-10-28,218.7,2022-12-23,289.95,292,9,32.58,20805.0
AIAENG,trend_reversal_23wma,2022-06-10,2220.34,2022-12-30,2482.76,24,30,11.82,6298.08
SAFARI,atr_chandelier_stop,2022-07-29,554.67,2022-12-30,780.87,102,23,40.78,23072.4
YESBANK,atr_chandelier_stop,2022-08-12,16.7,2022-12-30,17.6,3385,21,5.39,3046.5
