ticker,reason,entry_date,entry_price,exit_date,exit_price,shares,hold_weeks,pnl_pct,pnl_rs
MRPL,atr_chandelier_stop,2022-05-27,91.41,2022-06-24,88.23,656,5,-3.48,-2086.08
NAVA,atr_chandelier_stop,2022-05-27,94.85,2022-06-24,76.93,632,5,-18.89,-11325.44
RPOWER,stop_loss_20pct,2022-09-09,21.55,2022-09-30,16.5,2833,4,-23.43,-14306.65
TATAINVEST,atr_chandelier_stop,2022-09-16,178.82,2022-10-07,223.51,340,4,24.99,15194.6
POWERMECH,atr_chandelier_stop,2022-08-26,643.22,2022-10-28,903.92,94,10,40.53,24505.8
TSFINV,atr_chandelier_stop,2022-10-07,91.92,2022-10-28,81.18,683,4,-11.68,-7335.42
TEJASNET,atr_chandelier_stop,2022-09-09,655.34,2022-11-18,631.93,93,11,-3.57,-2177.13
PCJEWELLER,atr_chandelier_stop,2022-07-22,4.9,2022-11-25,7.9,12135,19,61.22,36405.0
MAHSCOOTER,atr_chandelier_stop,2022-09-23,4717.4,2022-12-16,4456.22,13,13,-5.54,-3395.34
IRFC,atr_chandelier_stop,2022-11-25,26.05,2022-12-16,29.37,2640,4,12.74,8764.8
BAJAJHLDNG,atr_chandelier_stop,2022-09-16,6267.64,2022-12-23,5831.07,9,15,-6.97,-3929.13
AXISCADES,atr_chandelier_stop,2022-11-11,325.0,2022-12-23,289.95,208,7,-10.78,-7290.4
SAFARI,atr_chandelier_stop,2022-08-19,666.01,2022-12-30,780.87,90,20,17.25,10337.4
MAZDOCK,atr_chandelier_stop,2022-09-09,191.52,2022-12-30,343.12,318,17,79.16,48208.8
ACE,trend_reversal_23wma,2022-09-09,290.97,2022-12-30,263.98,209,17,-9.28,-5640.91
REFEX,atr_chandelier_stop,2022-09-23,34.11,2022-12-30,44.82,1826,15,31.4,19556.46
TARIL,atr_chandelier_stop,2022-10-07,29.75,2022-12-30,24.49,2112,13,-17.68,-11109.12
COCHINSHIP,atr_chandelier_stop,2022-10-14,248.71,2022-12-30,238.39,264,12,-4.15,-2724.48
RITES,trend_reversal_23wma,2022-10-14,161.49,2022-12-30,136.05,407,12,-15.75,-10354.08
SOUTHBANK,atr_chandelier_stop,2022-11-04,12.9,2022-12-30,15.16,5098,9,17.52,11521.48
KTKBANK,atr_chandelier_stop,2022-11-11,130.07,2022-12-30,120.78,520,8,-7.14,-4830.8
RVNL,atr_chandelier_stop,2022-11-11,45.09,2022-12-30,59.19,1500,8,31.27,21150.0
BANKINDIA,atr_chandelier_stop,2022-11-11,61.28,2022-12-30,68.84,1104,8,12.34,8346.24
UCOBANK,atr_chandelier_stop,2022-11-11,14.58,2022-12-30,27.38,4641,8,87.79,59404.8
UNIONBANK,atr_chandelier_stop,2022-11-18,59.11,2022-12-30,60.66,1159,7,2.62,1796.45
IRCON,atr_chandelier_stop,2022-11-25,53.79,2022-12-30,46.16,1279,6,-14.18,-9758.77
CENTRALBK,atr_chandelier_stop,2022-12-16,31.81,2022-12-30,28.29,2334,3,-11.07,-8215.68
PFC,atr_chandelier_stop,2022-12-02,92.5,2023-02-03,92.64,783,10,0.15,109.62
SKIPPER,stop_loss_20pct,2022-12-16,126.85,2023-02-03,100.78,585,8,-20.55,-15250.95
FACT,atr_chandelier_stop,2022-12-23,277.78,2023-02-03,293.98,278,7,5.83,4503.6
APOLLO,atr_chandelier_stop,2022-10-21,23.95,2023-02-10,29.99,2688,17,25.22,16235.52
ANANDRATHI,atr_chandelier_stop,2023-01-27,205.99,2023-02-10,188.14,337,3,-8.67,-6015.45
PTC,stop_loss_20pct,2023-01-27,83.19,2023-02-10,65.95,834,3,-20.72,-14378.16
KARURVYSYA,trend_reversal_23wma,2022-09-23,71.75,2023-03-03,78.68,868,24,9.66,6015.24
HUDCO,trend_reversal_23wma,2022-11-25,41.34,2023-03-03,38.42,1664,15,-7.06,-4858.88
KALYANKJIL,trend_reversal_23wma,2022-09-23,94.33,2023-04-07,105.64,660,29,11.99,7464.6
ZENTEC,atr_chandelier_stop,2023-03-03,265.4,2023-05-12,322.37,250,11,21.47,14242.5
PFOCUS,stop_loss_20pct,2023-04-21,99.45,2023-05-26,79.65,671,6,-19.91,-13285.8
GVT&D,atr_chandelier_stop,2023-05-05,176.27,2023-06-02,190.42,376,5,8.03,5320.4
DATAMATICS,atr_chandelier_stop,2023-05-12,435.38,2023-07-28,542.88,154,12,24.69,16555.0
EDELWEISS,atr_chandelier_stop,2023-06-16,45.75,2023-08-11,42.13,1528,9,-7.91,-5531.36
CHOLAFIN,atr_chandelier_stop,2023-05-12,985.31,2023-08-18,1034.26,68,15,4.97,3328.6
STYRENIX,atr_chandelier_stop,2023-06-16,903.33,2023-08-18,931.21,77,10,3.09,2146.76
LLOYDSENGG,stop_loss_20pct,2023-08-11,55.95,2023-08-25,40.98,1465,3,-26.76,-21931.05
VOLTAMP,atr_chandelier_stop,2023-06-02,3718.36,2023-09-29,4805.7,18,18,29.24,19572.12
SYNGENE,trend_reversal_23wma,2023-05-05,672.29,2023-10-27,697.44,98,26,3.74,2464.7
FORCEMOT,atr_chandelier_stop,2023-06-09,1936.81,2023-11-03,3336.98,35,22,72.29,49005.95
3MINDIA,atr_chandelier_stop,2023-06-09,25003.8,2023-11-03,28458.03,2,22,13.81,6908.46
HAL,trend_reversal_23wma,2023-06-16,1817.21,2023-11-03,1816.71,38,21,-0.03,-19.0
SYRMA,trend_reversal_23wma,2023-06-02,363.96,2023-11-10,512.23,186,24,40.74,27578.22
GOKEX,atr_chandelier_stop,2023-06-09,458.8,2023-11-10,789.0,149,23,71.97,49199.8
UCOBANK,atr_chandelier_stop,2023-09-29,41.81,2023-11-17,36.16,2397,8,-13.51,-13543.05
CHOLAHLDNG,atr_chandelier_stop,2023-05-26,841.95,2023-12-01,1035.15,80,28,22.95,15456.0
APOLLO,atr_chandelier_stop,2023-11-24,158.25,2023-12-01,129.83,734,2,-17.96,-20860.28
SOLARINDS,atr_chandelier_stop,2023-11-24,7485.54,2023-12-08,6298.03,15,3,-15.86,-17812.65
ETHOSLTD,atr_chandelier_stop,2023-04-28,1235.7,2023-12-22,1834.45,53,35,48.45,31733.75
SKYGOLD,atr_chandelier_stop,2023-10-27,78.49,2023-12-29,92.7,1417,10,18.1,20135.57
ICIL,trend_reversal_23wma,2023-06-09,191.57,2024-02-16,257.25,359,37,34.29,23579.12
MAZDOCK,trend_reversal_23wma,2023-07-28,915.95,2024-02-16,1047.13,85,30,14.32,11150.3
CREDITACC,trend_reversal_23wma,2023-05-26,1213.82,2024-02-23,1549.66,56,40,27.67,18807.04
YESBANK,atr_chandelier_stop,2023-11-24,20.9,2024-03-01,26.0,5558,15,24.4,28345.8
ALIVUS,atr_chandelier_stop,2023-05-05,489.3,2024-03-15,761.0,135,46,55.53,36679.5
NH,trend_reversal_23wma,2023-06-09,936.37,2024-03-15,1180.85,73,41,26.11,17847.04
SUZLON,atr_chandelier_stop,2023-06-16,14.15,2024-03-15,41.5,4941,40,193.29,135136.35
HBLENGINE,atr_chandelier_stop,2023-06-16,139.62,2024-03-15,457.9,500,40,227.96,159140.0
IRFC,atr_chandelier_stop,2023-08-18,46.09,2024-03-15,139.25,1834,31,202.13,170855.44
JAIBALAJI,atr_chandelier_stop,2023-05-19,16.24,2024-03-22,201.21,4181,45,1138.98,773359.57
AURIONPRO,trend_reversal_23wma,2023-05-26,355.56,2024-03-22,897.42,191,44,152.4,103495.26
CUPID,atr_chandelier_stop,2023-11-10,7.3,2024-03-22,20.22,14874,20,176.99,192172.08
NIACL,atr_chandelier_stop,2023-12-01,207.83,2024-03-22,226.26,553,17,8.87,10191.79
TATAINVEST,stop_loss_20pct,2024-03-15,957.25,2024-03-22,713.0,175,2,-25.52,-42743.75
TATACHEM,atr_chandelier_stop,2024-03-15,1171.73,2024-03-29,1009.42,143,3,-13.85,-23210.33
SONATSOFTW,trend_reversal_23wma,2023-03-10,379.17,2024-04-05,692.74,175,57,82.7,54874.75
PCJEWELLER,trend_reversal_23wma,2023-12-29,5.13,2024-05-03,5.03,24533,19,-1.95,-2453.3
TORNTPOWER,atr_chandelier_stop,2023-06-16,649.8,2024-05-17,1289.27,107,49,98.41,68423.29
ADANIGREEN,trend_reversal_23wma,2023-12-15,1554.4,2024-05-17,1710.1,76,23,10.02,11833.2
TDPOWERSYS,atr_chandelier_stop,2024-05-03,349.52,2024-05-17,289.56,446,3,-17.15,-26742.16
SCHNEIDER,atr_chandelier_stop,2023-06-02,236.8,2024-06-07,719.7,285,54,203.93,137626.5
EIHOTEL,trend_reversal_23wma,2024-02-16,399.49,2024-07-05,417.49,410,21,4.51,7380.0
BPCL,trend_reversal_23wma,2023-12-15,202.2,2024-07-19,272.91,589,32,34.97,41648.19
SMLMAH,trend_reversal_23wma,2024-03-01,2117.0,2024-07-19,1999.44,79,21,-5.55,-9287.24
HEG,trend_reversal_23wma,2024-04-19,461.32,2024-07-19,415.82,336,14,-9.86,-15288.0
SCHAEFFLER,atr_chandelier_stop,2024-05-24,4346.69,2024-07-19,3880.46,36,9,-10.73,-16784.28
RTNPOWER,atr_chandelier_stop,2024-06-07,20.1,2024-07-19,16.29,8066,7,-18.96,-30731.46
HINDZINC,atr_chandelier_stop,2024-04-19,387.58,2024-07-26,586.84,400,15,51.41,79704.0
TIMKEN,atr_chandelier_stop,2024-05-24,4109.29,2024-07-26,3844.66,38,10,-6.44,-10055.94
BDL,atr_chandelier_stop,2023-12-29,783.15,2024-08-02,1414.45,160,32,80.61,101008.0
GRSE,atr_chandelier_stop,2024-07-05,2098.72,2024-08-02,2217.38,82,5,5.65,9730.12
AEGISLOG,atr_chandelier_stop,2024-05-03,624.46,2024-08-09,718.41,250,15,15.04,23487.5
ABCAPITAL,trend_reversal_23wma,2024-05-03,233.0,2024-08-09,204.0,670,15,-12.45,-19430.0
SUPREMEIND,atr_chandelier_stop,2024-05-24,5467.59,2024-08-09,4838.77,29,12,-11.5,-18235.78
CARBORUNIV,atr_chandelier_stop,2024-05-03,1426.84,2024-08-16,1497.53,109,16,4.95,7705.21
KIRLOSBROS,atr_chandelier_stop,2024-05-24,1825.72,2024-08-16,1936.05,87,13,6.04,9598.71
HONAUT,atr_chandelier_stop,2024-05-24,52011.93,2024-08-23,51700.62,3,14,-0.6,-933.93
MAZDOCK,atr_chandelier_stop,2024-05-31,1586.86,2024-08-30,2186.0,104,14,37.76,62310.56
INDIANB,trend_reversal_23wma,2023-08-18,362.24,2024-09-13,502.19,233,57,38.63,32608.35
HGINFRA,atr_chandelier_stop,2024-05-03,1181.99,2024-09-13,1473.18,132,20,24.64,38437.08
MINDACORP,atr_chandelier_stop,2024-08-30,625.63,2024-09-13,557.89,282,3,-10.83,-19102.68
GRANULES,atr_chandelier_stop,2024-08-09,630.8,2024-09-20,552.16,272,7,-12.47,-21390.08
CROMPTON,atr_chandelier_stop,2024-05-24,388.04,2024-10-04,415.56,412,20,7.09,11338.24
PGIL,atr_chandelier_stop,2024-08-02,963.55,2024-10-04,860.24,180,10,-10.72,-18595.8
CONCORDBIO,atr_chandelier_stop,2024-09-20,2024.89,2024-10-04,2023.01,90,3,-0.09,-169.2
PNBHOUSING,atr_chandelier_stop,2024-09-20,1133.34,2024-10-04,952.67,162,3,-15.94,-29268.54
KIRLPNU,trend_reversal_23wma,2024-05-03,1079.96,2024-10-11,1244.02,144,24,15.19,23624.64
KSCL,trend_reversal_23wma,2024-05-03,878.46,2024-10-11,890.08,177,24,1.32,2056.74
ASHOKLEY,trend_reversal_23wma,2024-05-10,96.85,2024-10-11,107.16,1610,23,10.65,16599.1
NYKAA,atr_chandelier_stop,2024-08-30,227.5,2024-10-11,193.0,777,7,-15.16,-26806.5
SBILIFE,atr_chandelier_stop,2024-08-02,1746.74,2024-10-18,1733.04,99,12,-0.78,-1356.3
PCBL,atr_chandelier_stop,2024-08-30,477.49,2024-10-25,462.39,370,9,-3.16,-5587.0
GODREJIND,atr_chandelier_stop,2024-09-13,1220.0,2024-10-25,1039.95,149,7,-14.76,-26827.45
REFEX,atr_chandelier_stop,2024-07-19,235.93,2024-11-01,444.99,744,16,88.61,155540.64
BBOX,atr_chandelier_stop,2024-08-09,530.08,2024-11-01,457.99,324,13,-13.6,-23357.16
EDELWEISS,atr_chandelier_stop,2024-08-30,102.82,2024-11-01,103.37,1719,10,0.53,945.45
ADVENZYMES,atr_chandelier_stop,2024-09-20,525.48,2024-11-01,427.58,349,7,-18.63,-34167.1
VIYASH,atr_chandelier_stop,2024-10-04,216.0,2024-11-01,169.0,854,5,-21.76,-40138.0
GODREJAGRO,trend_reversal_23wma,2024-07-19,808.71,2024-11-08,692.17,217,17,-14.41,-25289.18
RPOWER,atr_chandelier_stop,2024-10-04,46.25,2024-11-15,39.5,3989,7,-14.59,-26925.75
NEULANDLAB,atr_chandelier_stop,2024-08-09,10870.89,2024-12-27,14112.21,15,21,29.82,48619.8
BANCOINDIA,atr_chandelier_stop,2024-11-29,558.67,2024-12-27,483.87,327,5,-13.39,-24459.6
KITEX,atr_chandelier_stop,2024-08-23,108.82,2025-01-03,231.05,1574,20,112.32,192390.02
MANORAMA,atr_chandelier_stop,2024-04-26,584.38,2025-01-17,984.58,262,39,68.48,104852.4
SKYGOLD,atr_chandelier_stop,2024-07-19,221.3,2025-01-17,351.0,793,27,58.61,102852.1
THYROCARE,trend_reversal_23wma,2024-08-23,285.03,2025-01-17,275.4,601,22,-3.38,-5787.63
ANUP,atr_chandelier_stop,2024-11-08,3554.87,2025-01-17,2982.56,49,11,-16.1,-28043.19
RAMCOCEM,atr_chandelier_stop,2024-12-06,1017.64,2025-01-17,890.46,186,7,-12.5,-23655.48
AVALON,atr_chandelier_stop,2024-11-15,789.95,2025-01-24,820.0,226,11,3.8,6791.3
ITI,stop_loss_20pct,2025-01-10,473.4,2025-01-24,376.1,392,3,-20.55,-38141.6
GOKULAGRO,trend_reversal_23wma,2024-05-17,76.0,2025-01-31,147.0,2012,38,93.42,142852.0
MEDPLUS,trend_reversal_23wma,2024-12-13,853.2,2025-01-31,658.95,221,8,-22.77,-42929.25
APOLLO,atr_chandelier_stop,2025-01-10,139.44,2025-03-07,112.89,1333,9,-19.04,-35391.15
BLUEJET,atr_chandelier_stop,2024-08-09,498.07,2025-04-11,652.45,345,36,31.0,53261.1
KPRMILL,atr_chandelier_stop,2025-05-16,1292.83,2025-06-20,1071.9,135,6,-17.09,-29825.55
NH,atr_chandelier_stop,2025-03-14,1567.92,2025-07-25,1942.91,112,20,23.92,41998.88
MAZDOCK,atr_chandelier_stop,2025-05-23,3537.78,2025-07-25,2961.57,49,10,-16.29,-28234.29
GRSE,atr_chandelier_stop,2025-05-23,2506.4,2025-07-25,2586.83,69,10,3.21,5549.67
BDL,atr_chandelier_stop,2025-05-23,1871.58,2025-07-25,1665.0,93,10,-11.04,-19211.94
APOLLO,atr_chandelier_stop,2025-06-06,188.55,2025-08-01,171.26,934,9,-9.17,-16148.86
SBFC,trend_reversal_23wma,2025-05-02,106.0,2025-08-08,100.73,1652,15,-4.97,-8706.04
BEL,atr_chandelier_stop,2025-05-23,370.46,2025-08-08,376.52,470,12,1.64,2848.2
NAZARA,trend_reversal_23wma,2025-05-23,312.0,2025-08-29,288.0,558,15,-7.69,-13392.0
GLENMARK,atr_chandelier_stop,2025-07-18,2164.79,2025-08-29,1936.15,83,7,-10.56,-18977.12
SMLMAH,atr_chandelier_stop,2025-07-18,2992.94,2025-09-12,3809.52,60,9,27.28,48994.8
NAVINFLUOR,trend_reversal_23wma,2025-02-07,4105.74,2025-10-03,4564.62,42,35,11.18,19272.96
STARCEMENT,atr_chandelier_stop,2025-08-22,290.96,2025-10-03,251.9,622,7,-13.42,-24295.32
NESCO,atr_chandelier_stop,2025-07-11,1190.48,2025-10-10,1292.68,152,14,8.58,15534.4
DATAMATICS,atr_chandelier_stop,2025-08-01,874.8,2025-10-24,846.0,204,13,-3.29,-5875.2
TATAINVEST,atr_chandelier_stop,2025-10-03,878.52,2025-10-31,840.66,204,5,-4.31,-7723.44
GABRIEL,trend_reversal_23wma,2025-07-11,942.97,2025-11-28,1027.9,193,21,9.01,16391.49
DYNAMATECH,atr_chandelier_stop,2025-11-21,9749.97,2025-12-12,8629.55,18,4,-11.49,-20167.56
M&MFIN,atr_chandelier_stop,2025-12-05,367.14,2026-01-16,338.88,489,7,-7.7,-13819.14
V2RETAIL,trend_reversal_23wma,2025-10-17,235.0,2026-01-23,204.43,764,15,-13.01,-23355.48
LUMAXTECH,atr_chandelier_stop,2025-06-06,805.07,2026-01-30,1353.6,218,35,68.13,119579.54
ANANDRATHI,trend_reversal_23wma,2025-07-25,1307.9,2026-01-30,1457.99,137,28,11.48,20562.33
AVANTIFEED,atr_chandelier_stop,2026-02-20,1380.3,2026-03-13,1128.6,129,4,-18.24,-32469.3
TMB,atr_chandelier_stop,2025-11-07,490.38,2026-03-20,590.23,364,20,20.36,36345.4
