date,nav,n_positions,invested_frac
2022-01-21,1500000.0,0,0.0
2022-01-28,1500000.0,0,0.0
2022-02-04,1500000.0,0,0.0
2022-02-11,1500000.0,0,0.0
2022-02-18,1500000.0,0,0.0
2022-02-25,1500000.0,0,0.0
2022-03-04,1500000.0,0,0.0
2022-03-11,1500000.0,0,0.0
2022-03-18,1500000.0,0,0.0
2022-03-25,1500000.0,0,0.0
2022-04-01,1500000.0,0,0.0
2022-04-08,1500000.0,0,0.0
2022-04-15,1500000.0,0,0.0
2022-04-22,1500000.0,0,0.0
2022-04-29,1500000.0,0,0.0
2022-05-06,1500000.0,0,0.0
2022-05-13,1500000.0,0,0.0
2022-05-20,1500000.0,0,0.0
2022-05-27,1500000.0,0,0.0
2022-06-03,1500000.0,0,0.0
2022-06-10,1500000.0,0,0.0
2022-06-17,1500000.0,0,0.0
2022-06-24,1500000.0,0,0.0
2022-07-01,1500000.0,0,0.0
2022-07-08,1500000.0,0,0.0
2022-07-15,1500000.0,0,0.0
2022-07-22,1500000.0,0,0.0
2022-07-29,1500000.0,0,0.0
2022-08-05,1500000.0,0,0.0
2022-08-12,1500000.0,0,0.0
2022-08-19,1500000.0,0,0.0
2022-08-26,1500000.0,0,0.0
2022-09-02,1500000.0,0,0.0
2022-09-09,1500000.0,0,0.0
2022-09-16,1500000.0,0,0.0
2022-09-23,1500000.0,0,0.0
2022-09-30,1500000.0,0,0.0
2022-10-07,1500000.0,0,0.0
2022-10-14,1500000.0,0,0.0
2022-10-21,1500000.0,0,0.0
2022-10-28,1500000.0,0,0.0
2022-11-04,1500000.0,0,0.0
2022-11-11,1500000.0,0,0.0
2022-11-18,1500000.0,0,0.0
2022-11-25,1500000.0,0,0.0
2022-12-02,1500000.0,0,0.0
2022-12-09,1500000.0,8,0.3198351266666667
2022-12-16,1543227.06,11,0.4588366406690666
2022-12-23,1418342.0899999999,4,0.15067857148623434
2022-12-30,1468120.5699999998,6,0.25941713356689783
2023-01-06,1450662.9699999997,8,0.3303833763675653
2023-01-13,1440232.4999999995,8,0.3255338703993973
2023-01-20,1433428.7199999997,8,0.3223325119368336
2023-01-27,1397188.8599999996,5,0.18839358624717348
2023-02-03,1397742.6599999997,4,0.1570693850039607
2023-02-10,1402891.2599999995,4,0.160162933797164
2023-02-17,1390752.8599999996,3,0.11921829159495669
2023-02-24,1386196.0399999996,4,0.1601160179335096
2023-03-03,1380439.1399999997,5,0.19644106874570363
2023-03-10,1384572.2599999998,4,0.16368583030834385
2023-03-17,1380401.0999999996,3,0.1248484226794661
2023-03-24,1376729.5299999998,2,0.08642457171671188
2023-03-31,1383213.9,2,0.0907073229961036
2023-04-07,1382350.4899999998,2,0.09013938281310986
2023-04-14,1380555.2699999998,2,0.08895623570362382
2023-04-21,1377859.9499999997,2,0.08717408471013324
2023-04-28,1376760.8699999999,3,0.12639147711977033
2023-05-05,1393829.7799999996,6,0.2484764316055868
2023-05-12,1389955.5899999994,9,0.37056568116683514
2023-05-19,1409737.3399999994,12,0.49889202055185694
2023-05-26,1395258.5499999996,11,0.4511112868650761
2023-06-02,1420510.1899999995,15,0.6195616168019183
2023-06-09,1423966.0299999998,20,0.8196977423681943
2023-06-16,1475339.0399999996,21,0.8656932510916273
