ticker,reason,entry_date,entry_price,exit_date,exit_price,shares,hold_weeks,pnl_pct,pnl_rs
POWERMECH,atr_chandelier_stop,2022-10-07,898.43,2022-10-28,903.92,66,4,0.61,362.34
TSFINV,atr_chandelier_stop,2022-10-07,91.92,2022-10-28,81.18,652,4,-11.68,-7002.48
SCHNEIDER,atr_chandelier_stop,2022-10-07,183.85,2022-11-25,158.95,326,8,-13.54,-8117.4
IRFC,atr_chandelier_stop,2022-11-25,26.05,2022-12-16,29.37,2454,4,12.74,8147.28
AXISCADES,atr_chandelier_stop,2022-11-11,325.0,2022-12-23,289.95,193,7,-10.78,-6764.65
TARIL,atr_chandelier_stop,2022-10-07,29.75,2022-12-30,24.49,2016,13,-17.68,-10604.16
MAZDOCK,atr_chandelier_stop,2022-10-07,234.05,2022-12-30,343.12,256,13,46.6,27921.92
COCHINSHIP,atr_chandelier_stop,2022-10-07,208.33,2022-12-30,238.39,288,13,14.43,8657.28
RITES,trend_reversal_23wma,2022-10-14,161.49,2022-12-30,136.05,380,12,-15.75,-9667.2
MIDHANI,trend_reversal_23wma,2022-10-14,233.77,2022-12-30,191.96,262,12,-17.89,-10954.22
GRSE,atr_chandelier_stop,2022-10-21,447.25,2022-12-30,380.74,135,11,-14.87,-8978.85
SOUTHBANK,atr_chandelier_stop,2022-11-04,12.9,2022-12-30,15.16,4726,9,17.52,10680.76
SJVN,trend_reversal_23wma,2022-11-04,32.91,2022-12-30,30.25,1852,9,-8.08,-4926.32
KTKBANK,atr_chandelier_stop,2022-11-11,130.07,2022-12-30,120.78,483,8,-7.14,-4487.07
RVNL,atr_chandelier_stop,2022-11-11,45.09,2022-12-30,59.19,1393,8,31.27,19641.3
GODFRYPHLP,atr_chandelier_stop,2022-11-11,513.43,2022-12-30,523.18,122,8,1.9,1189.5
REFEX,atr_chandelier_stop,2022-11-18,42.84,2022-12-30,44.82,1464,7,4.62,2898.72
UNIONBANK,atr_chandelier_stop,2022-11-18,59.11,2022-12-30,60.66,1061,7,2.62,1644.55
BANKINDIA,atr_chandelier_stop,2022-11-18,65.9,2022-12-30,68.84,952,7,4.46,2798.88
IRCON,atr_chandelier_stop,2022-11-25,53.79,2022-12-30,46.16,1188,6,-14.18,-9064.44
UCOBANK,atr_chandelier_stop,2022-12-02,20.33,2022-12-30,27.38,3268,5,34.68,23039.4
MAHABANK,atr_chandelier_stop,2022-12-02,24.35,2022-12-30,23.03,2729,5,-5.42,-3602.28
CENTRALBK,atr_chandelier_stop,2022-12-16,31.81,2022-12-30,28.29,2153,3,-11.07,-7578.56
IOB,stop_loss_20pct,2022-12-23,33.6,2022-12-30,26.8,2091,2,-20.24,-14218.8
SKIPPER,atr_chandelier_stop,2022-12-09,110.3,2023-02-03,100.78,624,9,-8.63,-5940.48
FACT,atr_chandelier_stop,2022-12-23,277.78,2023-02-03,293.98,252,7,5.83,4082.4
PFC,atr_chandelier_stop,2023-01-13,108.02,2023-02-03,92.64,571,4,-14.24,-8781.98
APOLLO,atr_chandelier_stop,2022-10-21,23.95,2023-02-10,29.99,2528,17,25.22,15269.12
NFL,stop_loss_20pct,2023-01-06,73.41,2023-02-10,55.36,845,6,-24.59,-15252.25
IOB,stop_loss_20pct,2023-01-06,32.4,2023-02-24,25.8,1915,8,-20.37,-12639.0
GICRE,atr_chandelier_stop,2023-01-06,164.66,2023-02-24,137.42,376,8,-16.54,-10242.24
HUDCO,trend_reversal_23wma,2022-12-09,46.94,2023-03-03,38.42,1468,13,-18.15,-12507.36
UCOBANK,atr_chandelier_stop,2022-12-30,27.38,2023-03-03,24.09,2169,10,-12.02,-7136.01
SHRIPISTON,atr_chandelier_stop,2023-01-13,615.64,2023-03-17,517.8,100,10,-15.89,-9784.0
JINDALSAW,atr_chandelier_stop,2023-02-17,68.55,2023-03-31,67.97,855,7,-0.85,-495.9
ZENTEC,atr_chandelier_stop,2023-03-03,265.4,2023-05-12,322.37,218,11,21.47,12419.46
RVNL,atr_chandelier_stop,2023-05-12,139.97,2023-05-19,121.73,418,2,-13.03,-7624.32
GVT&D,atr_chandelier_stop,2023-05-05,176.27,2023-06-02,190.42,328,5,8.03,4641.2
DATAMATICS,atr_chandelier_stop,2023-05-12,435.38,2023-07-28,542.88,134,12,24.69,14405.0
JINDALSAW,atr_chandelier_stop,2023-07-28,185.34,2023-08-04,158.71,360,2,-14.37,-9586.8
EDELWEISS,atr_chandelier_stop,2023-06-16,45.75,2023-08-11,42.13,1309,9,-7.91,-4738.58
OLECTRA,atr_chandelier_stop,2023-06-23,930.1,2023-08-11,1145.98,66,8,23.21,14248.08
CHOLAFIN,atr_chandelier_stop,2023-05-12,985.31,2023-08-18,1034.26,59,15,4.97,2888.05
THANGAMAYL,atr_chandelier_stop,2023-06-09,737.91,2023-08-18,1085.12,80,11,47.05,27776.8
STYRENIX,atr_chandelier_stop,2023-06-16,903.33,2023-08-18,931.21,66,10,3.09,1840.08
SUBROS,atr_chandelier_stop,2023-06-30,467.29,2023-08-18,397.68,130,8,-14.9,-9049.3
JBMA,atr_chandelier_stop,2023-07-07,670.51,2023-08-18,601.19,93,7,-10.34,-6446.76
LLOYDSENGG,stop_loss_20pct,2023-08-11,55.95,2023-08-25,40.98,1265,3,-26.76,-18937.05
TEXRAIL,atr_chandelier_stop,2023-08-04,103.87,2023-10-06,127.8,670,10,23.04,16033.1
ZENTEC,atr_chandelier_stop,2023-08-18,793.17,2023-10-27,718.06,90,11,-9.47,-6759.9
GLENMARK,atr_chandelier_stop,2023-05-05,559.18,2023-11-03,736.74,103,27,31.75,18288.68
FORCEMOT,atr_chandelier_stop,2023-06-16,2167.82,2023-11-03,3336.98,27,21,53.93,31567.32
HEG,trend_reversal_23wma,2023-06-23,304.28,2023-11-03,308.91,203,20,1.52,939.89
CHOLAHLDNG,atr_chandelier_stop,2023-05-19,783.7,2023-12-01,1035.15,75,29,32.08,18858.75
APOLLO,atr_chandelier_stop,2023-11-17,122.74,2023-12-08,128.83,802,4,4.96,4884.18
KIRLOSBROS,trend_reversal_23wma,2023-05-26,554.75,2024-01-05,879.2,107,33,58.49,34716.15
INOXWIND,atr_chandelier_stop,2024-01-05,126.0,2024-01-19,110.74,930,3,-12.11,-14191.8
ICIL,trend_reversal_23wma,2023-06-09,191.57,2024-02-16,257.25,311,37,34.29,20426.48
ASHAPURMIN,atr_chandelier_stop,2023-08-18,208.66,2024-02-16,384.38,343,27,84.21,60271.96
JYOTHYLAB,atr_chandelier_stop,2023-08-18,308.81,2024-02-16,430.3,232,27,39.34,28185.68
CREDITACC,trend_reversal_23wma,2023-05-26,1213.82,2024-02-23,1549.66,49,40,27.67,16456.16
IFCI,atr_chandelier_stop,2023-10-06,24.4,2024-03-01,46.85,3449,22,92.01,77430.05
WEBELSOLAR,atr_chandelier_stop,2024-02-16,47.0,2024-03-08,40.19,3176,4,-14.49,-21628.56
NH,trend_reversal_23wma,2023-06-09,936.37,2024-03-15,1180.85,63,41,26.11,15402.24
SUZLON,atr_chandelier_stop,2023-06-16,14.15,2024-03-15,41.5,4232,40,193.29,115745.2
HBLENGINE,atr_chandelier_stop,2023-08-18,223.09,2024-03-15,457.9,321,31,105.25,75374.01
JAIBALAJI,atr_chandelier_stop,2023-05-19,16.24,2024-03-22,201.21,3623,45,1138.98,670146.31
AURIONPRO,trend_reversal_23wma,2023-05-26,355.56,2024-03-22,897.42,167,44,152.4,90490.62
KPIGREEN,atr_chandelier_stop,2023-07-07,181.12,2024-03-22,498.48,345,38,175.22,109489.2
BANCOINDIA,trend_reversal_23wma,2023-08-25,216.61,2024-03-22,271.26,330,31,25.23,18034.5
CUPID,atr_chandelier_stop,2023-11-03,6.05,2024-03-22,20.22,15014,21,234.21,212748.38
MCX,atr_chandelier_stop,2023-11-10,508.39,2024-03-22,640.71,185,20,26.03,24479.2
NIACL,atr_chandelier_stop,2023-12-08,230.94,2024-03-22,226.26,463,16,-2.03,-2166.84
TATAINVEST,stop_loss_20pct,2024-03-15,957.25,2024-03-22,713.0,157,2,-25.52,-38347.25
IOB,atr_chandelier_stop,2024-02-16,71.5,2024-03-29,59.5,2088,7,-16.78,-25056.0
TATACHEM,atr_chandelier_stop,2024-03-15,1171.73,2024-03-29,1009.42,129,3,-13.85,-20937.99
SONATSOFTW,trend_reversal_23wma,2023-03-10,379.17,2024-04-05,692.74,152,57,82.7,47662.64
MSTCLTD,atr_chandelier_stop,2024-01-19,700.46,2024-04-05,765.53,185,12,9.29,12037.95
TORNTPOWER,atr_chandelier_stop,2023-06-16,649.8,2024-05-17,1289.27,92,49,98.41,58831.24
ELECTCAST,trend_reversal_23wma,2023-06-16,52.89,2024-06-07,171.17,1132,52,223.63,133892.96
SHRIRAMFIN,trend_reversal_23wma,2023-06-30,318.31,2024-06-07,474.05,191,50,48.93,29746.34
HERITGFOOD,atr_chandelier_stop,2024-06-14,701.75,2024-06-21,571.03,204,2,-18.63,-26666.88
SCHAEFFLER,atr_chandelier_stop,2024-05-24,4346.69,2024-07-19,3880.46,32,9,-10.73,-14919.36
ANANDRATHI,trend_reversal_23wma,2023-08-18,351.34,2024-07-26,846.75,203,50,141.01,100568.23
CUMMINSIND,atr_chandelier_stop,2024-03-01,2697.02,2024-07-26,3444.94,56,22,27.73,41883.52
HINDZINC,atr_chandelier_stop,2024-04-19,387.58,2024-07-26,586.84,355,15,51.41,70737.3
SIEMENS,atr_chandelier_stop,2024-05-24,4207.67,2024-07-26,3894.14,33,10,-7.45,-10346.49
TIMKEN,atr_chandelier_stop,2024-05-24,4109.29,2024-07-26,3844.66,34,10,-6.44,-8997.42
UNOMINDA,atr_chandelier_stop,2024-06-14,965.62,2024-07-26,947.7,148,7,-1.86,-2652.16
GRSE,atr_chandelier_stop,2024-05-31,1454.91,2024-08-02,2217.38,99,10,52.41,75484.53
BDL,atr_chandelier_stop,2024-05-31,1567.2,2024-08-02,1414.45,92,10,-9.75,-14053.0
AEGISLOG,atr_chandelier_stop,2024-05-03,624.46,2024-08-09,718.41,221,15,15.04,20762.95
ABCAPITAL,trend_reversal_23wma,2024-05-03,233.0,2024-08-09,204.0,593,15,-12.45,-17197.0
JKPAPER,atr_chandelier_stop,2024-07-05,534.82,2024-08-09,482.95,282,6,-9.7,-14627.34
CARBORUNIV,atr_chandelier_stop,2024-05-24,1742.75,2024-08-16,1497.53,81,13,-14.07,-19862.82
RVNL,atr_chandelier_stop,2024-07-19,629.26,2024-08-16,517.63,243,5,-17.74,-27126.09
HONAUT,atr_chandelier_stop,2024-05-24,52011.93,2024-08-23,51700.62,2,14,-0.6,-622.62
