ticker,reason,entry_date,entry_price,exit_date,exit_price,shares,hold_days,pnl_pct,pnl_rs
MAPMYINDIA,signal_reversal,2022-05-02,1456.39,2022-05-05,1429.92,40,3,-1.82,-1058.8
MOIL,signal_reversal,2022-02-17,158.73,2022-05-09,156.94,365,53,-1.13,-653.35
TRIVENI,signal_reversal,2022-03-15,320.92,2022-05-09,275.17,175,36,-14.26,-8006.25
RHIM,signal_reversal,2022-03-17,571.23,2022-05-09,549.69,98,34,-3.77,-2110.92
NMDC,signal_reversal,2022-03-21,33.06,2022-05-09,32.68,1699,33,-1.15,-645.62
PVRINOX,signal_reversal,2022-04-22,1771.0,2022-05-09,1685.0,33,11,-4.86,-2838.0
GNFC,signal_reversal,2022-03-28,686.4,2022-05-10,692.62,82,29,0.91,510.04
HSCL,signal_reversal,2022-04-19,76.69,2022-05-10,62.2,780,15,-18.89,-11302.2
DEEPAKFERT,signal_reversal,2022-03-25,532.04,2022-05-11,550.35,106,31,3.44,1940.86
GAEL,signal_reversal,2022-04-08,126.75,2022-05-11,133.68,461,21,5.47,3194.73
ADANIENSOL,signal_reversal,2022-04-22,2694.0,2022-05-12,2300.0,22,14,-14.63,-8668.0
RENUKA,signal_reversal,2022-03-22,37.35,2022-05-13,43.0,1503,36,15.13,8491.95
LINDEINDIA,signal_reversal,2022-04-11,3903.91,2022-05-13,3214.28,15,22,-17.67,-10344.45
COLPAL,signal_reversal,2022-05-23,1446.81,2022-06-08,1381.31,38,13,-4.53,-2489.0
SHARDACROP,signal_reversal,2022-02-09,578.77,2022-06-16,611.49,100,87,5.65,3272.0
ADANIPOWER,signal_reversal,2022-04-08,44.19,2022-06-21,49.67,1322,50,12.4,7244.56
CREDITACC,signal_reversal,2022-05-06,972.29,2022-06-21,887.96,58,33,-8.67,-4891.14
GHCL,signal_reversal,2022-06-15,563.38,2022-06-21,499.29,97,5,-11.38,-6216.73
SUMICHEM,signal_reversal,2022-06-17,414.9,2022-06-21,411.43,131,3,-0.84,-454.57
AWL,signal_reversal,2022-06-20,575.99,2022-06-21,552.12,94,2,-4.14,-2243.78
BDL,signal_reversal,2022-06-17,397.03,2022-07-01,330.21,136,11,-16.83,-9087.52
MRPL,hard_stop_20pct,2022-06-20,88.23,2022-07-07,67.45,615,14,-23.55,-12779.7
CHENNPETRO,signal_reversal,2022-06-17,263.78,2022-07-08,228.25,206,16,-13.47,-7319.18
ANANDRATHI,signal_reversal,2022-06-22,155.66,2022-08-03,160.49,341,31,3.1,1647.03
HBLENGINE,signal_reversal,2022-06-27,88.08,2022-08-03,84.92,603,28,-3.59,-1905.48
MAXHEALTH,signal_reversal,2022-07-13,367.37,2022-08-08,377.41,147,19,2.73,1475.88
COROMANDEL,signal_reversal,2022-06-17,887.92,2022-08-24,1019.89,61,47,14.86,8050.17
TIMETECHNO,signal_reversal,2022-07-20,54.85,2022-08-25,52.8,1003,25,-3.74,-2056.15
BRITANNIA,signal_reversal,2022-07-18,3637.14,2022-09-07,3392.15,14,35,-6.74,-3429.86
BAJAJ-AUTO,signal_reversal,2022-08-24,3749.4,2022-09-07,3624.02,15,10,-3.34,-1880.7
AJANTPHARM,signal_reversal,2022-08-29,1241.73,2022-09-19,1210.41,46,15,-2.52,-1440.72
GESHIP,signal_reversal,2022-04-12,313.51,2022-09-27,421.66,191,115,34.5,20656.65
ELECON,signal_reversal,2022-07-18,154.69,2022-09-27,161.35,349,49,4.31,2324.34
TIMETECHNO,signal_reversal,2022-08-29,56.07,2022-09-27,51.49,1036,21,-8.17,-4744.88
MAHSEAMLES,signal_reversal,2022-08-30,393.97,2022-09-27,357.1,147,20,-9.36,-5419.89
ENDURANCE,signal_reversal,2022-08-11,1397.78,2022-10-10,1327.33,40,40,-5.04,-2818.0
VBL,signal_reversal,2022-04-19,142.21,2022-10-18,198.01,420,126,39.24,23436.0
SCHAEFFLER,signal_reversal,2022-06-09,2195.58,2022-10-21,2865.6,25,93,30.52,16750.5
AIAENG,signal_reversal,2022-07-21,2381.72,2022-10-24,2589.33,23,64,8.72,4775.03
TDPOWERSYS,signal_reversal,2022-08-12,113.79,2022-11-09,110.07,502,59,-3.27,-1867.44
ETHOSLTD,signal_reversal,2022-10-06,980.05,2022-11-14,910.0,61,26,-7.15,-4273.05
SUNTV,signal_reversal,2022-10-06,477.2,2022-11-15,458.09,125,27,-4.0,-2388.75
EICHERMOT,signal_reversal,2022-08-25,3301.99,2022-11-18,3297.12,17,58,-0.15,-82.79
CHALET,signal_reversal,2022-04-22,286.63,2022-11-21,318.7,209,145,11.19,6702.63
M&M,signal_reversal,2022-07-04,1051.13,2022-11-21,1174.73,51,95,11.76,6303.6
PRAJIND,signal_reversal,2022-10-03,398.33,2022-11-23,372.19,148,35,-6.56,-3868.72
MAHSCOOTER,signal_reversal,2022-10-03,4709.6,2022-12-05,4705.78,12,43,-0.08,-45.84
PHOENIXLTD,signal_reversal,2022-06-29,584.59,2022-12-06,721.31,92,109,23.39,12578.24
APLAPOLLO,signal_reversal,2022-10-18,1113.27,2022-12-06,1135.09,54,34,1.96,1178.28
CHOICEIN,signal_reversal,2022-08-18,109.0,2022-12-12,127.97,529,79,17.4,10035.13
ANANDRATHI,signal_reversal,2022-08-11,166.2,2022-12-13,169.83,344,84,2.18,1248.72
APARINDS,signal_reversal,2022-09-07,1201.6,2022-12-14,1682.06,49,68,39.99,23542.54
GMMPFAUDLR,signal_reversal,2022-11-21,1930.02,2022-12-19,1635.36,32,21,-15.27,-9429.12
AMBUJACEM,signal_reversal,2022-07-15,361.65,2022-12-22,534.12,148,109,47.69,25525.56
POWERMECH,signal_reversal,2022-11-14,906.42,2022-12-22,1018.19,69,29,12.33,7712.13
ITC,signal_reversal,2022-06-17,213.92,2022-12-23,273.31,254,130,27.76,15085.06
ESCORTS,signal_reversal,2022-10-21,1930.63,2022-12-23,2002.75,31,44,3.74,2235.72
TRITURBINE,signal_reversal,2022-10-24,287.42,2022-12-23,253.7,212,43,-11.73,-7148.64
DYNAMATECH,signal_reversal,2022-11-21,2369.84,2022-12-23,2330.02,26,25,-1.68,-1035.32
THOMASCOOK,signal_reversal,2022-12-13,83.44,2022-12-23,69.32,785,9,-16.92,-11084.2
BLS,signal_reversal,2022-06-17,102.99,2022-12-26,151.52,527,131,47.12,25575.31
KTKBANK,signal_reversal,2022-07-20,62.69,2022-12-26,120.78,878,108,92.66,51003.02
CEMPRO,signal_reversal,2022-09-07,108.02,2022-12-26,113.34,549,76,4.93,2920.68
NMDC,signal_reversal,2022-11-10,31.95,2022-12-26,31.57,1995,33,-1.19,-758.1
UNITDSPR,signal_reversal,2022-12-01,910.48,2022-12-26,849.46,70,18,-6.7,-4271.4
TRIVENI,signal_reversal,2022-12-06,286.6,2022-12-26,254.45,229,15,-11.22,-7362.35
NESCO,signal_reversal,2022-12-14,627.91,2022-12-26,569.58,105,9,-9.29,-6124.65
JUBLINGREA,signal_reversal,2022-12-26,498.4,2022-12-27,501.73,120,2,0.67,399.6
NH,signal_reversal,2022-11-18,741.37,2023-01-05,723.7,84,35,-2.38,-1484.28
GESHIP,signal_reversal,2023-01-13,560.77,2023-01-16,540.21,111,2,-3.67,-2282.16
NEULANDLAB,signal_reversal,2022-12-06,1696.63,2023-01-19,1599.89,38,33,-5.7,-3676.12
GLENMARK,signal_reversal,2022-11-17,423.31,2023-01-27,396.29,149,51,-6.38,-4025.98
ABCAPITAL,signal_reversal,2023-01-17,147.5,2023-01-27,137.5,420,8,-6.78,-4200.0
MAHABANK,signal_reversal,2023-01-13,27.62,2023-01-30,24.53,2253,11,-11.19,-6961.77
SCI,signal_reversal,2023-01-13,131.72,2023-01-30,121.74,472,11,-7.58,-4710.56
ABBOTINDIA,signal_reversal,2023-01-13,20734.63,2023-01-31,19662.49,3,12,-5.17,-3216.42
KEC,signal_reversal,2022-12-13,485.62,2023-02-01,437.89,134,36,-9.83,-6395.82
NIACL,signal_reversal,2023-01-16,125.73,2023-02-02,103.77,495,13,-17.47,-10870.2
PRUDENT,signal_reversal,2023-01-13,1056.95,2023-02-03,898.17,58,15,-15.02,-9209.24
PETRONET,signal_reversal,2023-02-01,192.82,2023-02-03,187.13,315,3,-2.95,-1792.35
HCC,hard_stop_20pct,2023-01-13,19.15,2023-02-06,14.75,3250,16,-22.98,-14300.0
GICRE,signal_reversal,2023-01-17,167.88,2023-02-06,142.7,369,14,-15.0,-9291.42
IRFC,signal_reversal,2023-01-13,31.08,2023-02-07,28.8,2002,17,-7.34,-4564.56
ENGINERSIN,signal_reversal,2023-02-03,79.35,2023-02-07,72.66,740,3,-8.43,-4950.6
UCOBANK,signal_reversal,2023-01-17,31.67,2023-02-08,26.17,1960,16,-17.37,-10780.0
JWL,signal_reversal,2022-10-10,75.15,2023-02-10,94.32,813,87,25.51,15585.21
LUPIN,signal_reversal,2023-01-05,719.52,2023-02-14,663.18,86,28,-7.83,-4845.24
JYOTHYLAB,signal_reversal,2022-08-29,177.06,2023-02-21,187.86,328,122,6.1,3542.4
J&KBANK,signal_reversal,2023-02-01,53.16,2023-02-21,46.52,1144,15,-12.49,-7596.16
REDINGTON,signal_reversal,2023-02-01,167.37,2023-02-23,152.68,363,17,-8.78,-5332.47
IOC,signal_reversal,2023-02-03,65.52,2023-02-23,64.53,896,15,-1.51,-887.04
PNCINFRA,signal_reversal,2023-02-15,332.43,2023-02-23,306.06,175,7,-7.93,-4614.75
COHANCE,signal_reversal,2023-02-16,482.0,2023-02-24,479.7,120,7,-0.48,-276.0
PRICOLLTD,signal_reversal,2023-01-05,190.6,2023-02-28,188.16,325,38,-1.28,-793.0
JINDALSTEL,signal_reversal,2023-01-13,600.57,2023-02-28,551.03,103,32,-8.25,-5102.62
SHRIPISTON,signal_reversal,2023-01-17,652.26,2023-02-28,561.27,95,30,-13.95,-8644.05
GRAVITA,signal_reversal,2023-01-17,453.31,2023-03-03,444.64,136,33,-1.91,-1179.12
BRITANNIA,signal_reversal,2022-12-26,4066.34,2023-03-08,4070.44,14,51,0.1,57.4
TI,signal_reversal,2022-12-14,103.28,2023-03-10,105.07,642,61,1.73,1149.18
M&MFIN,signal_reversal,2023-02-20,240.98,2023-03-14,217.57,240,16,-9.71,-5618.4
PNBHOUSING,signal_reversal,2022-09-19,339.74,2023-03-15,438.27,179,123,29.0,17636.87
SUPREMEIND,signal_reversal,2023-02-02,2429.83,2023-03-15,2465.8,24,29,1.48,863.28
CYIENT,signal_reversal,2023-02-27,909.13,2023-03-21,898.57,62,16,-1.16,-654.72
CARBORUNIV,signal_reversal,2023-03-10,982.26,2023-03-27,918.29,58,12,-6.51,-3710.26
LLOYDSENGG,signal_reversal,2023-03-14,18.8,2023-03-27,17.13,2998,10,-8.88,-5006.66
GODREJCP,signal_reversal,2023-02-28,873.97,2023-03-29,912.28,64,21,4.38,2451.84
AEGISLOG,signal_reversal,2023-03-09,378.23,2023-05-16,350.25,152,44,-7.4,-4252.96
APLAPOLLO,signal_reversal,2023-04-18,1177.85,2023-05-16,1145.83,48,20,-2.72,-1536.96
ZYDUSLIFE,signal_reversal,2023-03-14,455.12,2023-05-22,473.42,123,45,4.02,2250.9
SWSOLAR,signal_reversal,2023-05-16,289.3,2023-05-22,286.8,213,5,-0.86,-532.5
MARKSANS,signal_reversal,2023-01-30,62.2,2023-05-23,71.15,956,76,14.39,8556.2
SIEMENS,signal_reversal,2023-03-24,1942.25,2023-05-23,1981.06,29,38,2.0,1125.49
NCC,signal_reversal,2023-05-23,106.63,2023-05-24,98.97,592,2,-7.18,-4534.72
FINCABLES,signal_reversal,2023-04-18,844.45,2023-05-26,831.92,67,28,-1.48,-839.51
ASHAPURMIN,signal_reversal,2023-04-18,135.33,2023-05-29,129.69,421,29,-4.17,-2374.44
OIL,signal_reversal,2023-01-19,133.95,2023-06-05,152.84,462,91,14.1,8727.18
HGINFRA,signal_reversal,2023-04-18,873.27,2023-06-14,851.31,65,41,-2.51,-1427.4
CHOICEIN,signal_reversal,2023-04-21,161.43,2023-07-03,181.25,353,50,12.28,6996.46
CERA,signal_reversal,2023-04-18,6218.41,2023-07-12,7075.02,9,60,13.78,7709.49
ADANIGREEN,signal_reversal,2023-07-03,955.85,2023-07-18,968.0,76,12,1.27,923.4
PGEL,signal_reversal,2023-05-29,159.15,2023-07-21,152.25,399,39,-4.34,-2753.1
KPITTECH,signal_reversal,2023-04-18,846.05,2023-07-24,989.85,67,68,17.0,9634.6
JBMA,signal_reversal,2023-06-05,401.74,2023-08-14,601.19,166,50,49.65,33108.7
FACT,signal_reversal,2023-07-24,487.39,2023-08-16,415.13,165,17,-14.83,-11922.9
IONEXCHANG,signal_reversal,2023-05-23,400.16,2023-08-23,454.93,157,65,13.69,8598.89
DYNAMATECH,signal_reversal,2023-05-23,3425.17,2023-09-13,3647.95,18,80,6.5,4010.04
TDPOWERSYS,signal_reversal,2023-03-10,152.93,2023-09-20,245.9,377,131,60.79,35049.69
BECTORFOOD,signal_reversal,2023-04-18,116.84,2023-09-20,183.94,487,108,57.43,32677.7
ZENTEC,signal_reversal,2023-04-18,311.7,2023-09-21,685.52,182,109,119.93,68035.24
USHAMART,signal_reversal,2023-06-16,279.27,2023-09-22,315.94,250,68,13.13,9167.5
TIPSMUSIC,signal_reversal,2023-08-14,299.44,2023-09-27,280.46,283,31,-6.34,-5371.34
VGUARD,signal_reversal,2023-08-24,308.4,2023-10-05,295.15,282,29,-4.3,-3736.5
SHILPAMED,signal_reversal,2023-10-05,176.94,2023-10-10,168.02,512,4,-5.04,-4567.04
ULTRACEMCO,signal_reversal,2023-05-23,7396.23,2023-10-20,8263.56,8,105,11.73,6938.64
GRSE,signal_reversal,2023-09-20,795.26,2023-10-23,741.39,112,23,-6.77,-6033.44
GMRAIRPORT,signal_reversal,2023-09-25,58.65,2023-10-23,54.55,1508,20,-6.99,-6182.8
MAZDOCK,signal_reversal,2023-07-21,895.03,2023-10-25,945.23,89,65,5.61,4467.8
BEML,signal_reversal,2023-08-16,948.82,2023-10-25,1054.31,89,48,11.12,9388.61
RENUKA,signal_reversal,2023-09-25,55.0,2023-10-25,49.0,1608,21,-10.91,-9648.0
KNRCON,signal_reversal,2023-09-28,281.44,2023-10-25,264.47,323,18,-6.03,-5481.31
RKFORGE,signal_reversal,2023-01-13,265.71,2023-10-27,607.4,234,194,128.6,79955.46
UJJIVANSFB,signal_reversal,2023-07-18,41.09,2023-10-31,50.23,1922,72,22.24,17567.08
APTUS,signal_reversal,2023-10-25,272.71,2023-11-03,282.33,325,8,3.53,3126.5
GODFRYPHLP,signal_reversal,2023-11-08,675.0,2023-11-28,650.19,142,13,-3.68,-3523.02
SAFARI,signal_reversal,2023-04-18,1112.52,2023-12-07,2050.02,51,160,84.27,47812.5
INDIANB,signal_reversal,2023-09-20,383.72,2023-12-15,419.57,233,59,9.34,8353.05
JINDALSAW,signal_reversal,2023-02-17,71.05,2023-12-21,198.62,819,207,179.55,104479.83
PRICOLLTD,signal_reversal,2023-11-01,353.7,2023-12-26,377.12,259,37,6.62,6065.78
APARINDS,signal_reversal,2023-05-24,2728.03,2024-01-15,5207.08,23,161,90.87,57018.15
KSB,signal_reversal,2023-11-02,593.37,2024-01-15,689.89,154,50,16.27,14864.08
360ONE,signal_reversal,2023-12-26,638.8,2024-01-24,600.99,174,21,-5.92,-6578.94
CYIENT,signal_reversal,2023-04-06,993.18,2024-01-25,1971.06,57,199,98.46,55739.16
SOLARINDS,signal_reversal,2023-11-01,5534.21,2024-01-31,6337.76,16,61,14.52,12856.8
KALYANKJIL,signal_reversal,2024-01-16,384.21,2024-02-02,334.42,323,12,-12.96,-16082.17
ZFCVINDIA,signal_reversal,2024-01-24,2864.53,2024-02-02,2571.76,42,7,-10.22,-12296.34
ASHAPURMIN,signal_reversal,2023-11-02,294.52,2024-02-07,399.36,311,65,35.6,32605.24
TIINDIA,signal_reversal,2024-02-05,3632.22,2024-02-07,3587.37,35,3,-1.23,-1569.75
NEWGEN,signal_reversal,2023-03-01,218.39,2024-02-13,742.13,260,234,239.82,136172.4
RCF,signal_reversal,2023-12-07,146.04,2024-02-13,145.95,740,46,-0.06,-66.6
AURIONPRO,signal_reversal,2023-12-15,973.94,2024-02-13,1065.3,113,40,9.38,10323.68
INOXGREEN,signal_reversal,2024-01-25,128.9,2024-02-14,108.45,971,14,-15.87,-19856.95
RECLTD,signal_reversal,2023-02-09,99.47,2024-02-29,382.16,589,260,284.2,166504.41
PFC,signal_reversal,2023-05-26,119.47,2024-02-29,353.69,531,190,196.05,124370.82
NETWORK18,signal_reversal,2023-11-28,84.0,2024-03-04,105.5,1204,67,25.6,25886.0
MAXHEALTH,signal_reversal,2024-01-15,721.63,2024-03-04,765.43,169,34,6.07,7402.2
