ticker,reason,entry_date,entry_price,exit_date,exit_price,shares,hold_weeks,pnl_pct,pnl_rs
TIMETECHNO,trend_reversal_23wma,2022-01-28,42.37,2022-02-18,35.97,1416,4,-15.11,-9062.4
SHARDACROP,atr_chandelier_stop,2022-02-04,555.13,2022-02-18,498.51,107,3,-10.2,-6058.34
RPOWER,stop_loss_20pct,2022-02-11,18.1,2022-02-25,13.85,3320,3,-23.48,-14110.0
SUMICHEM,trend_reversal_23wma,2022-02-11,412.55,2022-02-25,365.91,145,3,-11.31,-6762.8
NLCINDIA,trend_reversal_23wma,2022-02-18,66.18,2022-02-25,56.56,883,2,-14.54,-8494.46
ELECTCAST,trend_reversal_23wma,2022-01-28,41.54,2022-03-04,34.91,1444,6,-15.96,-9573.72
MMTC,stop_loss_20pct,2022-02-04,56.8,2022-03-04,44.1,1053,5,-22.36,-13373.1
DBREALTY,atr_chandelier_stop,2022-02-11,95.15,2022-03-04,87.4,631,4,-8.15,-4890.25
DCMSHRIRAM,trend_reversal_23wma,2022-02-11,1153.44,2022-03-04,952.26,52,4,-17.44,-10461.36
DEEPAKFERT,atr_chandelier_stop,2022-02-11,626.94,2022-03-04,512.39,95,4,-18.27,-10882.25
TARIL,stop_loss_20pct,2022-02-11,21.56,2022-03-11,16.37,2787,5,-24.07,-14464.53
CCL,trend_reversal_23wma,2022-02-11,489.09,2022-03-11,378.99,122,5,-22.51,-13432.2
SCHNEIDER,trend_reversal_23wma,2022-02-18,128.5,2022-03-11,106.15,454,4,-17.39,-10146.9
PATANJALI,trend_reversal_23wma,2022-03-25,274.79,2022-04-01,282.14,209,2,2.67,1536.15
INTELLECT,atr_chandelier_stop,2022-04-01,842.48,2022-05-06,755.85,69,6,-10.28,-5977.47
TATAELXSI,atr_chandelier_stop,2022-01-28,6909.04,2022-05-13,7092.33,8,16,2.65,1466.32
POWERINDIA,trend_reversal_23wma,2022-01-28,3024.08,2022-05-13,2983.43,19,16,-1.34,-772.35
NMDC,atr_chandelier_stop,2022-02-11,31.79,2022-05-13,32.68,1890,14,2.8,1682.1
CIPLA,trend_reversal_23wma,2022-03-18,1002.69,2022-05-13,896.9,56,9,-10.55,-5924.24
USHAMART,atr_chandelier_stop,2022-03-25,108.63,2022-05-13,122.09,530,8,12.39,7133.8
CUMMINSIND,atr_chandelier_stop,2022-04-01,1026.53,2022-05-13,946.4,57,7,-7.81,-4567.41
RHIM,atr_chandelier_stop,2022-01-28,435.37,2022-05-20,544.53,137,17,25.07,14954.92
ADANIGREEN,atr_chandelier_stop,2022-01-28,1946.25,2022-05-20,2234.0,30,17,14.78,8632.5
GNFC,trend_reversal_23wma,2022-02-18,491.05,2022-05-20,549.43,119,14,11.89,6947.22
SARDAEN,atr_chandelier_stop,2022-03-18,108.91,2022-05-20,89.3,516,10,-18.01,-10118.76
BSE,stop_loss_20pct,2022-03-18,286.41,2022-05-20,222.62,196,10,-22.27,-12502.84
BDL,atr_chandelier_stop,2022-03-25,293.11,2022-05-20,330.45,196,9,12.74,7318.64
LINDEINDIA,atr_chandelier_stop,2022-03-25,3242.88,2022-05-20,3048.72,17,9,-5.99,-3300.72
JINDALSTEL,atr_chandelier_stop,2022-04-01,522.98,2022-05-20,450.59,112,8,-13.84,-8107.68
GOKULAGRO,stop_loss_20pct,2022-05-06,63.63,2022-05-20,49.99,1085,3,-21.44,-14799.4
CHENNPETRO,atr_chandelier_stop,2022-03-18,103.09,2022-06-03,225.57,545,12,118.81,66751.6
SPLPETRO,trend_reversal_23wma,2022-03-25,393.89,2022-06-03,345.46,146,11,-12.3,-7070.78
KOTAKBANK,trend_reversal_23wma,2022-06-03,386.96,2022-06-17,346.72,160,3,-10.4,-6438.4
GAEL,trend_reversal_23wma,2022-02-04,106.3,2022-06-24,121.55,563,21,14.35,8585.75
ADANIPOWER,atr_chandelier_stop,2022-02-18,24.4,2022-06-24,53.07,2396,19,117.5,68693.32
GOKEX,stop_loss_20pct,2022-05-13,472.03,2022-06-24,368.47,140,7,-21.94,-14498.4
NAVA,atr_chandelier_stop,2022-05-27,94.85,2022-06-24,76.93,684,5,-18.89,-12257.28
JKPAPER,trend_reversal_23wma,2022-03-18,250.86,2022-07-01,270.11,224,16,7.67,4312.0
OIL,atr_chandelier_stop,2022-06-17,164.16,2022-07-01,132.79,376,3,-19.11,-11795.12
KEC,trend_reversal_23wma,2022-07-22,462.21,2022-08-19,387.29,135,5,-16.21,-10114.2
VOLTAMP,atr_chandelier_stop,2022-06-10,2204.98,2022-08-26,2667.09,28,12,20.96,12939.08
CREDITACC,trend_reversal_23wma,2022-02-18,730.26,2022-09-09,1002.05,80,30,37.22,21743.2
TATAELXSI,atr_chandelier_stop,2022-08-19,9955.78,2022-09-09,8360.76,6,4,-16.02,-9570.12
TIMKEN,atr_chandelier_stop,2022-06-10,2451.07,2022-09-23,2869.9,25,16,17.09,10470.75
M&MFIN,atr_chandelier_stop,2022-07-29,192.96,2022-09-30,174.42,335,10,-9.61,-6210.9
JAMNAAUTO,trend_reversal_23wma,2022-07-08,119.25,2022-10-07,105.28,504,14,-11.71,-7040.88
COROMANDEL,trend_reversal_23wma,2022-03-25,823.88,2022-10-21,932.92,69,31,13.23,7523.76
ATGL,atr_chandelier_stop,2022-07-22,2828.12,2022-10-21,3042.83,22,14,7.59,4723.62
ADANIPOWER,stop_loss_20pct,2022-08-26,84.03,2022-10-21,66.0,814,9,-21.46,-14676.42
WELCORP,trend_reversal_23wma,2022-09-30,267.88,2022-10-28,218.33,270,5,-18.5,-13378.5
KPIGREEN,trend_reversal_23wma,2022-06-24,82.6,2022-11-04,83.66,717,20,1.28,760.02
ABB,atr_chandelier_stop,2022-07-15,2519.14,2022-11-04,2869.88,24,17,13.92,8417.76
LUMAXTECH,atr_chandelier_stop,2022-07-15,205.65,2022-11-11,234.99,299,18,14.27,8772.66
DBREALTY,atr_chandelier_stop,2022-09-23,114.2,2022-11-11,100.8,623,8,-11.73,-8348.2
BBOX,trend_reversal_23wma,2022-10-21,164.64,2022-11-18,140.69,437,5,-14.55,-10466.15
PCJEWELLER,atr_chandelier_stop,2022-07-15,3.09,2022-11-25,7.9,19932,20,155.66,95872.92
EIHOTEL,atr_chandelier_stop,2022-09-09,188.66,2022-11-25,163.24,380,12,-13.47,-9659.6
SIEMENS,trend_reversal_23wma,2022-07-15,1538.96,2022-12-02,1602.36,40,21,4.12,2536.0
ASAHIINDIA,trend_reversal_23wma,2022-07-01,537.57,2022-12-16,575.88,109,25,7.13,4175.79
MAHSEAMLES,trend_reversal_23wma,2022-07-29,357.24,2022-12-16,364.19,181,21,1.95,1257.95
AXISCADES,atr_chandelier_stop,2022-11-11,325.0,2022-12-23,289.95,221,7,-10.78,-7746.05
LEMONTREE,trend_reversal_23wma,2022-04-01,62.1,2022-12-30,72.15,947,40,16.18,9517.35
CASTROLIND,trend_reversal_23wma,2022-07-22,90.54,2022-12-30,95.05,693,24,4.98,3125.43
SAFARI,atr_chandelier_stop,2022-07-22,533.2,2022-12-30,780.87,117,24,46.45,28977.39
GOKULAGRO,stop_loss_20pct,2022-10-28,69.1,2022-12-30,54.68,1036,10,-20.87,-14939.12
SOUTHBANK,atr_chandelier_stop,2022-11-04,12.9,2022-12-30,15.16,5558,9,17.52,12561.08
KTKBANK,atr_chandelier_stop,2022-11-11,130.07,2022-12-30,120.78,553,8,-7.14,-5137.37
RVNL,atr_chandelier_stop,2022-11-25,61.02,2022-12-30,59.19,1162,6,-3.0,-2126.46
RCF,atr_chandelier_stop,2022-12-02,111.7,2022-12-30,102.29,645,5,-8.42,-6069.45
UCOBANK,stop_loss_20pct,2022-12-23,35.73,2022-12-30,27.38,2125,2,-23.37,-17743.75
FIEMIND,atr_chandelier_stop,2022-07-01,573.78,2023-01-13,786.79,102,29,37.12,21727.02
VBL,trend_reversal_23wma,2022-12-16,280.18,2023-01-20,226.79,266,6,-19.06,-14201.74
APARINDS,trend_reversal_23wma,2022-06-17,746.13,2023-02-03,1407.21,82,34,88.6,54208.56
FACT,stop_loss_20pct,2023-01-06,382.14,2023-02-03,293.98,190,5,-23.07,-16750.4
APOLLO,atr_chandelier_stop,2022-10-21,23.95,2023-02-10,29.99,3008,17,25.22,18168.32
HCC,trend_reversal_23wma,2022-11-25,17.7,2023-02-10,14.75,4008,12,-16.67,-11823.6
