date,nav,n_positions,invested_frac
2022-01-21,1500000.0,0,0.0
2022-01-28,1500000.0,0,0.0
2022-02-04,1500000.0,0,0.0
2022-02-11,1500000.0,0,0.0
2022-02-18,1500000.0,0,0.0
2022-02-25,1500000.0,0,0.0
2022-03-04,1500000.0,0,0.0
2022-03-11,1500000.0,4,0.15906035333333335
2022-03-18,1506220.1199999999,8,0.32092047741335444
2022-03-25,1509555.0,10,0.4018870064356715
2022-04-01,1539311.05,15,0.6132493689303407
2022-04-08,1579047.7400000002,24,0.982325499544428
2022-04-15,1596048.1000000003,24,0.9825137600802883
2022-04-22,1656928.01,24,0.9831562507051831
2022-04-29,1641434.0499999998,24,0.9951980586731463
2022-05-06,1567755.5999999999,20,0.8560733382167477
2022-05-13,1443528.68,9,0.427228373460512
2022-05-20,1548152.1800000002,11,0.5456837389202914
2022-05-27,1475843.3600000003,8,0.3802827896315501
2022-06-03,1476045.98,10,0.45933187663977776
2022-06-10,1504607.24,12,0.5488608375963948
2022-06-17,1436419.4000000001,8,0.33824467283023324
2022-06-24,1428680.11,6,0.2605603993464989
2022-07-01,1440282.4300000002,6,0.2665170191654702
2022-07-08,1455302.83,8,0.3530275001251801
2022-07-15,1458569.6500000001,10,0.43442604197886603
2022-07-22,1502157.97,13,0.5706176361731115
2022-07-29,1502342.3700000003,14,0.6106570634761501
2022-08-05,1506745.6700000004,16,0.6916503234417789
2022-08-12,1543082.6000000003,19,0.8180241809479284
2022-08-19,1549837.3600000003,18,0.7740743196434494
2022-08-26,1601003.24,23,0.9806938554352955
2022-09-02,1629817.59,23,0.987824882906068
2022-09-09,1652505.9900000005,23,0.9879920435265713
2022-09-16,1686006.3600000003,23,0.9873418626961762
2022-09-23,1684149.98,22,0.9631587977693054
2022-09-30,1678243.9400000004,22,0.9697203196812971
2022-10-07,1763345.85,22,0.9711816658087803
2022-10-14,1709702.15,22,0.9796750913602114
2022-10-21,1716818.8900000001,22,0.9667653004447079
2022-10-28,1755351.6400000004,22,0.9698844386529867
2022-11-04,1812397.62,22,0.9783922084382343
2022-11-11,1795537.7400000007,22,0.9833347195475822
2022-11-18,1792035.2800000005,22,0.9756238057991804
2022-11-25,1805894.6,22,0.9829791672227159
2022-12-02,1867893.6400000001,22,0.9835441219233445
2022-12-09,1901603.4000000001,22,0.9916183363996929
2022-12-16,1958458.5100000002,22,0.9973613022825792
2022-12-23,1694421.6800000002,7,0.3218054905907483
2022-12-30,1783809.17,10,0.4755767569016364
2023-01-06,1763725.17,12,0.5494935075400663
2023-01-13,1733056.0,12,0.5425847347113999
2023-01-20,1732195.9000000004,16,0.7031536444578815
2023-01-27,1669434.8599999999,14,0.6061747386777342
2023-02-03,1642039.1600000001,10,0.45858272344735057
2023-02-10,1662525.3000000003,10,0.46525423101831886
2023-02-17,1647212.5,10,0.4641234995484795
2023-02-24,1665540.6600000001,10,0.4491825735434161
2023-03-03,1652552.7300000004,12,0.5247537547561341
2023-03-10,1677862.9300000004,13,0.5715083829881145
2023-03-17,1669370.5400000005,12,0.530586588643166
2023-03-24,1638508.9900000002,8,0.3625462988762728
2023-03-31,1650741.3100000003,8,0.35429369002705813
2023-04-07,1660778.37,10,0.4378044314245252
2023-04-14,1662714.3900000004,11,0.4827147433300315
