date,nav,n_positions,invested_frac
2023-07-14,1500000.0,25,0.9927145533333334
2023-07-21,1511854.54,25,0.9927716789473676
2023-07-28,1566034.73,25,0.9982991181811147
2023-08-04,1640836.1300000001,24,0.965962237801285
2023-08-11,1673128.7699999998,24,0.9828089083663298
2023-08-18,1666228.31,24,0.9791085352522909
2023-08-25,1694454.04,24,0.9794565392874274
2023-09-01,1793374.05,24,0.9805896879125691
2023-09-08,1856116.8699999999,24,0.9812458199358967
2023-09-15,1854987.91,24,0.9827488147887713
2023-09-22,1869677.46,24,0.9925396437094557
2023-09-29,1930310.43,24,0.9927739809187065
2023-10-06,1981203.7499999998,24,0.9929596034733934
2023-10-13,2015234.6999999997,24,0.993078493537254
2023-10-20,2045898.6800000002,24,0.9978061376920191
2023-10-27,1983525.6700000002,23,0.9702817609615307
2023-11-03,2013759.9199999997,23,0.9807853758455973
2023-11-10,2073933.53,23,0.9981386288691712
2023-11-17,2163063.0199999996,23,0.9982153270781727
2023-11-24,2150376.0799999996,23,0.9982047977393796
2023-12-01,2176022.26,23,0.9764451260714586
2023-12-08,2218329.7099999995,23,0.9768943589544227
2023-12-15,2338428.9899999998,23,0.9780810406391688
2023-12-22,2392349.8799999994,23,0.9785750694626658
2023-12-29,2458756.9299999997,23,0.9791537222022187
2024-01-05,2576626.6299999994,23,0.9801073506719133
2024-01-12,2620167.9899999998,23,0.986518669743767
2024-01-19,2657725.94,22,0.9632731657802159
2024-01-26,2674769.07,21,0.9710284559257297
2024-02-02,2750830.89,21,0.9866507933535675
2024-02-09,2753052.58,21,0.993877919324011
2024-02-16,2717714.74,21,0.9998437106022393
2024-02-23,2890030.4700000007,21,0.9998530292312109
2024-03-01,2926181.2999999993,20,0.9712599933572128
2024-03-08,2857975.6500000004,19,0.9765882889869969
2024-03-15,2562184.09,9,0.4005757720554732
2024-03-22,2604149.0700000003,23,0.9602411815848929
2024-03-29,2646809.02,23,0.960881994425121
2024-04-05,2735396.49,23,0.9621488546985743
2024-04-12,2755915.07,23,0.9624306673572491
2024-04-19,2777059.68,23,0.9627167213057517
2024-04-26,2876867.9900000007,23,0.9640102047226713
2024-05-03,2926175.77,23,0.9646166539066107
2024-05-10,2846882.6700000004,24,0.999788326366116
2024-05-17,3025565.99,24,0.9998008273486706
2024-05-24,3024729.0100000002,23,0.9742836235104578
2024-05-31,2994748.490000001,23,0.9788135230013922
2024-06-07,2987802.8500000006,23,0.9787642715448911
2024-06-14,3151861.0,23,0.9798696167121582
2024-06-21,3158100.0300000007,23,0.979909385580798
2024-06-28,3216492.9000000004,23,0.991082843677348
2024-07-05,3343533.58,23,0.9914216593571642
2024-07-12,3272437.7500000005,22,0.9668433081729361
2024-07-19,3136413.8000000003,23,0.9987857533339509
2024-07-26,3226971.46,23,0.9739111916409696
2024-08-02,3272318.6,23,0.9899366919834761
2024-08-09,3289920.83,23,0.995673898936954
2024-08-16,3378647.15,23,0.9957875062508377
