Date,Equity,Nifty,Net_Return,Holdings,Cash_Wt
2020-04-10,2002242.3679656426,2046427.8755383552,0.00112118398282135,0,1.0
2020-04-17,2004487.250038332,2013921.6437214867,0.00112118398282135,0,1.0
2020-04-24,2006734.6490368447,2153527.779457513,0.00112118398282135,0,1.0
2020-05-01,2008984.5677831175,2029657.4012483791,0.00112118398282135,0,1.0
2020-05-08,2011237.0091022511,2016770.474289976,0.00112118398282135,0,1.0
2020-05-15,2013491.9758225142,1993106.367539457,0.00112118398282135,0,1.0
2020-05-22,2015749.4707753456,2102329.456504942,0.00112118398282135,0,1.0
2020-05-29,2018009.4967953595,2230513.3942069304,0.00112118398282135,0,1.0
2020-06-05,2089773.9698249646,2202844.7992044776,0.035562009566143596,3,0.76
2020-06-12,2183849.9202647065,2258477.622570263,0.04501728502610333,3,0.76
2020-06-19,2214686.743798546,2300296.305254883,0.014120395017850713,3,0.7623959047893001
2020-06-26,2177468.3359051864,2337183.285964806,-0.016805269638054614,3,0.76
2020-07-03,2155300.7758572465,2368816.055579072,-0.010180428198385142,3,0.7708435512913551
2020-07-10,2150840.9604894426,2390679.4864042243,-0.002069231087262047,3,0.76
2020-07-17,2193323.0366987684,2441918.122996916,0.019751379571857602,3,0.76
2020-07-24,2190843.057024484,2428426.4914367106,-0.0011306951291667122,3,0.76
2020-07-31,2197898.012120845,2472207.104607177,0.0032202010425806463,3,0.76
2020-08-07,2203440.6750023006,2476440.036819791,0.0025218016718197233,3,0.76
2020-08-14,2222375.4267658363,2532650.6890272987,0.008593265967333518,3,0.76
2020-08-21,2235738.335962555,2591105.4672014937,0.006012894597275622,3,0.76
2020-08-28,2225916.057258411,2520395.342430778,-0.004393304236971484,3,0.76
2020-09-04,2245833.2619829364,2538791.800205599,0.008947868748050121,3,0.76
2020-09-11,2340252.270859453,2569188.2848561807,0.04204186057568218,3,0.76
2020-09-18,2297327.5749168587,2460771.4686930985,-0.01834190974925556,3,0.76
2020-09-25,2335050.948525273,2542903.7914978527,0.016420546212169852,3,0.76
2020-10-02,2311562.9496328565,2620426.9214488715,-0.010058880688342287,3,0.76
2020-10-09,2348979.673003908,2587127.85470964,0.01618676375523057,3,0.76
2020-10-16,2357332.3030872056,2628543.4009930585,0.0035558545607234484,3,0.76
2020-10-23,2386935.600663094,2575141.26571392,0.012557965432840986,3,0.76
2020-10-30,2406750.8101339764,2696579.387635805,0.008301526637491943,3,0.76
2020-11-06,2436487.1466343612,2791638.951039083,0.012355386513292271,3,0.76
2020-11-13,2459246.6561329593,2838228.081137918,0.009341116176228058,3,0.76
2020-11-20,2502605.4032549593,2880826.1608648603,0.017630906202055815,3,0.76
2020-11-27,2495088.1126226964,2950649.385552934,-0.0030037858235604275,3,0.76
2020-12-04,2504509.587277407,3002398.6615871466,0.0037760087938566392,3,0.76
2020-12-11,2500964.611735805,3051742.5570941917,-0.001415437001962356,3,0.76
2020-12-18,2502528.93055893,3043747.018470365,0.0006254861887226326,3,0.76
2020-12-25,2531838.210539712,3110828.9156302693,0.011711864595401663,3,0.76
2021-01-01,2542108.7462846097,3205095.644111184,0.004056552943289385,3,0.76
2021-01-08,2528375.7295398116,3206600.686675669,-0.005402214505917299,3,0.76
2021-01-15,2522661.121695558,3185986.97869424,-0.002260189329255144,3,0.76
2021-01-22,2517293.335643871,3037605.9072920643,-0.00212782684345612,3,0.76
