Rebalance_Date,Regime,Net_Return,Nifty_Return,Equity,Nifty_Equity
2020-04-10,NOT BUY  |  price (7442) <= EMA50 (8095),0.00112118398282135,0.023213937769177573,2002242.3679656426,2046427.8755383552
2020-04-17,NOT BUY  |  price (7614) <= EMA50 (7973),0.00112118398282135,-0.015884376969951597,2004487.250038332,2013921.6437214867
2020-04-24,NOT BUY  |  price (7493) <= EMA50 (7893),0.00112118398282135,0.06932053993821263,2006734.6490368447,2153527.779457513
2020-05-01,BUY  |  price (8013) > EMA50 (7882),-0.008857268028309117,-0.057519749404085885,1988960.4623886305,2029657.4012483791
2020-05-08,NOT BUY  |  price (7552) <= EMA50 (7822),-0.006347807234755335,-0.006349311440677963,1976334.9247758375,2016770.474289976
2020-05-15,NOT BUY  |  price (7504) <= EMA50 (7773),0.014875239641039711,-0.0117336638215364,2005733.380392834,1993106.367539457
2020-05-22,NOT BUY  |  price (7416) <= EMA50 (7701),0.00040076350557711386,0.05480043149946057,2006537.2051336134,2102329.456504942
2020-05-29,BUY  |  price (7822) > EMA50 (7684),0.024690534606093988,0.06097233585600348,2056079.68143538,2230513.3942069304
2020-06-05,BUY  |  price (8299) > EMA50 (7773),0.006360699876154235,-0.012404585901305665,2069157.7872104493,2202844.7992044776
2020-06-12,BUY  |  price (8196) > EMA50 (7856),0.033208406372853445,0.025254989995607824,2137871.219857688,2258477.622570263
2020-06-19,BUY  |  price (8403) > EMA50 (7922),0.001975423760489054,0.018516314824951863,2142094.4214622607,2300296.305254883
2020-06-26,BUY  |  price (8559) > EMA50 (8033),0.0006211275209296757,0.016035751840168144,2143424.9352598605,2337183.285964806
2020-07-03,BUY  |  price (8696) > EMA50 (8132),-0.007039747064050648,0.013534569498347082,2128335.765864852,2368816.055579072
2020-07-10,BUY  |  price (8814) > EMA50 (8257),7.796630286345356e-05,0.00922968703021887,2128501.7043357682,2390679.4864042243
2020-07-17,BUY  |  price (8895) > EMA50 (8351),0.038402457033097345,0.02143266668915067,2210241.3995813974,2441918.122996916
2020-07-24,BUY  |  price (9086) > EMA50 (8480),0.02846064890125272,-0.005525013895079867,2273146.304041897,2428426.4914367106
2020-07-31,BUY  |  price (9036) > EMA50 (8586),0.051137111873859095,0.018028387239576116,2389388.4408973367,2472207.104607177
