Ticker,Entry Date,Entry Price,Exit Date,Exit Price,Return (%),Reason
DMART,2021-09-27,4435.0,2021-10-27,4600.0,3.720405862457723,Rotated Out
MPHASIS,2021-09-27,3112.0917241871525,2021-10-27,2975.066200706956,-4.403004012228666,Rotated Out
SRF,2021-09-27,2209.0627555602937,2021-10-27,2085.416822754798,-5.597212324288853,Rotated Out
LXCHEM,2021-09-27,547.2851611393255,2021-10-27,458.7128540911464,-16.18394090272634,Rotated Out
LTM,2021-09-27,5907.260588938922,2021-10-27,6174.583293184353,4.525324390564055,Rotated Out
HCLTECH,2021-09-27,1121.791476717198,2021-10-27,968.688675133485,-13.648062475189407,Rotated Out
IRCTC,2021-09-27,714.5846126400132,2021-10-27,813.1890876532217,13.798852265922287,Rotated Out
BALAMINES,2021-09-27,4580.089148810757,2021-10-27,3941.2355744049305,-13.948496495351147,Rotated Out
HAVELLS,2021-09-27,1378.7123012373975,2021-10-27,1251.8957146405787,-9.198190694534354,Rotated Out
SUNTECK,2021-09-27,482.86943734364826,2021-10-27,461.1452863491498,-4.498969972919997,Rotated Out
TATAELXSI,2021-09-27,5625.808441614197,2021-10-27,5606.055483378181,-0.351113238941868,Rotated Out
BAJAJELEC,2021-09-27,1373.8176735667123,2021-10-27,1076.4974322561466,-21.64189957890565,Rotated Out
TEJASNET,2021-09-27,447.3918526871986,2021-11-29,444.40259902572745,-0.6681511170837358,Rotated Out
JSWENERGY,2021-09-27,336.46380600953654,2021-11-29,285.58482257011735,-15.121681004219841,Rotated Out
RKFORGE,2021-09-27,204.33172588650973,2021-11-29,183.2965969659894,-10.294597585988036,Rotated Out
BAJAJHLDNG,2021-09-27,4632.2475978325165,2021-11-29,4771.943113450344,3.0157178058269714,Rotated Out
BAJAJFINSV,2021-09-27,1853.280739176974,2021-11-29,1663.6614498082479,-10.231546972906786,Rotated Out
TECHM,2021-09-27,1312.6062876546355,2021-11-29,1318.7066091939641,0.46474876714393265,Rotated Out
ADANIENSOL,2021-10-27,1832.0,2021-11-29,1924.5999755859375,5.054583820193095,Rotated Out
ATGL,2021-10-27,1447.878280396613,2021-11-29,1588.023089731514,9.679322580659985,Rotated Out
TITAN,2021-10-27,2436.031214986846,2021-11-29,2260.3372842406393,-7.212302111126904,Rotated Out
ONGC,2021-10-27,121.24553703614366,2021-11-29,111.77450232100891,-7.81145017511977,Rotated Out
MAHSEAMLES,2021-10-27,246.23548223325838,2021-11-29,234.35119150737987,-4.826392450873733,Rotated Out
RELIANCE,2021-10-27,1201.1382490708493,2021-11-29,1104.7121238946838,-8.027895644049025,Rotated Out
HGINFRA,2021-10-27,819.0922440896334,2021-11-29,601.3966391120158,-26.577666501966668,Rotated Out
CANBK,2021-10-27,33.660033335744174,2021-11-29,33.85470147814978,0.5783361545244886,Rotated Out
OPTIEMUS,2021-09-27,332.8142825310247,2021-12-28,317.9121277405965,-4.477618771976539,Rotated Out
ZENTEC,2021-10-27,217.15944345140645,2021-12-28,216.3615944176255,-0.3674024123014861,Rotated Out
CENTURYPLY,2021-11-29,607.5499091164979,2021-12-28,580.6183722310785,-4.432810618733098,Rotated Out
DIACABS,2021-11-29,11.5,2021-12-28,18.0,56.52173913043478,Rotated Out
MTARTECH,2021-11-29,2151.5999326380397,2021-12-28,2245.1522135627765,4.3480332707593075,Rotated Out
ADANIGREEN,2021-11-29,1346.0,2021-12-28,1386.0,2.9717682020802374,Rotated Out
TVSMOTOR,2021-11-29,659.1839515896608,2021-12-28,594.3702960894916,-9.832407986248333,Rotated Out
CHALET,2021-11-29,231.79321636502974,2021-12-28,211.01622011392033,-8.963591159798929,Rotated Out
OLECTRA,2021-09-27,410.40034687219986,2022-01-27,758.84119875817,84.90266992743938,Rotated Out
CGPOWER,2021-10-27,152.81935565916035,2022-01-27,177.81178564737516,16.354230706191768,Rotated Out
TI,2021-11-29,86.30407281599965,2022-01-27,79.19900366146476,-8.232600064753493,Rotated Out
BORORENEW,2021-11-29,588.0,2022-01-27,606.0,3.061224489795918,Rotated Out
HOMEFIRST,2021-11-29,766.1005138670106,2022-01-27,730.2080267238783,-4.685088509072966,Rotated Out
UNOMINDA,2021-12-28,604.4535918112202,2022-01-27,480.347229405042,-20.531991882833985,Rotated Out
