TYPE,REASON,TICKER,NAME,ENTRY_DATE,EXIT_DATE,ENTRY_PRICE,EXIT_PRICE,SHARES,NET_PNL,REGIME
SELL,TSL 6.4% >= 5%,NEXT50BETA,NEXT50BETA,2018-04-09,2018-05-21,30.3,28.56,6819.7463,-11886.36,BEAR
SELL,Regime slot reduction / sector cap / rank cut,LOWVOLIETF,LOWVOLIETF,2018-04-23,2018-05-21,8.55,8.46,24316.9454,-2208.53,BEAR
SELL,Regime slot reduction / sector cap / rank cut,HNGSNGBEES,HNGSNGBEES,2018-04-09,2018-05-21,353.3,360.0,584.8806,3898.7,BEAR
BUY,NEW BUY (rank=1),LOWVOLIETF,LOWVOLIETF,2018-06-04,,8.52,,23986.9505,,PARTIAL
BUY,NEW BUY (rank=2),HNGSNGBEES,HNGSNGBEES,2018-06-04,,368.82,,554.1153,,PARTIAL
BUY,NEW BUY (rank=3),HDFCGOLD,HDFCGOLD,2018-06-04,,28.25,,7234.2945,,PARTIAL
BUY,NEW BUY (rank=18),SENSEXBETA,SENSEXBETA,2018-06-11,,371.5,,558.5097,,BULL
BUY,NEW BUY (rank=12),NIFTYBEES,NIFTYBEES,2018-06-11,,112.25,,1848.4308,,BULL
SELL,Regime slot reduction / sector cap / rank cut,HDFCGOLD,HDFCGOLD,2018-06-04,2018-07-02,28.25,27.83,7234.2945,-3058.4,BEAR
SELL,Regime slot reduction / sector cap / rank cut,NIFTYBEES,NIFTYBEES,2018-06-11,2018-07-02,112.25,111.0,1848.4308,-2330.54,BEAR
