,Total Return,CAGR,Ann. Volatility,Sharpe Ratio,Max Drawdown,Calmar Ratio,Win Rate
Z Equal Weight,34.963191018097646,0.4308227011997403,0.27977276034639365,1.4343628558182397,-0.2823391465786079,1.5259049494923371,0.5833333333333334
Z Weighted v1 (PRIMARY),33.331013766135946,0.424192396417413,0.28376894627488064,1.4012164551291988,-0.28574552667375597,1.4845110660357805,0.5916666666666667
Z Weighted v2 (Trend+Vol),35.2139338661696,0.43181718433794547,0.28057777599560124,1.433273475426639,-0.2539891890391951,1.7001400176576347,0.5583333333333333
NIFTY500 Buy & Hold,2.1754531870152873,0.1224850654483205,0.16936456519522045,0.7722446464848125,-0.29976481184947956,0.4086038807978027,0.6166666666666667
